SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC70001,..,0,3,0,0,0,0,0,0,5,..,0,0,0,3,4,3,0,0,12,0,0,0,0,0,3,0,0,0,7,64,26,40,42,58,39,17,0,0,286,..,0,27,58,59,44,16,3,0,204,..,9,25,23,27,17,4,0,0,115,..,0,3,6,4,3,0,0,0,18,131,..,..,..,..,..,..,..,..,131,..,22,..,..,..,..,..,..,..,22,..,20,4,7,0,0,0,0,0,38,..,8,0,0,0,3,8,0,0,16,..,0,3,0,0,0,0,0,0,11,..,0,3,0,0,0,0,0,0,13,..,0,3,0,7,10,6,0,0,30,0,0,0,0,0,5,3,0,0,15,130,63,77,97,110,78,35,4,0,590
SSC70002,..,0,0,0,0,5,0,3,0,9,..,0,0,3,0,3,0,3,0,15,0,0,0,0,3,0,0,0,0,7,30,19,19,15,31,20,14,7,3,151,..,0,3,3,23,14,17,0,0,67,..,0,12,3,8,0,3,0,0,37,..,3,0,5,5,0,0,0,0,20,71,..,..,..,..,..,..,..,..,71,..,4,..,..,..,..,..,..,..,4,..,11,3,0,0,0,0,0,0,18,..,6,3,3,0,0,3,3,4,16,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,9,6,3,0,25,..,0,0,3,5,5,7,3,3,43,0,0,0,0,3,0,0,0,0,7,71,32,34,23,52,39,42,16,6,306
SSC70003,..,3,10,5,3,0,4,0,0,24,..,0,0,7,3,14,20,5,3,56,6,9,4,0,9,3,0,0,0,33,182,115,155,148,135,96,71,28,5,936,..,11,103,149,123,101,101,19,4,607,..,6,68,60,50,17,11,0,0,218,..,4,3,27,33,8,5,7,0,93,362,..,..,..,..,..,..,..,..,362,..,74,..,..,..,..,..,..,..,74,..,66,31,16,13,0,0,0,0,127,..,21,14,3,5,11,6,8,0,66,..,15,27,13,3,8,3,0,0,72,..,16,40,17,14,9,8,3,0,99,..,4,12,16,12,21,26,7,3,111,10,16,10,4,11,3,3,0,0,61,375,230,312,303,265,186,164,48,10,1892
SSC70004,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,5,0,3,3,0,0,0,0,0,8,64,46,35,34,25,14,12,0,0,229,..,17,22,15,24,8,5,3,0,96,..,9,11,8,3,3,0,0,0,33,..,5,8,7,6,0,3,0,0,34,136,..,..,..,..,..,..,..,..,136,..,5,..,..,..,..,..,..,..,5,..,23,6,4,0,0,0,0,0,39,..,24,12,7,7,4,7,0,0,66,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,5,0,0,0,9,..,0,3,0,4,5,0,0,0,14,4,0,10,3,0,0,0,0,0,14,142,91,72,47,46,28,13,0,5,444
SSC70005,..,3,3,0,0,0,0,3,0,14,..,3,3,3,8,4,0,0,0,19,0,3,4,0,0,3,0,0,0,11,7,7,15,10,10,9,3,3,0,60,..,0,9,7,3,7,5,0,0,27,..,3,4,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,11,0,0,0,0,3,0,16,..,3,8,8,16,10,4,0,0,48,0,3,6,0,0,3,0,0,0,16,9,12,32,19,21,17,11,3,0,124
SSC70006,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,56,30,38,25,22,12,3,0,0,193,..,13,29,15,24,19,3,0,0,93,..,10,16,10,5,0,0,0,0,41,..,0,7,3,8,9,0,0,0,28,119,..,..,..,..,..,..,..,..,119,..,3,..,..,..,..,..,..,..,3,..,32,21,4,0,0,0,0,0,59,..,15,3,0,4,3,3,0,0,25,..,0,0,4,0,0,3,0,0,7,..,0,5,3,3,0,0,0,0,12,..,0,4,0,0,3,0,0,0,9,3,0,3,0,0,0,0,0,0,8,122,69,80,45,46,33,5,0,0,403
SSC70007,..,0,0,0,0,0,0,0,0,3,..,0,5,3,4,4,0,0,0,21,6,0,6,0,3,0,0,0,0,19,97,11,82,75,36,24,5,0,0,340,..,0,65,95,48,26,7,0,0,253,..,4,43,35,12,7,0,0,0,108,..,0,0,5,3,3,0,0,0,8,209,..,..,..,..,..,..,..,..,209,..,0,..,..,..,..,..,..,..,0,..,13,4,0,0,0,0,0,0,17,..,0,3,0,0,0,3,0,0,11,..,3,0,0,0,0,0,0,0,3,..,3,0,3,7,4,0,0,0,11,..,0,14,10,13,18,0,0,0,52,10,3,8,8,12,3,0,0,0,45,222,30,143,151,92,59,9,3,0,714
SSC70008,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,24,11,22,28,7,3,0,3,127,..,7,9,7,17,3,0,0,0,46,..,0,7,3,10,0,0,0,0,20,..,0,5,8,4,4,0,0,0,25,54,..,..,..,..,..,..,..,..,54,..,5,..,..,..,..,..,..,..,5,..,14,11,4,0,0,0,0,0,27,..,7,0,0,6,3,3,0,0,30,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,54,38,36,27,43,11,3,0,3,217
SSC70009,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,5,0,0,0,7,4,6,0,0,0,0,0,0,0,16,68,51,28,25,16,8,7,3,0,204,..,24,28,26,16,6,6,0,0,103,..,0,5,6,4,0,0,0,0,16,..,4,6,6,3,0,0,0,0,20,130,..,..,..,..,..,..,..,..,130,..,9,..,..,..,..,..,..,..,9,..,26,6,3,3,0,0,0,0,40,..,23,6,0,7,0,4,4,0,46,..,3,0,0,0,0,0,0,0,4,..,0,0,3,0,0,0,0,0,7,..,0,0,0,0,7,0,0,0,6,6,7,0,3,0,0,0,0,0,20,137,93,53,40,40,18,9,5,0,401
SSC70010,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,14,8,4,9,10,3,0,0,0,42,..,0,4,7,7,5,0,0,0,19,..,0,5,0,0,0,0,0,0,5,..,0,0,0,3,0,0,0,0,5,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,7,..,3,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,21,14,12,10,11,10,0,0,0,85
SSC70011,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,97,103,81,65,56,25,6,6,0,435,..,38,62,71,55,17,9,0,0,253,..,12,10,9,11,3,0,0,0,47,..,0,16,12,16,5,3,5,0,52,206,..,..,..,..,..,..,..,..,206,..,32,..,..,..,..,..,..,..,32,..,85,19,3,3,7,0,0,0,113,..,31,25,18,13,11,8,0,0,104,..,0,0,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,7,0,0,0,10,0,0,0,0,0,3,0,0,0,3,206,200,132,121,98,47,15,4,0,829
SSC70012,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,21,3,13,3,3,0,3,0,0,50,..,0,13,3,3,3,0,0,0,22,..,0,6,0,0,0,0,0,0,5,..,0,4,0,0,0,0,0,0,5,35,..,..,..,..,..,..,..,..,35,..,0,..,..,..,..,..,..,..,0,..,0,7,0,0,0,0,0,0,9,..,3,3,0,4,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,35,12,32,7,8,4,3,0,0,99
SSC70013,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,11,59,30,34,35,35,27,14,9,3,241,..,11,32,49,39,17,8,7,0,157,..,3,3,0,0,0,0,0,0,8,..,5,0,3,6,10,0,0,0,22,114,..,..,..,..,..,..,..,..,114,..,3,..,..,..,..,..,..,..,3,..,17,7,3,0,0,0,0,0,34,..,14,10,8,14,9,3,9,5,64,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,4,0,0,4,..,0,0,3,3,6,0,0,0,10,3,3,7,0,0,0,3,3,0,20,121,51,65,71,63,41,22,12,3,443
SSC70014,..,3,3,3,0,3,0,0,0,9,..,0,4,9,7,24,7,3,0,54,11,0,3,3,3,3,3,0,0,27,272,138,147,168,143,135,60,22,0,1086,..,4,106,180,141,154,76,23,4,694,..,18,74,53,59,26,5,0,0,231,..,3,18,28,35,17,8,7,0,116,514,..,..,..,..,..,..,..,..,514,..,101,..,..,..,..,..,..,..,101,..,84,36,18,15,4,0,0,0,155,..,23,12,6,7,5,5,3,0,64,..,12,12,5,5,7,0,0,0,36,..,7,17,9,0,5,0,0,0,50,..,3,21,11,18,34,20,7,3,122,9,5,5,5,10,7,3,3,0,49,519,265,296,313,287,258,133,47,4,2123
SSC70015,..,8,17,8,3,3,0,0,0,39,..,4,19,10,15,20,18,7,0,95,0,4,3,3,4,0,0,0,0,28,321,115,201,191,176,134,55,19,8,1222,..,10,150,223,215,169,56,21,0,839,..,29,75,43,47,33,0,0,0,229,..,4,21,34,24,13,4,3,0,99,618,..,..,..,..,..,..,..,..,618,..,90,..,..,..,..,..,..,..,90,..,63,23,7,3,0,0,0,0,99,..,10,5,3,0,7,4,0,3,40,..,18,10,8,0,0,0,0,0,36,..,14,41,18,15,8,3,0,0,95,..,13,29,24,38,44,32,8,5,194,5,16,8,3,11,6,0,0,0,45,622,262,369,356,350,286,104,34,11,2390
SSC70016,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70017,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,10,16,12,13,12,8,3,0,87,..,12,15,16,0,13,0,0,0,56,..,0,3,0,0,0,0,0,0,3,..,0,6,6,3,0,0,0,0,10,34,..,..,..,..,..,..,..,..,34,..,3,..,..,..,..,..,..,..,3,..,5,3,0,3,0,0,0,0,15,..,3,3,3,6,8,11,0,0,34,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,12,31,28,27,30,15,19,10,3,0,165
SSC70018,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SSC70019,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,6,0,3,3,0,0,0,0,0,0,3,21,9,21,13,12,13,5,0,0,105,..,3,11,3,18,10,3,0,0,47,..,3,4,3,0,3,0,0,0,13,..,0,3,0,4,0,0,0,0,17,46,..,..,..,..,..,..,..,..,46,..,3,..,..,..,..,..,..,..,3,..,3,8,3,0,5,0,0,0,18,..,5,6,14,5,6,3,0,0,34,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,8,3,0,0,16,0,5,3,3,0,0,0,0,0,13,48,20,31,34,35,30,14,0,0,212
SSC70020,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,0,8,34,12,19,11,9,7,7,0,0,107,..,8,24,9,8,8,3,0,0,67,..,0,0,10,3,0,0,0,0,9,..,0,4,3,4,0,0,0,0,14,67,..,..,..,..,..,..,..,..,67,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,9,..,4,0,0,4,0,3,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,7,0,3,0,0,0,11,7,0,3,3,0,0,0,0,0,15,74,32,33,29,21,18,4,3,0,215
SSC70021,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,12,9,9,5,7,0,0,79,..,3,0,5,8,5,3,4,0,35,..,3,10,0,0,4,0,0,0,20,..,0,3,3,0,0,0,0,0,7,47,..,..,..,..,..,..,..,..,47,..,0,..,..,..,..,..,..,..,0,..,4,3,0,0,0,0,0,0,6,..,10,6,0,3,0,3,0,0,23,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,23,23,9,15,11,5,4,0,144
SSC70022,..,17,9,3,7,10,0,0,0,49,..,3,18,25,16,28,12,15,0,124,9,7,7,3,8,4,3,0,0,39,323,205,280,262,192,115,44,22,0,1439,..,10,198,269,211,114,37,8,0,849,..,74,179,75,44,19,3,3,0,403,..,5,36,46,41,15,3,3,0,154,633,..,..,..,..,..,..,..,..,633,..,90,..,..,..,..,..,..,..,90,..,111,29,6,3,0,0,0,0,154,..,20,17,12,10,3,8,3,0,71,..,17,18,10,7,3,0,0,0,46,..,31,35,9,17,9,3,3,0,114,..,10,43,58,43,48,21,12,0,242,17,21,20,5,10,10,3,0,0,88,657,394,580,495,386,219,83,39,4,2856
SSC70023,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,8,0,3,4,3,0,0,0,0,0,6,55,24,48,17,24,5,8,0,0,181,..,12,49,15,12,0,3,0,0,96,..,3,10,3,5,0,0,0,0,21,..,6,12,3,4,0,3,0,0,23,103,..,..,..,..,..,..,..,..,103,..,5,..,..,..,..,..,..,..,5,..,11,6,0,0,0,0,0,0,18,..,17,4,7,11,8,3,0,0,42,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,0,3,4,0,0,0,15,3,6,3,3,0,0,0,0,0,11,106,56,83,37,37,16,15,3,0,346
SSC70024,..,0,0,0,0,7,3,0,0,6,..,0,0,0,3,10,5,0,3,23,0,0,4,0,3,0,0,0,0,11,44,20,22,23,34,29,15,7,4,192,..,0,10,10,15,23,11,3,3,72,..,3,6,8,16,5,3,0,0,39,..,4,9,10,9,4,0,3,0,39,82,..,..,..,..,..,..,..,..,82,..,12,..,..,..,..,..,..,..,12,..,14,4,0,3,0,0,0,0,21,..,3,3,0,5,7,0,0,0,11,..,3,0,0,0,0,0,0,0,6,..,3,0,0,4,5,9,0,0,25,..,0,4,8,21,11,20,3,3,66,3,0,4,4,3,0,0,0,0,17,87,45,36,37,69,55,41,11,3,393
SSC70025,..,8,11,0,3,3,0,0,0,38,..,0,3,3,7,6,5,0,0,20,3,0,4,0,0,5,7,0,0,28,149,93,136,108,118,80,31,7,4,727,..,3,95,148,172,106,42,7,0,571,..,24,73,23,30,16,3,0,0,171,..,0,3,8,7,6,4,0,0,32,276,..,..,..,..,..,..,..,..,276,..,76,..,..,..,..,..,..,..,76,..,48,16,3,5,0,0,0,0,74,..,9,3,0,3,3,0,0,0,21,..,11,25,4,4,3,0,0,0,42,..,37,51,16,8,4,4,0,0,120,..,18,21,12,9,15,10,3,0,75,10,6,9,4,3,7,7,0,0,47,282,227,299,222,244,161,67,12,9,1511
SSC70026,..,0,0,0,0,0,0,0,0,3,..,3,0,3,3,6,10,0,0,27,0,0,0,0,0,3,0,0,0,8,77,45,30,54,59,47,31,11,4,366,..,3,25,53,82,60,45,14,5,287,..,10,23,25,27,17,0,0,0,105,..,0,8,3,9,9,3,0,0,25,149,..,..,..,..,..,..,..,..,149,..,32,..,..,..,..,..,..,..,32,..,32,9,4,0,0,0,0,0,52,..,3,0,3,0,0,3,3,0,11,..,10,4,7,4,0,0,0,0,22,..,6,0,0,3,0,3,3,0,19,..,3,4,9,13,10,14,4,0,60,4,7,0,0,0,3,0,0,0,9,154,98,69,111,136,109,66,21,4,766
SSC70027,..,10,6,0,0,0,0,0,0,18,..,5,7,3,3,8,5,13,0,45,3,3,3,3,3,0,0,0,0,17,356,161,270,182,75,56,31,22,0,1150,..,13,241,271,108,57,31,17,3,731,..,103,171,48,29,10,0,0,0,357,..,7,27,26,16,7,0,0,0,78,717,..,..,..,..,..,..,..,..,717,..,69,..,..,..,..,..,..,..,69,..,47,13,0,3,0,0,0,0,67,..,22,7,0,3,10,3,0,0,47,..,12,14,0,4,3,0,0,0,30,..,17,16,0,5,3,0,0,0,44,..,14,21,13,10,13,8,14,0,97,11,13,3,10,3,0,0,0,0,41,722,310,520,368,175,102,47,30,3,2280
SSC70028,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,15,14,13,9,9,9,0,0,0,72,..,0,4,3,7,3,0,0,0,24,..,0,0,3,4,0,0,0,0,12,..,0,3,0,3,7,0,0,0,10,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,10,4,3,0,0,0,0,0,24,..,18,5,3,3,3,3,0,0,36,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,8,28,38,25,17,23,16,3,0,0,153
SSC70029,..,0,0,0,0,0,0,0,0,3,..,0,0,3,7,4,4,3,0,19,3,4,0,0,3,0,0,0,0,10,33,26,32,30,32,22,13,3,0,187,..,3,32,25,17,32,23,0,0,131,..,13,10,6,18,5,3,0,0,44,..,0,7,15,7,4,3,0,0,27,70,..,..,..,..,..,..,..,..,70,..,13,..,..,..,..,..,..,..,13,..,10,8,0,0,0,0,0,0,21,..,3,0,0,0,0,0,0,0,4,..,3,3,0,0,0,0,0,0,8,..,3,3,0,3,4,3,0,0,14,..,0,7,11,11,13,10,3,0,53,9,6,0,4,9,4,0,0,0,28,75,60,63,58,64,52,37,6,0,417
SSC70030,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,3,0,10,3,3,0,0,0,0,0,0,0,5,76,47,41,57,50,38,21,3,0,325,..,7,29,56,55,49,30,7,0,225,..,13,43,37,17,13,5,0,0,119,..,0,0,10,4,6,0,0,0,23,166,..,..,..,..,..,..,..,..,166,..,27,..,..,..,..,..,..,..,27,..,23,11,4,3,0,0,0,0,41,..,4,0,0,4,8,3,0,0,12,..,0,9,0,0,0,0,0,0,11,..,3,0,3,7,3,0,0,0,15,..,3,6,7,9,20,3,4,0,51,5,4,3,3,0,0,4,0,0,20,167,80,97,112,98,100,46,10,0,708
SSC70031,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,0,9,95,57,49,27,33,12,9,0,0,285,..,32,59,40,37,15,8,0,0,187,..,0,3,4,0,3,0,0,0,14,..,0,15,5,10,0,0,0,0,32,173,..,..,..,..,..,..,..,..,173,..,9,..,..,..,..,..,..,..,9,..,28,9,3,0,0,0,0,0,35,..,29,15,4,9,3,5,0,0,54,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,0,0,0,0,12,0,3,3,0,0,3,0,0,0,14,173,103,96,59,54,27,11,0,0,531
SSC70032,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70033,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,20,15,14,5,3,3,0,86,..,0,9,10,6,3,0,0,0,34,..,0,3,0,0,0,0,0,0,3,..,0,0,3,5,4,0,0,0,16,59,..,..,..,..,..,..,..,..,59,..,4,..,..,..,..,..,..,..,4,..,12,4,0,0,0,0,0,0,16,..,11,19,7,5,4,3,0,3,51,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,30,33,25,19,10,7,3,3,187
SSC70034,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,4,0,0,0,19,..,0,11,0,0,3,3,0,0,15,..,0,0,4,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,9,8,0,9,3,0,0,38
SSC70035,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70036,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,0,0,0,19,..,0,0,5,3,0,0,0,0,5,..,0,4,3,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,14,3,4,7,5,3,3,0,0,42
