SSC_CODE_2016,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
SSC70136,8,15,39,57,29,21,6,0,0,173,3,0,10,10,14,3,0,0,0,45,0,8,17,21,25,15,0,0,0,88,0,0,6,4,8,4,0,0,0,24,0,0,3,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,6,7,9,16,30,14,6,0,0,96,15,38,86,110,110,65,14,4,0,435,7,19,58,53,24,9,0,0,0,173,0,0,6,6,5,3,3,0,0,20,0,0,13,14,23,4,0,0,0,64,0,0,3,0,3,3,3,0,0,16,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,7,20,10,26,13,5,0,0,95,13,28,102,86,86,41,19,3,0,374,11,35,95,108,59,32,4,0,0,345,4,0,12,14,22,7,3,0,0,64,0,10,38,30,54,22,0,0,0,147,0,3,6,9,9,13,3,0,0,40
SSC70137,0,0,7,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,8,0,5,6,4,3,0,0,0,0,22,3,3,0,6,4,0,0,0,0,19,3,4,0,4,0,0,0,0,0,14,0,0,0,3,4,0,0,0,0,13,0,0,0,0,3,0,0,0,0,5,9,11,19,20,16,3,0,0,0,84,0,0,8,3,4,0,0,0,0,18,0,3,8,8,3,0,0,0,0,20,4,0,5,11,6,0,0,0,0,26,0,3,4,6,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,8,0,0,0,12,3,0,0,0,0,0,0,0,0,4,14,12,20,24,20,12,3,0,0,108,0,0,16,3,5,0,0,0,0,30,0,3,8,6,8,0,0,0,0,25,4,7,6,13,10,0,0,0,0,49,5,3,7,8,8,0,0,0,0,35
SSC70138,11,34,54,98,57,39,25,9,0,330,8,3,18,17,23,16,4,3,0,89,0,9,13,20,25,19,16,9,0,108,0,0,3,12,5,5,3,3,0,29,0,0,0,4,0,3,9,3,0,19,0,0,0,0,0,0,0,0,0,7,0,3,12,8,14,8,9,3,3,65,28,52,91,163,136,81,68,34,3,644,13,28,80,109,75,40,26,3,0,379,3,3,9,10,24,11,4,4,0,70,0,3,6,10,25,20,15,3,3,97,0,0,3,3,4,3,4,0,0,19,0,0,7,0,6,5,6,0,0,26,0,0,0,0,0,0,0,6,0,3,3,3,18,3,16,12,9,4,0,68,21,34,122,139,149,103,70,24,4,663,22,57,132,204,135,77,54,17,0,709,8,4,23,31,49,28,10,7,0,159,0,9,19,28,57,38,32,12,3,201,0,0,4,14,9,7,6,7,0,54
SSC70139,8,78,156,92,24,11,9,0,0,373,0,18,38,15,15,3,0,0,0,96,0,32,46,36,14,8,0,0,0,134,0,0,12,3,0,3,0,0,0,20,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,7,19,12,5,3,3,0,0,58,15,137,275,160,62,26,8,0,0,692,18,96,176,108,24,14,7,0,0,432,0,11,22,10,11,5,0,0,0,62,3,16,38,23,12,5,4,0,0,105,0,0,3,3,3,0,0,0,0,19,0,0,0,5,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,10,14,25,19,6,6,3,0,0,83,28,137,264,176,62,39,9,0,0,707,27,169,325,195,49,19,11,0,0,801,0,31,63,29,19,9,0,0,0,153,3,51,83,60,28,9,4,0,0,243,0,0,18,8,8,5,0,0,0,34
SSC70140,0,3,13,9,4,3,0,0,0,38,0,4,3,0,4,0,0,0,0,13,0,6,4,5,6,3,3,0,0,30,0,0,3,3,3,0,0,0,0,13,0,0,3,6,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,3,0,0,0,17,11,19,29,29,31,12,3,0,0,129,0,7,17,3,4,0,0,0,0,31,3,0,3,0,0,0,0,0,0,9,0,3,4,0,3,0,0,0,0,21,3,0,0,4,0,0,0,0,0,12,3,0,0,3,10,3,3,0,0,15,0,0,0,0,3,0,0,0,0,5,0,3,9,3,3,0,0,0,0,23,13,15,33,15,22,11,9,0,0,115,3,8,25,17,8,0,0,0,3,70,3,3,4,0,0,0,0,0,0,15,0,13,11,8,10,6,5,0,0,52,6,0,3,5,6,0,0,0,0,26
SSC70141,0,3,4,0,0,5,0,0,0,13,0,0,4,0,0,0,0,0,0,8,0,5,4,3,3,4,0,0,0,25,3,0,3,4,0,0,0,0,0,16,0,0,3,0,0,0,0,3,0,11,0,0,3,3,0,3,0,3,0,11,4,0,5,0,5,3,0,0,0,16,13,15,29,16,16,14,3,3,0,101,0,4,4,3,4,5,0,0,0,26,0,0,0,0,3,0,0,0,0,6,3,12,4,3,6,4,0,0,0,32,0,0,3,3,0,0,0,0,0,8,5,3,3,5,3,0,0,0,0,22,0,0,4,0,0,3,7,3,0,12,0,3,10,0,3,0,0,0,0,17,8,23,32,20,27,8,7,3,0,128,0,6,8,4,6,7,0,0,0,41,0,0,3,3,3,0,0,0,0,13,7,20,11,7,12,9,0,0,0,55,3,3,9,9,3,0,0,0,0,23
SSC70142,0,3,11,5,3,11,0,0,0,27,0,0,0,0,0,0,0,0,0,3,3,5,6,9,10,3,0,0,0,28,0,3,5,6,0,0,0,0,0,15,0,7,7,8,10,3,3,0,0,39,0,0,0,0,0,0,0,0,0,4,17,0,0,10,3,7,0,0,0,36,23,14,24,33,28,24,3,3,0,149,0,3,13,6,3,3,0,0,0,28,0,0,0,3,0,0,0,0,0,4,4,3,3,9,4,0,3,0,0,26,4,9,9,3,0,0,0,0,0,25,0,4,0,8,8,0,10,3,0,35,0,0,0,0,0,0,0,0,0,4,15,3,8,7,3,0,0,0,0,35,21,21,30,31,19,9,16,8,0,160,3,4,21,11,5,13,0,0,0,57,0,0,0,0,0,3,0,0,0,7,9,8,10,12,17,4,3,0,0,56,4,7,13,9,4,3,0,0,0,41
SSC70143,42,109,200,181,104,97,41,13,3,782,10,22,39,38,61,44,9,4,0,234,14,10,44,68,71,61,29,3,0,311,6,6,13,6,12,23,17,3,0,79,4,0,8,6,7,23,21,7,0,79,0,0,0,0,4,3,9,3,0,16,19,21,53,43,41,36,20,4,0,241,93,170,361,347,307,299,135,28,11,1751,36,96,247,200,152,105,39,13,0,891,3,11,53,35,43,43,4,7,0,201,15,12,42,61,60,64,26,8,0,282,0,4,9,15,14,17,5,4,0,67,0,0,4,15,17,24,18,13,8,89,0,0,0,6,3,6,3,3,3,28,19,21,65,42,47,37,17,8,5,268,78,142,419,368,342,300,113,47,13,1833,76,204,448,381,262,202,72,24,3,1671,14,33,93,80,106,92,15,4,0,441,29,25,90,130,130,122,53,5,0,590,7,8,17,20,26,38,22,9,0,147
SSC70144,9,23,70,31,29,25,15,0,0,209,0,7,17,10,10,7,3,0,0,62,4,14,15,20,28,28,13,6,3,131,0,3,5,3,3,4,3,0,0,28,0,0,0,0,0,6,10,6,0,22,0,0,0,0,0,0,0,0,0,3,9,13,45,17,25,19,22,8,3,154,14,51,153,80,101,95,62,26,6,603,4,36,88,40,48,32,8,0,0,255,3,9,6,9,11,19,0,0,0,58,0,5,11,15,27,21,11,6,3,97,0,0,0,4,5,7,3,4,0,22,0,0,0,0,0,8,3,5,3,23,0,0,0,0,0,0,0,0,0,3,5,19,39,14,32,9,4,7,3,143,23,70,140,84,131,91,27,24,9,603,16,55,156,78,81,55,23,0,0,456,3,14,25,18,29,25,5,0,0,120,6,20,23,33,52,51,21,11,11,233,3,3,6,5,7,12,9,6,0,51
SSC70145,21,43,139,107,69,33,20,7,0,429,14,8,30,21,30,9,7,0,0,109,12,22,35,32,49,35,15,3,0,206,0,4,7,5,15,6,9,0,0,51,0,0,4,4,3,5,10,7,0,31,0,0,0,0,3,4,3,0,0,8,26,18,49,40,45,28,23,15,0,245,69,93,266,209,215,123,87,28,3,1086,13,46,159,107,55,54,15,3,0,451,9,7,28,18,26,14,8,0,0,110,7,15,35,36,43,24,12,0,0,182,3,3,8,13,13,10,4,0,0,59,0,0,0,3,4,13,7,6,0,33,0,0,0,0,0,3,4,0,0,6,23,16,61,45,46,36,19,0,3,251,49,89,295,221,187,145,74,18,3,1089,28,85,296,218,127,83,31,12,0,887,16,14,60,40,59,25,9,3,0,223,14,36,76,67,94,62,28,8,0,388,8,6,18,19,31,11,15,0,0,105
SSC70146,4,17,52,34,14,15,18,3,0,151,3,7,10,3,15,19,0,3,0,57,5,7,21,20,24,24,17,0,0,107,3,0,8,7,8,13,7,3,0,40,0,0,7,3,9,17,14,0,0,57,0,0,0,0,3,0,0,0,0,8,12,14,36,20,25,46,19,14,8,189,23,41,130,78,98,136,75,22,9,602,7,20,77,50,25,17,8,0,0,207,3,7,9,7,21,9,0,0,0,50,6,10,9,19,23,20,8,0,0,94,0,0,11,7,3,11,7,0,0,32,0,0,0,6,11,4,5,0,0,32,0,0,0,0,0,0,0,0,0,4,6,16,40,27,38,25,10,12,3,180,24,54,142,114,120,83,41,16,3,596,14,36,130,79,42,29,24,4,0,356,3,17,20,8,38,27,3,3,0,112,9,14,32,33,43,48,24,0,0,201,4,0,15,9,9,17,13,3,0,74
SSC70147,0,4,9,0,7,0,3,0,4,29,0,3,0,0,0,0,0,0,0,3,0,4,0,3,4,3,4,4,5,27,0,0,3,0,0,0,0,0,0,10,0,0,0,0,7,3,3,4,3,21,0,0,0,0,0,3,0,3,0,7,0,0,0,4,3,6,12,5,0,30,3,16,10,11,17,18,25,25,9,123,0,3,6,4,4,0,4,4,8,30,0,0,0,3,0,0,0,0,0,7,0,3,3,4,3,0,9,8,3,39,0,0,0,3,0,4,3,0,0,14,0,0,3,3,0,6,6,8,3,41,0,0,0,0,0,3,4,8,7,25,0,0,0,0,0,0,6,9,4,22,3,8,18,16,18,16,33,38,31,177,3,4,14,4,7,0,7,5,10,56,0,0,3,3,3,0,0,0,0,14,0,12,3,3,11,5,8,20,9,63,0,0,4,3,3,4,7,0,0,25
SSC70148,0,0,6,7,3,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,8,3,3,0,0,0,0,18,0,6,6,3,9,7,4,0,0,39,0,5,0,3,0,0,3,0,0,16,0,0,0,0,13,0,0,0,0,14,6,16,22,22,22,13,7,0,0,119,0,3,8,3,4,3,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,3,3,0,0,16,0,0,3,5,0,3,0,0,0,18,3,5,17,12,7,15,3,0,0,55,0,0,0,0,3,0,0,0,0,13,3,3,3,4,7,9,0,0,0,31,11,22,39,37,23,32,9,3,0,165,0,6,16,12,8,9,3,0,0,53,0,0,0,3,0,0,0,0,0,7,0,3,4,8,0,5,3,0,0,23,3,3,15,8,3,3,0,0,0,37
SSC70149,0,15,18,10,16,8,4,0,0,65,0,0,5,0,0,0,4,0,0,15,0,3,10,3,8,8,7,0,0,40,0,0,0,0,0,0,3,0,0,6,0,4,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,5,0,0,25,9,23,29,25,25,29,22,0,3,166,3,11,15,13,17,17,3,0,0,75,0,5,6,8,7,3,0,0,0,24,0,0,0,3,3,3,6,0,0,18,0,0,0,0,0,0,3,0,0,6,3,0,0,3,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,7,0,0,0,24,7,21,35,27,26,28,12,4,0,159,0,20,29,20,31,28,8,0,0,142,0,3,8,10,7,3,3,0,0,39,0,3,8,4,11,14,15,0,0,60,0,0,0,0,0,3,4,0,0,11
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70151,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,5,11,4,9,3,0,0,0,35,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,3,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,5,0,0,10,14,6,5,0,3,0,37,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,4,7,4,0,0,0,0,0,19
SSC70152,0,3,8,5,7,4,0,0,0,21,0,5,12,7,0,0,0,0,0,21,4,5,13,8,4,0,0,0,0,29,0,0,6,3,4,0,0,0,0,18,4,3,11,13,9,5,0,0,0,47,0,0,0,0,0,4,0,0,0,3,16,0,4,4,4,3,3,0,0,35,29,21,45,37,31,16,4,0,0,185,0,0,8,4,9,5,0,0,0,27,5,3,3,6,0,0,0,0,0,17,5,4,15,4,10,0,0,0,0,38,0,6,12,5,0,0,3,0,0,28,4,8,16,14,13,6,4,0,0,58,0,0,0,0,0,0,0,3,0,3,3,0,4,0,6,3,0,0,0,20,19,18,54,36,37,18,8,3,0,195,0,3,13,8,21,4,0,0,0,51,8,5,14,6,3,0,0,0,0,39,6,9,22,14,11,3,0,0,0,68,4,3,19,12,4,3,3,0,0,40
SSC70153,0,0,4,3,3,3,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,7,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12,0,0,3,5,11,11,15,0,0,44,0,0,3,0,4,0,3,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,0,0,5,6,6,12,13,0,0,38,0,3,3,3,3,3,0,0,0,23,0,0,3,0,3,3,0,0,0,11,0,0,0,0,3,3,8,0,0,18,0,0,0,0,0,3,5,0,0,4
SSC70154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70155,4,10,6,10,7,4,5,0,0,51,3,0,0,0,6,0,6,0,0,14,0,0,6,0,6,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,14,0,0,0,0,3,3,0,0,0,4,3,0,0,10,3,9,3,0,0,30,9,12,18,24,33,26,21,7,0,148,0,5,13,8,12,3,3,0,0,42,0,0,3,0,3,0,0,0,0,12,0,0,0,0,8,3,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,4,0,0,0,12,0,0,0,0,0,0,0,0,0,4,3,0,0,5,9,4,0,0,0,25,3,5,14,23,31,18,15,3,0,114,4,7,22,24,16,5,13,0,0,95,3,0,7,3,6,0,6,0,0,26,0,0,8,4,11,6,12,0,0,42,0,0,0,0,0,3,0,0,0,5
SSC70156,7,8,11,6,13,5,3,5,0,49,0,0,3,5,3,5,0,0,0,14,0,0,7,9,11,8,7,0,0,45,0,0,3,0,0,4,0,0,0,12,0,0,0,0,0,4,3,3,0,9,0,0,0,0,0,0,0,0,0,0,10,5,7,11,15,16,8,7,0,82,13,13,32,32,43,47,25,17,0,209,0,3,13,12,15,5,0,5,0,59,0,0,3,3,3,3,0,0,0,19,0,0,3,10,0,3,6,3,0,27,0,0,0,0,4,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,8,5,17,16,7,3,0,76,8,9,30,29,40,33,19,7,0,183,8,9,25,18,26,11,6,8,0,112,5,3,4,9,6,13,0,0,0,34,0,0,13,11,11,13,15,4,0,69,0,0,3,0,3,5,0,0,0,14
SSC70157,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,5,0,3,3,3,0,0,0,0,0,15,3,5,9,3,3,3,0,0,0,27,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,16,19,10,12,5,0,5,0,68,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,0,0,0,0,6,0,3,0,5,3,0,0,0,0,16,4,4,11,9,5,4,0,0,0,36,0,0,0,0,0,3,0,0,0,3,0,0,9,3,0,0,0,0,0,17,5,20,19,15,12,9,0,0,0,88,0,3,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,9,3,3,3,4,0,0,0,0,0,16,0,9,7,9,5,0,0,0,0,32
SSC70158,10,28,82,80,55,48,9,3,0,323,10,11,22,24,29,17,3,0,0,117,5,13,25,34,37,19,10,0,0,137,3,4,5,9,12,5,6,0,0,37,0,0,3,4,5,5,6,0,0,20,0,0,0,3,3,0,0,0,0,6,8,7,12,22,20,15,13,0,0,110,32,64,149,168,156,119,43,7,0,755,7,35,92,111,74,48,17,10,0,397,7,5,26,27,38,15,3,3,0,124,3,6,38,18,37,24,10,5,0,135,0,3,0,9,6,8,3,0,0,28,0,0,3,3,3,10,8,5,0,29,0,0,0,0,0,0,0,0,0,0,6,3,20,24,22,20,14,4,0,110,23,56,184,181,182,118,50,25,6,830,20,64,177,190,132,98,26,11,0,720,14,16,44,44,71,32,7,4,0,245,9,21,61,53,76,43,15,5,0,274,3,8,13,12,15,14,11,0,0,63
SSC70159,17,111,359,208,155,111,65,16,4,1055,9,12,23,20,44,28,10,5,0,148,4,13,31,27,53,40,23,5,0,187,0,0,3,3,9,3,0,3,0,24,0,0,4,4,4,3,11,11,0,28,0,0,0,3,0,0,0,0,0,6,12,47,115,50,34,27,19,9,3,311,38,183,534,320,292,210,126,50,16,1760,19,94,376,171,134,92,39,10,3,930,5,11,7,17,30,25,10,0,0,105,0,3,22,14,35,30,18,0,0,130,0,0,4,0,4,6,3,5,0,23,0,0,0,3,3,4,7,10,0,28,0,0,0,0,0,0,0,0,0,3,8,19,62,31,16,12,18,5,0,175,38,127,471,238,223,172,85,29,8,1396,37,204,736,379,288,200,102,28,8,1986,9,19,31,36,68,53,17,3,0,249,4,16,48,42,89,66,36,5,3,323,0,0,6,8,11,10,3,4,0,45
SSC70160,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,3,3,0,3,3,0,0,21,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,3,3,3,4,3,3,0,0,15,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC70161,33,101,207,214,154,142,73,22,3,946,10,19,49,33,49,33,12,0,0,212,4,25,53,39,71,70,36,3,3,303,4,3,7,8,10,4,5,4,0,49,0,0,4,3,14,16,30,7,0,72,0,0,0,0,5,4,3,3,0,16,11,11,35,23,28,37,22,9,0,175,69,158,348,333,326,298,175,56,3,1771,25,90,254,258,185,134,51,13,3,1006,4,5,22,26,46,41,7,7,3,170,6,15,39,23,66,67,38,7,0,273,3,0,5,7,12,10,7,6,0,60,0,0,10,8,10,17,23,13,3,83,0,0,0,4,3,6,4,0,0,22,9,8,27,24,32,28,14,18,0,158,52,118,359,350,357,307,146,69,10,1769,62,184,463,468,338,277,121,35,5,1955,22,22,70,61,100,72,25,4,3,376,13,36,89,64,134,140,77,16,0,571,4,4,11,15,24,20,20,14,0,107
SSC70162,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,7,3,0,0,7,0,0,0,0,4,4,10,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,0,0,3,0,8,16,17,3,0,53,0,0,0,0,3,3,3,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,3,0,7,15,13,3,0,47,0,0,3,0,3,3,6,0,0,15,0,0,0,0,0,3,3,0,0,13,0,0,3,0,4,13,16,3,0,41,0,0,0,0,0,0,0,0,0,3
SSC70163,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,8,0,0,0,0,15,0,0,3,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
