SSC_CODE_2016,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
SSC70257,0,0,3,3,0,3,4,0,3,3,0,0,3,10,12,21,0,0,0,4,3,5,0,0,0,0,0,0,0,0,3,4,6,11,0,0,0,0,0,0,0,0,0,3,4,8,3,0,3,8,3,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,112,249
SSC70258,5,3,0,3,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,358,857
SSC70259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,31
SSC70260,3,0,3,4,0,0,0,0,0,0,0,0,5,8,4,13,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,3,7,0,0,3,0,4,4,0,3,3,0,0,0,0,0,3,0,5,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,115,227
SSC70261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70262,27,11,9,23,17,17,32,18,10,25,9,16,27,72,58,131,22,16,41,11,11,20,18,18,29,12,11,25,13,3,13,72,59,127,8,14,24,12,14,27,15,19,34,5,13,19,17,5,22,54,64,119,11,7,17,12,12,25,8,11,18,6,17,23,11,9,19,48,51,102,10,8,14,11,10,22,10,3,14,6,4,13,3,7,15,37,35,73,27,35,59,25,30,52,10,14,18,3,5,5,0,0,0,1261,1298,2562
SSC70263,4,0,0,3,0,3,3,0,0,0,0,3,4,8,11,15,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,56,123
SSC70264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC70265,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14
SSC70266,3,0,3,4,0,3,0,0,0,0,0,0,0,6,4,13,0,0,0,0,3,3,0,0,0,3,0,3,3,0,3,4,3,10,3,0,6,0,0,0,0,3,4,0,0,0,0,3,3,7,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,94,78,170
SSC70267,3,0,3,3,0,0,0,0,0,3,0,0,4,9,6,14,0,0,3,0,4,6,0,4,4,3,0,3,0,10,7,8,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,256,503
SSC70268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70269,3,0,0,0,0,0,0,0,5,6,0,7,10,3,15,14,3,0,3,0,0,0,0,4,4,0,0,3,0,0,0,12,3,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,70,142
SSC70270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70271,0,0,0,0,3,0,3,0,0,3,4,0,3,7,3,8,3,0,3,0,3,3,0,0,0,0,0,0,0,0,3,3,4,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,96,59,154
SSC70272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,66,152
SSC70274,26,16,23,38,13,16,31,14,16,30,14,19,30,73,88,158,13,6,25,10,18,32,23,12,36,6,12,17,12,10,22,76,54,130,4,5,5,11,8,17,6,14,19,13,5,19,7,3,16,45,38,78,5,0,11,5,3,8,0,5,4,0,0,4,0,3,5,21,12,30,5,3,5,3,3,7,0,0,0,3,3,7,3,0,3,14,12,24,6,9,9,3,0,3,0,0,0,0,0,0,0,0,0,958,879,1836
SSC70275,11,3,10,14,8,6,10,9,5,10,8,15,17,32,35,65,6,11,16,10,7,10,9,7,16,6,11,15,3,0,6,32,33,63,0,6,5,3,3,3,0,0,0,0,0,0,0,0,0,9,14,18,3,3,4,0,4,3,0,0,0,0,0,0,0,0,0,3,8,14,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,10,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1111,1171,2280
SSC70276,13,5,11,15,3,5,7,11,4,13,3,0,6,27,25,56,7,0,9,3,3,7,4,3,12,0,3,5,6,10,13,21,16,45,8,5,10,4,7,10,9,3,11,8,5,13,0,3,3,27,23,49,6,0,4,0,0,3,0,0,0,0,0,0,0,0,0,8,4,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,4,3,4,0,0,3,0,0,0,0,0,0,0,0,0,237,227,461
SSC70277,29,20,12,33,10,12,20,11,18,28,5,10,14,62,68,126,15,11,20,4,11,18,11,10,26,10,17,33,7,6,11,44,61,108,13,8,21,11,6,21,12,7,23,8,7,15,6,10,15,58,37,97,3,3,7,8,6,13,3,7,10,0,3,4,4,3,9,18,25,44,3,11,12,3,4,10,0,0,0,3,9,11,3,6,8,18,24,43,4,13,16,7,3,4,0,0,0,0,0,0,0,0,0,1126,1032,2163
SSC70278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,48,102
SSC70280,38,10,10,22,16,8,24,14,12,26,13,14,22,67,69,133,11,8,22,12,8,20,8,9,17,5,13,16,10,7,15,46,41,85,6,7,17,10,12,20,14,11,20,7,7,15,6,5,16,40,45,84,10,9,21,8,3,11,3,6,11,4,0,8,3,8,10,28,28,57,8,0,7,3,0,3,5,0,3,5,6,13,5,0,6,22,9,29,11,3,18,4,3,8,3,3,3,0,0,0,0,0,0,952,923,1876
SSC70281,3,3,6,8,4,4,7,0,5,7,5,0,5,14,16,25,0,3,0,3,0,3,0,3,6,0,0,3,0,0,3,6,7,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,188,389
SSC70282,0,0,4,3,0,0,0,0,0,0,0,0,0,3,7,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,68,157
SSC70283,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,69
SSC70284,8,0,0,0,4,0,4,0,0,0,0,0,0,5,8,14,0,4,5,0,0,0,0,4,4,0,4,3,0,0,0,3,9,14,5,0,5,0,0,3,0,0,0,0,0,0,3,0,6,10,7,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,333,353,683
SSC70285,3,3,4,4,5,3,11,0,4,3,3,3,4,14,16,32,3,0,3,8,5,13,3,0,3,0,4,4,0,3,3,20,6,26,3,0,5,0,0,3,0,3,7,0,0,0,0,3,3,7,8,17,6,0,8,0,0,0,0,0,0,3,0,4,0,0,0,7,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,124,117,238
SSC70286,6,3,0,3,8,0,8,7,0,7,6,0,6,24,0,26,3,0,3,3,0,3,4,0,4,0,0,0,3,0,3,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,5,268
SSC70287,3,0,0,0,0,0,3,0,0,0,6,0,5,6,7,10,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,172,301
SSC70288,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,53,95
SSC70289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,64,136
SSC70290,5,3,0,9,0,0,3,3,0,3,4,4,6,16,12,28,3,3,9,5,0,5,5,0,5,9,6,13,0,0,3,27,11,36,8,0,5,0,0,0,0,0,3,9,0,9,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,64,208
SSC70291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70292,35,28,29,51,14,13,30,16,9,29,10,15,29,82,88,166,14,10,26,13,14,34,10,9,27,7,18,22,12,0,14,67,58,123,14,10,25,8,12,20,8,10,13,4,10,15,6,9,19,43,44,90,5,0,9,6,0,6,6,3,9,4,3,6,3,6,9,24,17,43,5,3,10,3,3,10,4,4,6,3,0,7,5,3,3,20,12,30,5,9,13,4,0,7,0,0,3,0,0,0,0,0,0,1608,1625,3233
SSC70293,8,6,0,11,0,8,7,0,0,0,0,4,4,11,16,28,4,4,9,4,0,3,5,4,9,3,3,6,8,3,12,28,13,41,0,3,3,5,0,7,0,0,0,0,5,6,3,0,7,9,13,18,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,4,3,10,3,0,3,0,3,4,0,0,0,0,0,0,0,0,0,6,0,8,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,491,435,930
SSC70294,40,17,8,18,14,12,27,10,10,24,3,12,22,60,65,125,6,18,26,12,13,28,15,16,31,15,11,28,18,10,28,65,65,130,14,18,24,8,10,18,18,11,25,6,13,17,6,8,17,48,52,100,13,3,15,5,3,11,9,3,14,3,6,10,4,6,10,31,26,59,8,0,5,0,5,9,3,0,5,4,3,4,3,3,5,20,20,35,5,3,9,0,3,6,0,3,3,0,0,0,0,0,0,1232,1203,2435
SSC70295,18,3,10,11,12,3,16,3,13,11,8,7,10,28,37,66,6,13,19,4,4,13,9,3,13,3,3,11,3,5,8,31,29,58,3,7,11,5,0,4,3,11,16,0,3,7,3,4,11,18,25,43,7,0,3,3,0,3,0,0,0,0,0,0,0,0,0,10,3,12,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,5,9,0,3,3,0,0,0,0,0,0,0,0,0,784,782,1563
SSC70296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,96,166
SSC70297,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,142,152,293
SSC70298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,32
SSC70299,3,3,5,6,3,3,9,3,0,5,6,5,8,16,19,31,0,0,0,0,10,8,0,4,4,0,3,3,0,0,0,8,15,23,4,0,4,0,0,0,4,0,3,0,4,6,0,0,0,13,9,14,3,3,5,0,0,3,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,381,431,809
SSC70300,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,106,220
SSC70301,15,3,8,11,3,0,3,3,4,3,0,3,3,18,20,33,5,0,8,3,0,3,0,5,5,0,3,3,0,3,6,9,15,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,355,403,759
SSC70302,18,8,5,13,6,7,14,9,3,11,12,6,20,53,24,76,0,3,7,7,4,12,3,3,8,3,0,7,0,3,4,21,14,37,0,0,4,6,0,6,4,3,7,0,0,3,0,0,0,11,3,11,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,497,1099
SSC70303,0,10,0,10,0,4,5,0,0,0,3,0,3,15,7,23,3,0,3,3,0,3,0,0,0,0,0,0,3,3,7,15,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,561,1129
SSC79494,38,23,31,51,20,31,51,24,16,40,22,10,25,110,100,215,19,26,48,19,21,42,21,23,45,29,26,54,22,16,46,118,107,223,29,10,43,21,24,47,23,6,36,12,21,32,29,4,32,119,67,189,16,15,28,12,6,22,11,6,14,8,0,8,13,8,17,56,30,86,6,9,8,5,0,5,4,3,8,8,0,8,0,0,5,24,8,30,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1332,1157,2489
SSC79797,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,14,70
