SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC70246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC70247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,9,0,3,0,0,50,0,0,0,0,0,0,0,0,22,15,9,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,9,22,19,14,0,3,0,0,61
SSC70248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,7
SSC70249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC70250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,3,0,0,0,17,0,0,0,0,0,0,0,0,10,12,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,10,13,0,3,0,0,0,25
SSC70251,14,20,8,3,7,0,0,58,4,0,0,0,0,0,0,6,3,3,0,0,0,0,0,9,113,105,38,18,25,0,4,300,5,3,0,0,0,0,0,6,148,126,49,23,30,0,4,385,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,55,61,35,16,12,0,0,182,7,14,3,6,0,0,0,24,65,74,36,19,12,0,0,214,215,203,84,42,44,4,4,599
SSC70252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,14,3,6,0,0,58,0,0,0,0,0,0,0,0,11,16,14,3,6,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,10,15,20,22,4,6,0,0,65
SSC70253,35,29,17,3,9,0,0,94,13,0,4,0,0,0,0,17,4,0,0,0,0,0,0,9,33,16,11,3,3,0,0,70,0,0,0,0,0,0,0,5,88,56,31,9,12,3,0,192,3,3,0,3,3,0,0,9,0,5,3,3,0,0,0,10,3,0,3,0,0,0,0,4,14,8,8,3,3,0,0,33,0,0,3,0,0,0,0,5,17,17,16,8,3,0,0,61,108,73,44,19,16,3,0,259
SSC70254,10,3,3,3,3,0,0,23,0,0,3,0,0,0,0,4,0,6,0,0,0,0,0,11,18,4,3,0,0,0,0,22,0,0,0,0,0,0,0,0,29,16,8,5,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,7,36,14,14,5,9,0,0,75
SSC70255,6,8,10,3,9,3,0,35,3,3,0,0,3,0,0,10,0,0,0,0,0,0,0,4,11,8,9,6,9,0,0,50,0,0,0,0,0,0,0,0,23,23,21,17,19,3,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,23,25,21,17,19,3,0,107
SSC70256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SSC70257,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,7,4,0,0,0,32,0,0,0,0,0,0,0,0,11,10,7,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,19,8,7,8,3,0,0,42
SSC70258,5,5,0,0,0,0,0,9,3,3,0,0,0,0,0,7,3,3,4,0,0,0,0,12,85,65,19,6,11,3,0,202,0,0,0,0,0,0,0,0,104,75,29,9,11,3,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,106,75,29,11,11,3,0,232
SSC70259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9
SSC70260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,3,0,0,0,0,31,0,0,0,0,0,0,0,0,6,14,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,11,10,22,4,3,0,0,0,41
SSC70261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70262,54,47,15,16,15,5,0,156,11,10,9,7,10,3,0,37,14,9,9,4,7,0,4,47,60,56,15,19,23,0,0,172,0,4,0,0,0,0,0,3,143,120,41,50,49,9,7,418,0,3,3,0,6,5,0,15,5,0,0,5,0,0,0,7,0,0,0,0,0,0,0,9,10,20,8,8,8,0,0,50,0,3,0,3,0,0,0,4,18,27,13,13,15,10,0,92,158,151,56,62,66,13,6,511
SSC70263,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,8,8,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,0,0,0,22
SSC70264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC70265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70266,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,4,3,0,0,0,23,0,0,0,0,0,0,0,0,9,7,7,4,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,8,4,4,5,0,0,32
SSC70267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,15,12,7,0,0,85,0,0,0,0,0,0,0,0,23,23,15,12,7,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10,6,3,0,0,40,0,0,0,0,0,0,0,0,10,6,10,6,3,0,0,40,32,32,26,20,12,0,0,129
SSC70268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,12,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,3,0,0,0,0,25
SSC70270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,10
SSC70272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,4,0,0,0,26,0,0,0,0,0,0,0,0,10,10,9,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,4,4,0,0,0,31
SSC70274,8,0,3,3,4,4,0,17,3,8,7,4,0,0,0,23,6,0,3,6,4,0,0,22,53,75,45,35,33,8,3,253,0,0,0,0,0,0,0,3,71,85,58,45,42,8,3,324,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,8,0,3,3,0,0,0,0,5,6,20,3,8,7,0,0,38,0,0,0,0,0,0,0,0,9,23,8,8,9,0,0,59,81,106,68,55,57,8,3,384
SSC70275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,181,104,59,37,0,0,535,3,3,3,0,0,0,0,6,156,177,111,62,37,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,59,29,23,16,0,0,196,0,0,0,0,0,0,0,0,62,66,29,23,16,0,0,198,221,243,145,81,55,3,0,750
SSC70276,0,0,0,3,0,0,0,9,4,3,0,0,0,0,0,4,7,3,0,0,0,0,0,5,14,14,7,4,6,0,0,37,0,0,0,0,0,0,0,0,20,18,10,3,7,0,0,57,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,12,23,20,15,7,6,0,0,71
SSC70277,44,39,29,24,26,16,5,183,10,6,0,9,0,5,0,27,10,19,9,0,3,0,0,42,38,32,17,9,15,3,3,119,0,0,0,0,0,0,0,0,102,101,53,41,50,20,13,375,4,9,4,3,9,0,0,37,0,7,0,0,0,0,0,6,0,4,0,0,0,0,0,7,13,5,8,4,7,0,0,42,0,5,3,0,0,0,0,4,17,28,18,11,14,3,3,96,120,126,69,52,64,21,13,474
SSC70278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,3,8,0,0,3,0,16,0,0,0,0,0,0,0,0,4,7,8,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,7,12,10,0,0,3,0,31
SSC70280,26,30,21,5,19,5,0,102,8,7,9,4,3,0,0,38,8,11,6,3,5,4,0,41,50,43,21,23,23,7,0,171,4,3,0,0,0,0,0,9,94,95,60,33,50,15,4,360,0,3,0,0,3,3,4,18,0,7,3,0,4,0,0,12,0,7,0,0,0,0,0,5,7,17,10,5,16,0,3,63,0,0,0,0,3,0,0,4,13,26,16,11,28,3,5,96,105,123,77,43,79,23,9,453
SSC70281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,35,19,7,3,0,0,93,0,0,0,0,0,0,0,0,31,35,19,7,3,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,3,4,0,0,29,0,5,0,0,0,0,0,6,5,8,10,4,4,0,0,36,40,45,25,6,9,0,0,123
SSC70282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,4,0,0,0,28,0,0,0,0,0,0,0,0,11,9,7,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,8,5,0,0,0,32
SSC70283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,6,3,6,0,0,3,0,17
SSC70284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,45,24,18,6,0,0,137,3,0,0,0,0,0,0,3,44,48,24,16,6,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,12,7,4,6,0,0,60,0,3,0,0,0,0,0,7,35,15,7,4,6,0,0,65,78,54,29,22,16,0,0,199
SSC70285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,9,3,5,4,0,0,0,18,0,0,0,0,0,0,0,0,9,4,5,4,5,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,4,7,3,0,0,30
SSC70286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,14,0,5,0,0,65,0,0,0,0,0,0,0,0,24,20,14,0,5,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,3,0,0,0,0,23,0,0,0,0,0,0,0,0,7,14,3,0,0,0,0,23,27,35,18,0,4,0,0,91
SSC70288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,17,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,7,7,6,3,0,0,0,21
SSC70289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,6,3,5,0,0,47,0,0,0,0,0,0,0,0,12,20,6,3,5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,21,19,6,4,3,0,0,59
SSC70290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,10
SSC70291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70292,25,15,18,11,15,7,3,89,16,12,11,0,3,0,0,39,26,20,7,3,4,4,0,65,117,132,64,45,38,14,0,406,3,0,3,0,0,0,0,6,188,175,99,57,66,22,9,607,5,6,3,0,3,0,0,19,4,0,0,0,0,0,0,7,3,3,4,0,3,0,0,16,34,50,28,19,22,0,0,148,7,7,0,0,0,0,0,17,58,66,35,23,26,4,0,209,246,245,128,78,90,22,9,818
SSC70293,21,19,3,0,9,3,0,47,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,25,17,12,0,7,0,0,60,0,0,0,0,0,0,0,0,44,42,13,0,16,3,0,117,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,12,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,16,48,48,19,0,16,3,0,132
SSC70294,30,46,21,5,15,7,5,121,9,5,4,4,3,4,0,28,10,14,6,7,10,0,0,52,73,98,37,27,34,0,0,276,0,3,0,0,0,0,0,9,117,173,72,45,64,12,5,490,3,0,3,3,3,0,0,14,5,3,3,0,6,0,0,18,3,5,0,0,0,0,0,11,12,39,23,10,4,0,3,99,0,0,0,0,0,0,0,5,25,43,32,21,22,0,3,146,146,217,101,64,82,14,8,630
SSC70295,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,67,98,68,41,27,7,0,307,0,0,0,0,0,0,0,0,67,102,70,41,27,7,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,34,11,13,0,0,116,0,0,0,0,0,0,0,3,36,29,33,10,11,0,0,121,99,135,105,46,42,3,0,434
SSC70296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,10,4,0,0,0,37,0,0,0,0,0,0,0,0,8,16,10,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,0,0,0,12,0,0,0,0,0,0,0,0,3,9,5,0,0,0,0,12,9,21,10,8,0,0,0,48
SSC70297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,7,7,0,0,0,72,3,0,0,0,0,0,0,3,35,20,7,7,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,10,37,26,11,7,0,0,0,86
SSC70298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70299,7,7,0,3,0,0,0,13,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,15,39,26,14,11,15,5,0,105,0,0,0,0,0,0,0,0,48,39,18,18,15,5,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,17,11,3,0,0,70,0,0,0,0,0,0,0,0,17,20,17,11,3,0,0,70,69,60,33,26,16,5,0,211
SSC70300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,9,3,3,0,0,54,0,0,0,0,0,0,0,0,13,22,9,3,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,14,15,29,15,4,3,0,0,62
SSC70301,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,34,32,14,3,3,0,135,0,5,0,0,0,0,0,3,49,42,33,16,3,3,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,15,7,0,0,0,68,0,0,0,0,0,0,0,3,17,27,12,14,0,0,0,68,67,60,46,26,6,3,0,210
SSC70302,7,3,3,0,0,0,0,20,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,3,8,3,0,0,0,0,18,0,0,0,0,0,0,0,0,17,16,5,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,5,3,0,3,3,0,0,11,23,20,6,3,3,0,0,58
