SSC_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SSC70274,0,0,0,0,55,6,65,3,0,0,3,48,3,51,25,0,0,30,62,16,104,54,3,0,62,58,6,124,51,10,0,56,115,24,200,3,21,0,26,106,16,150,0,10,0,9,46,11,65,0,0,0,0,14,3,21,0,0,0,0,3,0,3,138,46,3,185,510,84,781,0,3,0,5,38,6,49,5,0,0,8,32,9,41,43,6,0,51,47,11,112,59,0,4,72,42,9,118,42,14,3,59,89,23,170,4,30,0,39,90,20,144,0,12,0,12,33,3,46,0,0,0,0,14,0,14,0,0,0,0,0,0,0,154,76,4,236,383,80,702,0,4,0,8,97,12,116,10,4,0,12,80,9,99,63,13,0,75,108,30,212,116,7,4,129,92,20,242,94,22,4,120,208,42,367,11,51,0,60,192,37,294,0,13,0,14,82,11,114,0,0,0,0,27,3,33,0,0,0,0
SSC70275,7,30,0,43,36,3,84,19,23,0,48,44,3,94,81,32,3,114,51,57,226,61,24,0,85,41,28,159,23,24,3,48,28,14,90,6,22,0,33,22,3,62,0,4,0,3,8,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,201,163,11,376,231,114,722,17,42,0,61,34,15,108,43,28,0,71,24,5,103,137,35,5,173,45,61,283,64,15,6,90,20,32,139,23,43,0,64,35,9,108,9,31,0,37,22,5,65,0,3,0,7,13,4,23,0,3,0,3,3,0,9,0,0,0,0,0,0,0,295,200,11,500,196,138,832,28,77,0,105,73,15,192,59,52,0,121,64,13,197,215,68,5,292,95,119,503,131,39,9,176,59,64,303,42,64,3,109,62,20,192,16,54,0,70,47,12,125,0,3,0,9,18,4,31,0,5,0,5,10,0,11,0,0,0,0
SSC70276,0,0,0,0,8,0,8,0,0,0,0,7,0,7,3,0,0,5,8,3,18,13,3,0,18,11,0,31,9,3,0,12,30,6,49,0,0,0,4,45,3,52,0,0,0,0,28,3,39,0,0,0,0,7,0,7,0,0,0,0,0,0,0,22,11,0,32,145,19,200,0,3,0,3,7,0,7,3,0,0,3,3,0,8,4,0,0,4,18,0,23,14,3,3,15,15,0,28,8,4,0,16,29,0,41,0,8,0,8,40,3,43,0,4,0,4,19,3,32,0,0,0,0,4,0,4,0,0,0,0,0,0,0,35,20,3,59,132,7,196,0,3,0,3,10,0,17,3,0,0,3,9,0,16,12,0,0,11,25,3,40,27,3,3,32,26,0,60,17,3,0,21,61,7,88,0,9,0,6,81,4,97,0,10,0,10,53,5,69,0,0,0,0,7,0,7,0,0,0,0
SSC70277,0,9,0,8,42,14,67,0,4,0,8,66,23,87,23,3,0,26,148,21,197,56,0,0,60,95,20,178,38,3,3,39,93,13,152,7,10,0,19,78,14,105,3,10,0,8,50,15,77,0,0,0,0,16,3,21,0,0,0,0,6,0,7,134,34,3,168,599,120,895,0,10,0,7,46,4,61,8,6,0,17,36,9,58,38,9,3,49,98,24,173,87,5,3,94,58,23,176,30,12,3,46,76,19,142,4,18,0,26,82,23,128,0,9,0,15,44,5,62,0,0,0,0,35,4,41,0,0,0,0,3,0,3,162,75,10,247,474,112,839,0,16,0,17,92,18,129,13,4,0,22,102,29,151,57,7,3,73,248,43,366,145,6,10,160,150,44,356,65,14,3,85,170,34,289,13,32,0,40,159,34,230,4,16,0,26,98,17,139,0,0,0,0,51,9,64,0,0,0,0
SSC70278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70279,0,0,0,0,0,0,3,0,4,0,5,0,0,5,5,0,4,8,0,3,11,0,3,0,3,3,0,5,0,0,0,3,0,0,5,0,3,0,3,3,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,25,12,3,39,0,0,0,0,3,0,4,0,0,0,3,0,0,3,3,3,3,12,0,3,17,0,3,3,6,0,0,6,0,3,0,5,0,0,5,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,11,26,10,3,37,0,0,0,0,7,0,4,0,4,0,8,0,0,8,9,6,6,16,3,6,25,0,5,4,12,3,0,10,4,3,0,8,0,0,10,0,6,0,6,4,0,9,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0
SSC70280,0,4,0,4,51,8,69,0,3,0,3,44,3,52,25,5,0,25,89,13,130,53,3,4,63,59,23,136,32,4,0,41,90,12,144,13,4,0,16,90,10,107,3,4,0,11,55,9,70,0,3,0,3,31,4,34,0,0,0,0,7,0,7,123,32,5,164,511,75,743,0,6,0,9,48,12,67,0,4,0,10,35,0,49,35,7,0,44,63,14,120,81,14,3,98,42,11,152,38,10,0,52,82,17,147,5,17,0,19,86,11,114,0,18,0,17,46,10,77,0,0,0,0,7,0,16,0,0,0,0,4,0,5,157,77,10,240,421,77,745,0,12,3,15,98,24,142,0,12,0,10,80,7,99,55,16,0,72,156,23,254,134,18,6,155,100,34,289,74,14,3,91,172,26,290,10,22,0,35,176,17,222,4,21,0,30,98,15,141,0,3,0,3,38,3,47,0,0,0,0
SSC70281,0,7,0,7,6,4,13,3,3,3,9,3,0,11,9,0,4,9,9,3,21,8,0,0,12,10,3,31,3,6,0,12,9,3,24,3,8,0,11,5,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,23,26,14,63,48,21,129,0,3,0,5,7,3,19,4,4,7,8,3,3,19,12,5,9,25,6,9,36,8,3,0,11,6,3,24,0,3,4,10,5,3,16,3,7,0,12,11,0,22,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,21,77,36,24,135,0,13,0,14,13,7,32,8,8,6,22,4,10,31,20,4,13,40,14,14,63,20,5,3,29,17,7,47,4,10,3,22,15,9,45,3,11,3,24,19,3,38,0,3,0,3,5,0,5,0,0,0,0,3,0,3,0,0,0,0
SSC70282,0,0,0,0,8,0,6,0,0,0,0,3,0,9,3,0,0,0,8,3,16,0,5,0,4,3,4,17,4,0,0,3,9,0,11,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,8,0,16,36,15,62,0,0,0,0,4,0,4,0,0,0,3,3,4,11,0,0,0,7,0,0,4,4,4,0,5,3,8,19,0,0,0,0,5,0,5,0,0,0,0,3,3,12,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,17,26,15,58,0,0,0,0,7,0,12,0,0,0,3,11,3,21,7,0,0,4,8,3,16,7,5,0,11,11,10,30,3,0,0,4,12,0,16,0,0,0,0,9,3,12,0,0,0,0,3,3,6,0,0,0,0,0,0,3,0,0,0,0
SSC70283,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,18,0,26,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,7,0,10,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,6,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,14,0,24,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,0,4,9,0,11,3,0,0,3,0,0,3,0,0,0,0,5,0,10,0,0,0,0,7,0,9,0,3,0,3,4,0,9,0,0,0,0,3,0,3,0,0,0,0
SSC70284,0,16,0,14,4,4,23,3,12,3,23,10,4,37,22,12,13,41,10,16,62,9,10,7,28,4,6,42,7,8,3,18,4,6,25,4,3,0,6,3,3,12,3,3,0,3,7,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,45,62,30,132,42,33,211,3,19,0,20,6,4,34,8,7,9,24,0,3,29,25,10,10,47,13,9,68,3,10,12,28,4,9,41,4,12,4,16,4,4,25,4,4,0,10,3,0,13,0,3,0,3,0,3,11,0,0,0,0,3,0,7,0,0,0,0,0,0,0,53,69,40,159,41,35,234,3,32,0,31,11,6,58,13,23,9,47,10,10,64,48,15,23,83,24,24,130,14,27,20,58,8,15,81,14,18,4,40,11,9,57,3,10,0,13,10,3,27,3,10,0,11,6,3,20,0,3,0,3,3,0,6,0,0,0,0
SSC70285,0,0,0,0,3,0,3,0,0,0,0,5,0,5,3,0,0,4,5,0,8,3,0,0,3,5,0,8,8,0,0,8,16,8,27,0,0,0,4,18,8,29,0,3,0,3,9,4,13,0,0,0,0,4,0,4,0,0,0,0,0,0,0,15,3,0,19,61,19,102,0,0,0,0,8,0,5,0,0,0,0,0,0,3,6,3,0,6,3,0,14,4,0,0,4,4,3,11,3,3,0,9,13,11,33,0,9,0,9,14,3,24,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,16,0,30,59,20,111,0,0,0,0,4,0,7,0,0,0,0,6,0,4,9,3,0,9,13,0,21,9,0,0,9,13,9,24,12,3,0,12,26,14,59,0,6,0,11,36,14,56,0,3,0,3,16,3,30,0,0,0,0,3,0,8,0,0,0,0
SSC70286,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,30,38,72,3,3,0,9,26,43,80,5,0,0,5,23,42,67,0,0,0,0,8,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,15,91,153,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,30,36,76,3,3,0,9,26,43,80,5,0,0,5,23,42,70,0,0,0,0,8,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70287,0,7,0,8,4,0,16,0,6,0,10,5,0,12,13,3,0,12,7,0,21,8,3,0,15,5,0,15,4,0,0,3,13,0,12,5,0,0,4,5,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,0,47,44,4,94,0,3,0,3,3,3,15,11,4,0,11,3,0,15,10,3,0,19,4,0,23,14,3,0,15,6,0,19,3,9,0,9,8,3,21,0,3,0,6,7,0,14,0,4,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,40,31,3,73,32,10,116,0,10,0,13,10,4,26,12,11,4,21,11,0,30,22,5,0,34,12,0,42,20,3,0,25,8,0,35,5,6,0,13,19,4,35,5,5,0,10,11,0,24,0,4,0,4,3,0,6,0,0,0,0,0,0,3,0,0,0,0
SSC70288,0,0,0,0,3,0,3,0,0,0,0,3,0,3,5,0,0,3,4,0,9,0,0,0,3,10,0,11,3,0,0,3,3,0,3,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,13,25,0,35,0,0,0,0,4,0,7,0,0,0,3,0,0,4,5,0,0,5,0,0,8,4,0,0,5,4,0,12,3,0,0,6,0,0,7,0,0,0,3,0,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,21,5,0,22,20,0,43,0,0,0,0,11,0,10,0,0,0,3,6,0,4,5,0,0,8,6,0,12,4,0,0,7,10,0,21,5,0,0,6,0,0,10,3,3,0,7,8,0,11,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0
SSC70289,0,0,3,3,8,0,10,3,0,0,3,5,0,5,3,0,0,6,3,0,8,0,0,0,0,3,0,5,6,0,3,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,22,20,4,46,3,0,0,5,3,0,5,0,0,0,0,0,0,0,5,0,0,5,0,0,10,4,0,4,5,0,0,5,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,26,7,4,36,3,0,3,7,8,0,18,5,0,0,5,5,0,10,9,0,0,16,3,3,21,5,0,6,12,3,0,14,3,3,0,13,4,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70290,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,14,3,15,0,0,0,0,24,4,32,3,0,0,3,22,3,28,3,0,0,3,34,6,40,0,0,0,0,19,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,12,108,20,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,11,0,0,0,0,3,3,6,3,0,0,3,10,0,12,0,4,0,4,20,3,24,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,15,37,8,59,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,3,20,7,27,0,0,0,3,22,8,32,3,0,0,5,35,4,39,3,4,0,8,46,9,58,0,4,0,4,18,4,25,0,0,0,0,0,0,0,0,0,0,0
SSC70291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70292,3,8,0,7,94,21,117,8,3,0,12,93,11,115,66,5,0,76,144,28,248,106,10,0,112,105,35,248,48,15,0,56,151,27,238,5,11,0,16,109,20,147,0,3,0,3,60,3,69,0,0,0,0,19,7,24,0,0,0,0,3,0,3,238,52,3,291,772,150,1214,3,7,0,11,93,13,125,13,7,3,17,76,17,112,121,8,10,147,101,38,281,131,11,5,146,94,33,267,35,23,3,68,145,31,243,0,24,0,29,103,14,144,0,0,0,4,55,8,64,0,0,0,0,14,4,22,0,0,0,0,3,0,3,309,86,25,415,682,157,1260,3,13,0,18,189,32,239,17,8,3,30,167,26,225,193,16,12,224,248,63,527,231,18,12,260,192,65,518,85,38,3,125,300,58,479,6,38,0,39,213,38,292,3,5,0,8,115,16,131,0,0,0,0,33,10,45,0,0,0,0
SSC70293,0,0,0,0,21,0,20,0,0,0,0,29,8,42,16,6,0,17,129,20,167,37,5,0,41,46,9,96,9,0,0,13,34,7,50,0,0,0,0,34,3,36,0,0,0,0,8,0,13,0,0,0,0,4,0,5,0,0,0,0,0,0,0,57,6,0,67,315,50,433,0,0,0,0,11,0,10,0,4,0,4,31,3,36,28,0,0,26,102,19,149,31,0,0,32,32,7,74,5,0,0,5,29,3,40,0,3,0,3,31,3,32,0,0,0,0,14,0,14,0,0,0,0,6,0,6,0,0,0,0,3,0,3,66,10,3,81,249,32,362,0,0,0,0,29,3,37,0,4,0,4,62,12,80,41,3,0,43,234,36,316,69,3,0,75,82,17,175,18,0,0,17,69,12,92,0,3,0,3,58,3,71,0,0,0,0,27,0,29,0,0,0,0,11,0,9,0,0,0,0
SSC70294,0,0,0,0,83,11,93,6,4,0,8,49,9,58,38,0,0,45,91,14,147,91,5,3,101,74,23,197,52,5,0,55,103,19,185,5,9,0,18,100,12,127,3,12,0,14,62,5,81,0,0,0,0,17,0,23,0,0,0,0,0,0,0,199,33,3,235,581,99,922,0,4,0,10,48,9,69,3,3,0,6,36,3,49,61,13,3,75,75,20,176,116,9,6,136,58,18,212,47,12,3,60,102,16,177,3,29,0,32,87,13,126,0,15,0,17,53,8,77,0,0,0,0,22,0,21,0,0,0,0,6,0,6,233,88,14,342,493,91,921,0,9,0,13,133,23,162,11,9,0,18,86,10,112,106,11,6,121,168,38,327,208,16,12,233,133,39,408,98,18,5,118,205,35,358,9,34,0,47,185,24,257,5,25,0,32,120,16,163,0,0,0,0,39,3,43,0,0,0,0
SSC70295,0,4,0,4,57,3,60,11,3,0,14,56,3,72,30,4,0,37,94,3,139,21,7,0,24,80,6,113,4,15,0,18,85,3,102,0,7,0,7,49,3,58,0,3,0,7,22,3,29,0,0,0,4,4,0,4,0,0,0,0,0,0,0,72,34,0,105,447,29,581,5,0,0,3,49,11,65,20,4,0,27,41,3,65,45,10,0,54,79,7,139,22,12,0,39,66,4,110,9,15,0,22,91,3,111,0,12,0,11,53,3,66,0,8,0,8,18,0,26,0,3,0,3,3,0,6,0,0,0,0,0,0,4,105,57,3,163,399,30,593,5,7,0,11,100,16,125,25,9,0,39,101,6,138,81,13,0,93,175,12,275,44,17,0,64,145,7,218,16,26,0,43,170,5,221,0,20,0,19,105,3,129,0,7,0,7,44,3,50,0,3,0,7,8,0,14,0,0,0,0
SSC70296,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,5,0,10,7,0,17,7,0,0,7,3,0,10,3,3,0,4,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,33,18,6,49,0,0,0,0,3,0,3,0,0,0,3,0,4,9,13,3,0,12,4,0,20,4,0,0,7,3,0,15,0,5,0,9,3,0,11,0,0,0,0,0,0,4,0,6,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,39,18,4,66,0,0,0,0,6,0,8,0,3,0,4,3,3,13,21,3,0,27,12,0,38,15,0,0,16,8,3,22,4,6,0,12,3,0,15,0,0,0,0,0,0,4,0,8,0,8,4,0,11,0,0,0,0,0,0,0,0,0,0,0
SSC70297,0,0,0,0,3,9,10,0,7,0,10,4,3,12,0,10,0,10,9,10,29,4,0,3,8,5,5,14,0,0,0,3,7,5,17,0,0,0,0,5,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,19,3,30,35,29,97,0,3,0,3,3,3,9,0,16,0,16,3,0,19,3,12,0,10,5,11,31,3,5,3,11,0,6,15,0,7,0,7,7,3,19,0,7,0,7,3,0,13,0,0,0,0,6,4,8,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,45,3,50,27,30,115,0,7,0,7,7,12,27,4,21,0,18,8,4,30,5,18,0,22,14,21,60,3,6,3,16,9,9,29,5,9,0,11,14,9,35,0,7,0,7,4,3,18,0,0,0,0,4,8,13,0,0,0,0,3,3,7,0,0,0,0
SSC70298,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,4,0,4,0,0,0,0,4,0,4,0,0,0,0,3,5,4,0,0,0,0,5,0,5,0,0,0,0,0,0,9,0,0,0,0,3,0,6,0,0,0,0
SSC70299,3,27,3,31,17,0,46,3,15,3,21,0,0,26,26,36,0,58,22,4,88,11,21,3,35,9,0,47,4,12,0,21,13,0,34,3,10,0,13,10,0,17,0,7,0,10,5,3,13,0,0,0,0,4,0,4,0,0,0,0,0,0,0,55,121,11,182,74,11,276,3,16,0,19,3,3,28,15,16,3,31,6,0,45,30,28,3,60,10,3,77,23,26,3,49,13,4,64,13,24,3,33,7,0,45,0,15,0,18,10,3,29,0,5,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,138,11,232,62,12,306,6,41,0,53,22,7,77,16,31,5,57,12,4,70,50,63,4,118,33,8,161,32,46,6,90,26,4,113,11,35,3,52,23,3,78,9,26,0,33,19,4,50,4,16,0,17,10,4,28,0,0,0,0,4,0,4,0,0,0,0
SSC70300,0,4,0,4,3,0,6,4,3,0,7,4,0,9,14,3,0,16,5,0,23,6,0,0,9,3,0,12,4,0,0,4,0,0,6,0,3,0,3,4,0,5,0,4,0,7,0,0,8,0,0,0,0,3,0,6,0,0,0,0,0,0,0,32,19,4,49,20,6,80,0,3,0,3,0,0,3,4,3,6,9,3,0,12,7,0,7,18,4,0,21,8,0,0,9,0,5,16,3,0,0,8,3,3,9,0,5,0,5,0,0,8,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,16,62,14,8,83,0,5,0,5,4,0,11,4,4,7,22,3,0,27,23,3,10,31,11,0,41,15,3,3,20,3,4,25,7,4,0,15,4,3,19,0,6,0,6,3,3,11,3,5,0,8,6,0,14,0,0,0,0,3,0,6,0,0,0,3
