SSC_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
SSC70079,0,0,0,0,4,4,0,0,0,0,11,11,7,0,0,0,43,54,10,0,0,0,14,23,16,0,7,0,4,25,8,4,0,0,0,15,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,50,8,9,0,82,142,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,14,15,6,0,0,0,0,13,3,3,0,0,4,5,8,0,3,0,3,14,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,3,3,0,24,62,0,0,0,0,4,4,0,0,0,0,17,17,9,0,0,0,58,66,20,3,0,0,12,32,16,4,7,0,8,32,20,7,3,0,4,33,12,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,77,9,13,0,107,204
SSC70080,0,0,0,0,105,108,4,0,0,0,121,126,111,3,3,0,131,244,130,6,15,0,71,218,118,13,35,0,46,219,99,4,33,5,12,146,28,3,7,3,3,48,7,0,3,3,0,15,0,0,0,0,0,0,494,35,92,18,497,1128,0,0,0,0,108,108,16,0,0,0,88,108,125,8,8,0,126,260,116,12,22,3,60,222,107,11,21,7,33,187,81,3,26,3,11,122,18,0,19,4,3,47,6,0,10,9,0,20,0,0,0,0,0,0,470,41,113,24,430,1074,0,0,0,0,214,216,19,0,0,0,210,232,229,13,6,0,256,505,248,22,35,4,135,438,230,28,59,4,81,403,175,4,62,9,26,274,42,9,20,11,7,92,15,0,13,14,0,36,0,0,0,0,0,0,962,74,202,47,930,2206
SSC70081,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,7,8,3,3,3,0,6,17,13,3,3,0,9,26,20,0,8,3,0,34,0,0,0,0,0,3,0,0,0,0,0,0,47,11,18,3,23,103,0,0,0,0,3,3,0,0,0,0,6,6,3,0,0,0,8,6,7,0,0,0,0,14,8,0,3,0,6,16,17,0,4,0,0,20,13,5,3,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,46,8,13,3,18,85,0,0,0,0,4,4,0,0,0,0,7,7,3,0,0,0,7,14,10,0,0,0,4,23,13,6,8,0,13,31,31,4,8,0,9,50,32,5,14,3,0,52,0,0,0,0,0,7,0,0,0,0,0,0,88,11,32,5,44,185
SSC70082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,12,18,0,4,0,0,4,17,5,5,0,0,3,14,0,0,0,3,0,3,0,0,0,0,0,0,13,10,10,5,21,57,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,9,4,4,0,0,9,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,3,4,0,6,25,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,3,5,6,0,3,0,12,17,12,3,5,0,4,26,10,5,0,0,3,20,0,0,0,3,0,3,0,0,0,0,0,0,29,11,14,5,22,84
SSC70083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,0,0,0,0,8,10,7,0,8,0,7,18,4,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,3,0,0,0,0,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8,11,7,0,0,0,8,16,9,0,8,0,7,20,7,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,20,3,16,0,22,64
SSC70084,0,0,0,0,90,90,6,0,0,0,125,133,177,6,4,0,223,414,191,11,13,3,69,284,146,4,28,0,32,213,110,8,18,0,6,140,35,0,9,0,3,50,10,0,0,0,0,10,0,0,0,0,0,3,680,34,70,5,553,1336,0,0,0,0,89,89,25,0,0,0,98,117,216,9,6,0,177,413,193,8,20,0,52,272,139,12,31,9,31,218,93,4,22,5,6,133,29,0,9,13,0,55,7,0,3,7,0,16,0,0,0,3,0,0,689,36,95,41,457,1313,0,0,0,0,182,182,30,3,0,0,221,256,391,16,11,0,407,826,384,19,41,3,118,561,282,19,54,9,63,429,204,8,38,9,17,272,64,5,23,18,4,103,10,0,3,7,0,27,0,0,0,3,0,4,1371,67,161,41,1003,2652
SSC70085,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,11
SSC70086,3,0,0,3,84,92,19,0,0,4,19,47,33,3,0,0,22,58,41,0,0,0,15,63,23,0,0,0,21,44,20,0,3,3,7,30,5,0,3,3,0,17,4,0,0,0,0,10,0,0,0,0,0,0,160,6,8,15,171,364,7,0,0,0,48,55,20,3,0,0,22,48,47,0,0,0,21,67,49,4,0,3,19,74,20,0,0,8,3,30,18,0,3,9,0,34,0,0,0,13,0,14,0,0,0,3,0,3,0,0,0,0,0,0,154,10,9,44,116,332,5,0,0,3,130,142,44,3,0,3,46,92,80,3,0,3,45,126,96,4,3,3,39,139,44,0,3,8,26,82,32,0,9,16,10,67,9,0,0,11,0,23,4,0,0,4,0,12,0,0,0,0,0,0,313,14,18,58,288,690
SSC70087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,11
SSC70088,0,0,0,0,90,88,0,0,0,0,71,73,54,3,4,0,170,225,97,7,14,0,77,194,91,10,30,3,62,190,99,7,27,0,46,184,58,5,17,3,12,97,13,0,3,3,0,23,0,0,0,4,0,6,415,34,95,15,527,1082,0,0,0,0,69,72,0,0,0,0,65,63,86,9,0,5,211,307,93,18,9,3,117,241,96,17,32,12,87,235,99,14,46,16,58,234,35,4,31,18,15,103,8,0,4,6,5,28,0,0,0,8,0,7,419,61,121,69,621,1296,3,0,0,0,157,155,3,0,0,0,130,135,138,10,3,6,376,538,185,23,24,5,192,432,187,23,62,16,152,429,200,26,70,16,107,415,99,8,49,19,32,202,23,0,9,15,9,51,3,0,0,12,0,17,835,96,212,87,1155,2379
SSC70089,0,0,0,0,4,4,0,0,0,0,17,17,20,5,3,0,46,70,9,0,3,0,8,22,12,0,0,0,9,17,4,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,5,14,0,80,146,0,0,0,0,4,4,0,0,0,0,14,13,7,0,0,0,10,18,6,0,0,0,4,13,5,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,36,55,0,0,0,0,9,9,3,0,0,0,26,33,22,5,3,0,56,82,14,0,3,0,10,37,13,0,7,0,9,24,4,0,0,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,64,5,19,0,116,197
SSC70090,0,0,0,0,4,4,0,0,0,0,8,8,5,0,0,0,14,16,8,0,0,0,3,10,6,0,12,0,4,26,9,0,0,0,4,11,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,31,0,13,0,43,90,0,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,3,3,8,0,0,3,3,14,4,0,4,0,11,22,9,0,0,0,0,14,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,34,3,3,3,31,74,0,0,0,0,6,6,0,0,0,0,12,19,8,0,0,0,19,22,21,0,0,3,6,31,13,0,13,0,14,44,16,0,3,0,3,23,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,67,3,14,3,67,159
SSC70091,0,0,0,0,14,10,3,0,0,0,12,13,3,0,0,0,13,23,3,0,0,0,12,21,0,0,0,0,6,13,3,0,3,0,8,6,3,0,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,23,0,7,0,72,99,0,0,0,0,16,16,3,0,0,0,6,11,3,0,0,0,25,26,8,0,0,0,19,26,0,0,0,4,12,15,7,0,7,3,7,18,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,8,86,119,0,0,0,0,25,24,6,0,0,0,20,27,8,0,0,0,38,49,8,0,0,0,30,43,3,0,0,4,21,26,9,0,5,3,10,30,5,0,3,3,10,18,3,0,0,0,0,3,0,0,0,0,0,0,41,3,9,11,160,222
SSC70092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70093,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,10,23,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,14,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,6,0,3,0,0,11,0,3,0,0,0,3,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,3,11,37
SSC70094,0,0,0,0,14,18,10,0,0,0,10,18,8,0,0,0,16,19,10,0,0,0,6,16,13,0,4,0,5,24,10,0,0,0,3,21,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,61,3,8,3,51,120,3,0,0,0,13,15,7,0,0,0,17,26,12,0,0,0,9,22,12,0,0,0,3,19,17,0,0,0,0,19,9,0,0,3,0,8,3,0,0,7,0,14,0,0,0,3,0,3,0,0,0,0,0,0,63,4,5,10,41,121,3,0,0,0,26,30,18,0,0,0,21,39,17,0,0,0,23,41,30,0,0,0,8,37,34,0,8,0,6,44,17,0,0,4,3,30,6,0,5,7,0,17,0,0,0,3,0,3,0,0,0,0,0,0,122,5,11,12,93,242
SSC70095,0,0,0,0,7,7,3,0,0,0,6,13,6,0,0,0,3,8,3,0,0,0,0,3,6,0,0,0,3,5,3,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,25,49,0,0,0,0,6,6,3,3,0,0,6,9,0,0,0,0,5,10,9,0,0,0,5,18,3,0,0,0,9,13,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,6,32,65,0,0,0,0,13,13,5,4,0,0,14,23,5,0,0,0,11,19,8,0,0,0,5,21,9,0,0,0,11,18,6,0,0,0,0,13,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,41,10,0,6,54,114
SSC70096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,3,7,3,0,0,0,8,3,0,0,0,7,12,3,0,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,22,3,3,0,10,39,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,3,10,3,0,0,0,3,4,4,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,10,36,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,15,5,0,4,0,3,10,14,3,0,0,0,13,6,0,3,0,7,15,6,0,3,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,42,3,4,0,18,76
SSC70097,0,0,0,0,59,59,0,0,0,0,42,41,50,0,0,0,157,205,87,4,8,4,72,176,133,11,26,0,43,210,93,7,37,3,26,164,85,3,21,11,18,136,39,0,0,17,10,66,14,0,0,8,3,28,497,31,96,42,429,1091,0,0,0,0,49,49,3,0,0,0,36,44,67,4,9,0,152,230,119,0,18,0,64,195,123,11,18,0,35,193,78,9,38,10,19,151,74,0,14,25,10,127,27,3,9,24,4,74,5,0,8,35,0,47,501,27,116,103,370,1112,0,0,0,0,109,109,3,0,0,0,85,84,116,4,9,0,312,435,206,4,27,4,130,371,252,17,43,3,81,402,172,16,80,13,45,319,160,3,38,37,23,260,66,3,16,40,12,142,20,3,8,48,3,79,996,50,209,139,795,2199
SSC70098,0,0,0,0,38,42,3,0,0,0,53,58,72,4,0,0,80,158,86,3,14,0,31,132,59,4,8,0,9,78,29,4,7,3,0,40,12,3,3,4,6,23,9,0,3,4,0,14,3,0,0,3,3,8,270,17,36,14,213,556,0,0,0,0,38,36,8,0,0,0,43,47,85,3,3,0,68,158,90,4,3,0,38,139,44,3,18,3,10,82,17,0,8,0,3,32,13,3,8,3,0,19,7,4,0,7,0,21,3,0,0,6,0,5,269,19,37,17,197,541,3,0,0,0,77,79,14,0,0,0,92,105,156,13,4,0,147,320,176,6,18,0,64,268,108,10,22,3,16,155,44,4,20,4,3,70,19,6,10,3,6,43,11,4,3,12,0,31,4,0,0,7,3,12,537,42,78,33,414,1101
SSC70099,0,0,0,0,8,8,8,0,0,0,3,9,6,0,0,0,10,18,7,0,0,0,4,13,7,0,0,0,5,8,8,0,0,0,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3,3,36,69,0,0,0,0,3,3,3,0,0,0,3,6,13,0,0,0,8,22,5,4,0,0,3,9,11,0,0,0,4,13,5,0,0,0,6,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,4,25,68,0,0,0,0,13,14,10,0,0,0,10,12,20,0,0,0,20,42,6,4,0,0,3,17,12,0,0,0,9,23,14,0,0,3,6,20,0,0,3,0,3,7,0,0,0,3,0,3,0,0,0,0,0,0,67,4,9,7,59,139
SSC70100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,3,9,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,14,4,5,0,14,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,0,7,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,7,21,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,5,11,9,0,0,0,9,17,11,0,3,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,25,4,6,0,16,50
SSC70101,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,10,10,3,0,0,0,3,3,8,0,0,0,0,14,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,19,39,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,6,7,0,3,0,4,7,3,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,11,35,0,0,0,0,8,8,0,0,0,0,3,3,4,0,0,0,17,14,10,0,3,0,8,13,14,0,0,0,3,23,7,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,34,72
SSC70102,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,11,14,12,0,4,0,9,24,3,0,0,0,7,10,3,0,3,0,3,8,3,0,4,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,27,0,7,0,28,69,0,0,0,0,6,6,0,0,0,0,0,0,10,0,0,0,3,15,7,0,0,0,7,12,4,0,6,0,0,14,3,0,0,0,0,5,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,27,0,6,4,22,58,0,0,0,0,11,11,0,0,0,0,0,0,12,0,0,0,13,32,14,0,4,0,21,34,10,0,6,0,8,23,6,0,3,0,3,13,11,0,4,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,59,0,13,3,56,128
SSC70103,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,5,3,0,4,0,8,14,0,0,3,0,9,8,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,26,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,6,4,3,0,4,0,10,17,0,0,3,0,9,9,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,29,44
SSC70104,0,0,0,0,3,3,0,0,0,0,3,4,7,0,0,0,3,9,3,0,0,0,7,5,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,22,34,0,0,0,0,4,4,0,0,0,0,3,4,3,0,0,0,7,6,4,0,0,0,7,4,0,0,0,0,4,3,4,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,20,39,0,0,0,0,8,8,3,0,0,0,6,8,3,0,0,0,10,15,6,0,0,0,9,17,3,0,0,0,3,8,3,0,3,0,0,8,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,3,3,3,39,74
SSC70105,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,25
SSC70106,4,0,0,0,110,116,32,0,0,0,49,87,121,4,6,0,61,195,98,0,3,0,22,127,71,3,4,3,38,117,36,5,0,3,7,60,6,0,0,5,0,14,0,0,0,5,0,4,0,0,0,0,0,0,376,17,19,19,287,715,22,0,0,0,93,115,47,3,0,4,44,94,121,11,8,5,50,196,78,6,8,11,39,142,66,7,5,16,27,124,29,4,11,28,10,88,0,0,4,13,0,23,0,0,0,3,0,3,0,0,0,0,0,0,365,33,35,80,269,788,31,0,0,0,205,233,80,7,3,4,92,179,241,20,18,4,112,393,178,3,11,11,65,271,140,13,6,21,63,243,67,11,12,33,19,142,6,0,5,19,4,36,0,0,0,8,0,13,0,0,0,0,0,0,748,50,54,97,558,1505
SSC70107,5,0,0,0,52,56,19,0,0,0,28,49,53,0,0,3,38,95,36,3,0,0,11,53,15,0,0,0,12,37,17,0,0,0,4,27,5,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,160,3,3,6,143,314,18,0,0,0,27,45,28,0,0,0,19,44,45,0,0,4,33,86,55,0,0,0,23,78,16,3,4,6,9,43,4,0,0,11,13,27,0,0,0,9,0,9,0,0,0,3,0,3,0,0,0,0,0,0,166,4,4,28,127,336,20,0,0,0,80,101,47,0,0,0,44,92,99,0,0,4,72,184,89,3,3,0,34,132,33,5,4,6,22,75,24,0,3,11,11,52,5,0,0,7,3,13,0,0,0,3,0,5,0,0,0,0,0,0,328,7,10,35,265,652
SSC70108,0,0,0,0,5,5,0,0,0,0,14,13,4,0,3,0,9,9,4,0,3,0,8,13,0,0,0,0,5,7,0,0,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,19,0,7,3,32,60,0,0,0,0,3,3,0,0,0,0,12,13,4,0,0,0,4,13,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,24,44,0,0,0,0,9,9,3,0,0,0,25,29,8,0,3,0,9,19,4,0,3,0,10,12,5,0,4,0,5,9,3,0,0,0,3,10,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,31,0,7,3,63,102
SSC70109,0,0,0,0,154,154,10,0,0,0,114,121,129,6,3,0,207,348,184,14,13,0,111,317,169,14,24,3,77,285,120,20,34,5,29,211,59,6,14,6,16,101,22,0,6,3,0,33,3,0,0,6,0,7,699,58,97,16,704,1583,0,0,0,0,113,113,21,0,0,0,107,134,147,9,5,0,222,387,185,13,16,3,110,333,162,14,48,5,104,340,117,12,54,17,26,236,38,3,27,21,14,108,12,0,10,20,4,46,0,0,4,15,0,16,696,64,162,86,708,1711,0,0,0,0,266,266,26,0,0,0,222,251,277,14,9,0,430,741,370,27,28,7,221,654,334,29,72,9,182,627,242,37,90,23,59,447,100,13,35,29,30,202,37,4,19,19,7,84,3,0,4,15,0,20,1395,123,263,101,1414,3296
