SSC_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
SSC70017,3,0,0,0,5,7,9,0,0,0,3,13,8,0,0,0,5,14,12,0,0,0,0,9,3,0,0,0,0,3,5,0,0,3,0,13,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,3,20,73,0,0,0,0,0,3,10,0,0,0,7,20,12,0,0,0,3,16,10,0,0,0,4,15,3,0,0,3,3,10,6,0,0,4,0,12,0,0,0,4,0,8,0,0,0,0,3,0,0,0,0,0,0,0,45,0,5,9,29,89,3,0,0,0,12,15,27,0,0,0,6,34,23,0,0,0,12,33,20,0,0,0,4,29,5,0,0,3,3,14,17,0,0,3,0,25,3,0,0,9,3,15,0,0,0,0,3,0,0,0,0,0,0,0,90,0,7,18,50,161
SSC70018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,9,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,5,19
SSC70019,3,0,0,0,13,9,4,0,0,0,3,7,13,0,0,0,11,18,7,4,0,0,9,28,10,0,0,0,12,20,10,3,0,0,4,17,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,46,5,4,0,45,105,0,0,0,0,11,11,3,0,0,0,3,7,9,4,0,0,17,26,3,0,0,0,13,14,6,0,0,4,3,14,11,3,8,5,4,25,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,39,6,5,10,48,109,3,0,0,0,21,19,4,0,0,0,5,12,21,4,0,0,25,47,15,4,3,0,21,43,12,0,0,4,19,37,18,9,7,5,9,39,5,3,3,4,3,18,0,0,0,0,0,0,0,0,0,0,0,0,81,19,11,12,95,215
SSC70020,0,0,0,0,4,7,4,0,0,0,7,9,12,0,0,0,3,10,10,3,3,0,0,17,6,0,3,0,3,13,5,0,0,0,3,11,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,44,3,7,0,18,72,5,0,0,0,8,8,7,0,0,0,3,9,13,0,0,0,4,25,10,0,0,0,4,11,7,0,0,0,0,9,3,0,0,3,0,8,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,4,15,77,6,0,0,0,9,15,7,0,0,0,6,17,25,3,0,0,7,39,21,3,4,0,3,29,12,0,5,0,3,21,11,0,0,3,3,17,3,0,0,3,0,11,0,0,0,0,0,6,0,0,0,0,0,0,89,9,8,4,38,146
SSC70021,0,0,0,0,5,8,0,0,0,0,18,24,7,0,0,0,19,33,0,0,0,0,10,13,7,3,0,0,3,13,10,0,3,0,0,7,0,0,0,0,3,3,5,0,0,0,0,5,0,0,0,0,0,0,34,7,4,0,59,99,0,0,0,0,6,6,0,0,0,0,12,13,13,0,0,0,7,22,3,0,0,0,10,11,8,0,0,0,4,19,3,0,0,3,0,7,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,35,4,3,6,42,91,0,0,0,0,9,14,6,0,0,0,26,33,21,0,0,0,30,52,4,0,0,0,17,27,17,3,0,0,12,30,12,0,6,3,0,17,0,0,0,4,3,8,5,0,0,0,0,5,0,0,0,0,0,0,63,4,5,6,105,187
SSC70022,0,0,0,0,83,83,3,0,0,0,114,115,103,8,5,0,206,322,147,7,19,0,78,253,121,9,33,0,42,208,74,7,24,3,17,126,21,0,10,5,4,40,11,0,3,0,0,10,0,0,0,0,0,0,484,41,93,11,541,1172,0,0,0,0,92,92,7,0,0,0,118,128,125,12,8,0,157,298,151,14,23,3,98,286,107,18,37,3,45,203,56,10,33,14,7,120,18,0,12,5,0,44,4,0,10,12,0,22,0,0,0,0,0,0,473,59,121,37,509,1202,0,0,0,0,177,177,12,0,0,0,231,240,226,20,14,0,362,626,300,26,38,3,174,542,232,29,71,0,84,411,132,18,58,18,24,250,42,3,22,13,6,85,8,3,10,13,3,39,0,0,0,4,0,4,955,100,217,49,1056,2371
SSC70023,0,0,0,0,15,16,5,0,0,0,6,18,22,0,0,0,11,37,15,3,0,0,3,20,9,0,0,0,6,18,3,0,0,0,3,6,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,59,9,3,3,47,116,0,0,0,0,9,11,12,0,0,0,6,18,33,7,0,3,14,50,4,3,0,0,4,17,11,6,0,4,3,24,0,6,0,0,0,12,3,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,60,17,4,14,36,131,3,0,0,0,21,25,15,0,0,0,13,32,59,8,0,3,25,90,20,8,0,0,6,32,24,6,3,4,9,37,3,8,3,3,3,15,3,0,0,3,6,11,0,0,0,0,0,3,0,0,0,0,0,0,120,30,4,14,79,250
SSC70024,0,0,0,0,18,18,0,0,0,0,13,13,3,0,0,0,20,23,3,0,0,0,14,25,10,8,4,0,27,50,18,0,7,3,7,37,5,4,12,3,9,39,3,0,5,3,0,10,0,0,0,0,0,0,49,15,30,6,108,212,0,0,0,0,9,9,0,0,0,0,9,13,7,0,0,0,20,27,8,5,3,0,17,27,13,0,6,0,17,40,15,8,4,4,12,35,5,0,6,4,0,15,0,0,0,0,0,7,0,0,0,3,0,4,52,16,18,11,96,187,0,0,0,0,32,32,0,0,0,0,28,28,11,0,0,0,41,52,16,5,3,0,32,50,24,7,13,0,48,93,30,5,11,5,20,70,10,4,21,3,12,55,3,0,8,3,3,11,3,0,0,3,0,8,105,23,54,13,206,401
SSC70025,0,0,0,0,64,65,0,0,0,0,92,98,50,3,0,0,134,185,78,0,8,0,41,124,105,0,14,0,15,136,67,3,11,3,3,88,29,0,3,3,0,39,4,0,0,0,0,8,0,0,0,3,0,3,336,7,39,5,359,749,0,0,0,0,52,52,3,0,0,0,48,52,62,0,7,0,84,160,84,0,12,0,23,124,93,8,17,0,10,127,57,8,11,0,6,89,19,0,6,3,0,32,3,0,0,0,0,7,0,0,0,0,0,4,329,19,50,11,226,633,0,0,0,0,117,121,3,0,0,0,137,148,117,4,8,0,219,346,164,0,15,0,59,246,195,12,29,0,30,260,124,12,24,4,10,173,48,4,14,6,3,72,12,0,0,0,0,12,0,0,3,3,0,4,664,25,89,16,583,1381
SSC70026,0,0,0,0,24,24,0,0,0,0,28,28,10,0,0,0,23,40,30,0,3,0,28,57,47,5,8,0,21,82,43,8,5,4,11,68,32,0,4,0,0,37,4,0,0,5,0,15,3,0,0,0,0,3,161,17,25,9,139,363,0,0,0,0,22,22,3,0,0,0,22,28,13,0,0,0,18,35,34,0,0,0,23,57,41,3,14,0,10,67,36,5,17,0,3,59,22,0,7,3,0,35,3,0,3,4,0,11,3,0,0,0,0,4,159,8,40,13,95,316,0,0,0,0,47,47,3,0,0,0,50,56,25,0,3,0,44,73,64,3,6,0,43,116,84,10,24,0,29,150,74,11,24,4,9,122,50,3,9,8,3,72,11,0,4,9,0,22,5,0,0,0,0,4,322,27,67,15,242,675
SSC70027,0,0,0,0,76,76,4,0,0,0,95,103,120,3,5,0,149,275,152,5,14,0,28,200,82,4,15,0,12,113,32,3,9,0,9,52,14,0,4,0,0,17,11,0,4,0,0,12,0,0,0,0,0,4,409,13,44,0,371,844,0,0,0,0,61,63,7,0,0,0,100,112,147,5,10,0,125,293,143,4,17,0,30,198,44,3,19,0,12,84,23,3,19,4,13,58,11,3,7,12,0,33,6,0,0,13,0,23,0,0,0,0,0,0,396,27,61,31,344,860,0,0,0,0,133,136,15,3,0,0,196,214,263,14,15,0,271,562,295,13,23,0,54,395,125,8,38,0,26,200,60,4,19,4,18,108,31,3,9,8,0,53,20,0,4,13,0,29,3,0,0,0,0,3,813,42,107,31,711,1696
SSC70028,0,0,0,0,12,12,0,0,0,0,8,8,3,0,0,0,12,16,0,0,0,0,14,15,5,0,0,0,6,12,0,0,0,0,4,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,60,77,0,0,0,0,3,3,0,0,0,0,10,10,3,0,0,0,10,13,0,0,0,0,9,10,4,0,0,0,10,9,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,43,59,0,0,0,0,20,20,0,0,0,0,20,20,12,0,0,0,21,24,3,0,0,0,19,23,7,0,0,0,14,23,0,0,0,0,11,15,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,6,105,131
SSC70029,0,0,0,0,59,59,6,0,0,0,23,27,18,0,0,0,20,43,21,0,0,0,20,43,23,0,14,0,21,58,35,5,4,0,9,56,23,3,10,3,3,33,3,0,3,0,0,5,0,0,0,0,0,0,124,12,37,3,153,334,0,0,0,0,54,58,8,0,0,0,21,21,28,0,0,0,15,42,18,4,5,0,19,41,26,0,5,4,17,51,21,0,3,4,10,41,12,7,3,0,0,24,3,0,0,0,0,4,0,0,0,0,0,0,107,12,24,13,131,280,0,0,0,0,118,116,8,0,0,0,43,52,43,0,0,0,36,89,37,6,11,0,35,81,49,4,18,4,35,108,58,6,9,4,16,98,30,7,16,3,3,61,4,0,3,0,0,9,0,0,0,0,0,3,233,24,59,13,285,618
SSC70030,0,0,0,0,31,31,0,0,0,0,18,18,13,0,0,0,51,64,32,5,4,0,27,67,33,0,11,0,21,61,34,0,16,0,18,68,18,4,5,0,4,27,0,0,0,0,0,7,0,0,0,0,0,0,131,11,36,3,157,335,0,0,0,0,25,25,4,0,0,0,24,31,20,0,0,0,23,44,30,0,3,0,34,69,38,0,10,0,9,54,23,0,9,4,9,41,17,3,0,0,0,24,0,0,0,3,0,3,0,0,0,0,0,0,131,8,16,8,124,290,0,0,0,0,51,51,7,0,0,0,37,44,32,3,3,0,72,109,65,3,7,0,63,134,64,0,19,0,28,115,52,3,19,3,26,110,33,7,5,4,4,53,7,0,0,3,0,10,0,0,0,0,0,3,256,22,51,16,283,630
SSC70031,0,0,0,0,17,18,25,0,0,0,9,31,37,3,0,0,8,44,23,3,0,0,4,29,21,0,0,0,0,22,12,0,4,0,0,16,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,119,8,6,3,38,174,6,0,0,0,19,26,24,0,0,0,7,30,38,10,0,0,3,49,23,3,0,0,0,27,24,4,3,0,0,34,4,3,0,4,0,12,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,118,25,7,12,38,189,13,0,0,0,40,45,43,0,0,0,17,60,68,10,0,0,10,96,47,8,0,0,6,64,42,8,3,0,3,56,16,4,5,5,0,27,5,3,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,235,30,12,15,73,361
SSC70032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC70033,0,0,0,0,13,13,0,0,0,0,4,9,5,0,0,0,6,21,3,3,0,0,4,12,7,0,3,0,0,10,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,9,3,0,28,62,0,0,0,0,6,11,0,0,0,0,0,3,6,3,0,0,5,20,7,0,3,0,3,15,4,0,0,4,3,14,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,28,6,3,8,25,70,0,0,0,0,19,17,5,0,0,0,3,12,13,3,0,0,16,35,7,5,3,0,7,25,12,0,0,4,3,21,8,0,0,0,4,10,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,3,3,55,13,11,4,53,131
SSC70034,0,0,0,0,3,3,0,0,0,0,6,6,6,0,0,0,4,15,3,0,0,0,4,7,0,3,0,0,0,5,4,3,3,0,3,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,4,4,3,20,46,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,3,8,0,0,0,0,3,3,3,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,3,12,30,0,0,0,0,6,6,0,0,0,0,9,9,8,0,0,0,8,19,4,0,0,0,6,14,4,3,3,0,0,10,4,3,6,3,3,18,3,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,27,4,9,5,31,75
SSC70035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,5,0,0,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,16,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,4,7,3,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,11,28
SSC70037,0,0,0,0,46,46,0,0,0,0,31,32,8,0,4,0,57,71,3,0,0,0,49,54,12,0,3,0,36,45,15,4,3,0,18,40,5,0,3,0,6,18,3,0,0,0,5,9,0,0,0,0,0,0,49,3,16,3,249,329,0,0,0,0,33,36,3,0,0,0,35,37,13,0,0,0,49,59,3,0,3,0,49,59,13,4,0,0,37,52,10,0,5,3,10,31,3,0,3,3,10,15,0,0,0,0,5,3,0,0,0,0,0,0,46,4,8,10,226,294,0,0,0,0,78,79,4,0,0,0,67,70,23,0,4,0,107,132,10,0,7,0,100,113,23,5,5,0,68,99,24,4,9,3,30,71,9,0,6,4,15,40,3,0,0,0,13,16,0,0,0,0,0,0,97,10,27,9,476,621
SSC70038,0,0,0,0,7,7,0,0,0,0,9,9,3,0,0,0,3,9,3,0,0,0,0,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,37,0,3,0,0,9,13,0,0,0,0,8,8,0,0,0,0,5,7,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,21,33,0,3,0,0,10,11,0,0,0,0,14,14,5,0,0,0,8,14,3,0,0,0,0,6,13,0,0,0,4,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,4,3,0,35,66
SSC70039,0,0,0,0,103,103,4,0,0,0,96,102,79,6,0,0,157,244,106,3,11,0,74,194,129,9,26,0,55,219,139,7,31,7,31,205,61,7,13,3,10,100,17,0,9,3,3,32,3,0,3,0,0,11,541,35,92,19,523,1206,0,0,0,0,109,108,9,0,0,0,80,94,106,7,0,0,157,265,114,14,15,3,79,224,141,10,32,11,54,251,136,3,36,14,23,215,43,9,15,15,9,93,13,0,6,7,0,27,0,0,3,13,0,12,557,36,111,70,516,1295,0,0,0,0,208,213,17,0,0,0,180,193,181,16,4,0,312,511,224,17,27,3,146,422,268,16,56,12,109,469,274,5,61,22,53,421,106,15,32,22,25,193,29,0,15,15,5,60,6,0,3,9,0,20,1102,71,199,86,1038,2504
SSC70040,0,0,0,0,36,36,3,0,0,0,103,101,49,0,0,0,119,164,58,0,3,0,27,83,29,4,9,0,14,57,51,0,7,0,15,71,31,3,9,3,3,43,6,0,0,0,0,13,0,0,0,0,0,3,231,6,24,6,314,583,5,0,0,0,35,41,0,0,0,0,44,48,54,0,8,0,89,151,50,0,0,0,17,71,38,0,9,0,9,62,48,3,12,4,14,82,24,3,4,8,4,37,6,0,4,13,0,20,0,0,0,0,0,3,219,12,41,33,211,509,5,0,0,0,74,76,6,0,0,0,146,151,97,0,8,0,210,317,107,0,6,0,40,152,66,4,22,0,29,115,100,5,20,4,22,155,53,9,7,10,7,84,16,0,4,15,0,32,0,0,0,3,3,3,450,12,66,33,528,1086
SSC70041,0,0,0,0,4,4,0,0,0,0,5,5,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,20,28,0,0,0,0,7,7,0,0,0,0,7,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,17,0,0,0,0,5,5,0,0,0,0,15,14,4,0,0,0,5,15,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,32,46
SSC70042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70043,0,0,0,0,7,8,3,0,0,0,3,9,27,9,0,0,9,41,10,0,0,3,3,18,17,0,0,0,5,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,60,11,0,3,24,106,0,0,0,0,8,7,6,0,0,0,0,7,19,0,3,0,0,30,14,0,0,0,3,11,12,3,0,0,3,19,6,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,63,3,3,6,16,86,3,0,0,0,15,16,8,0,0,0,3,14,48,12,6,0,12,68,21,0,0,3,5,29,29,3,0,0,7,38,10,0,0,3,0,16,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,127,15,3,9,44,195
SSC70044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,0,3,3,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,8,30
SSC70045,0,0,0,0,9,8,27,0,0,0,24,49,9,0,0,0,4,10,5,0,0,0,5,8,7,0,4,0,3,10,0,0,0,3,0,10,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,55,3,4,0,45,110,6,0,0,0,12,18,12,0,0,0,18,29,9,0,0,0,4,16,8,0,0,0,3,14,3,0,0,0,4,10,7,0,0,0,3,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,3,48,102,13,0,0,0,18,30,37,0,0,0,40,78,15,0,0,0,6,25,15,0,0,0,7,22,9,0,4,0,4,25,13,0,0,3,3,15,4,0,0,3,0,8,3,0,0,0,0,4,0,0,0,0,0,0,107,3,4,5,94,212
SSC70046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,3,0,0,0,7,11,7,0,4,0,3,11,7,3,4,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,17,3,11,0,16,47,0,0,0,0,7,7,0,0,0,0,3,3,4,0,0,0,0,4,3,0,0,0,0,7,3,0,0,0,0,10,6,0,0,0,0,8,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,12,42,0,0,0,0,6,6,0,0,0,0,3,3,4,0,0,0,0,4,3,0,0,0,5,13,12,0,0,0,6,17,8,0,4,0,6,25,12,3,9,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,33,3,19,0,25,85
SSC70047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
