SSC_CODE_2016,M_Neg_Nil_income_15_19_yrs,M_Neg_Nil_income_20_24_yrs,M_Neg_Nil_income_25_34_yrs,M_Neg_Nil_income_35_44_yrs,M_Neg_Nil_income_45_54_yrs,M_Neg_Nil_income_55_64_yrs,M_Neg_Nil_income_65_74_yrs,M_Neg_Nil_income_75_84_yrs,M_Negtve_Nil_incme_85_yrs_ovr,M_Neg_Nil_income_Tot,M_1_149_15_19_yrs,M_1_149_20_24_yrs,M_1_149_25_34_yrs,M_1_149_35_44_yrs,M_1_149_45_54_yrs,M_1_149_55_64_yrs,M_1_149_65_74_yrs,M_1_149_75_84_yrs,M_1_149_85ov,M_1_149_Tot,M_150_299_15_19_yrs,M_150_299_20_24_yrs,M_150_299_25_34_yrs,M_150_299_35_44_yrs,M_150_299_45_54_yrs,M_150_299_55_64_yrs,M_150_299_65_74_yrs,M_150_299_75_84_yrs,M_150_299_85ov,M_150_299_Tot,M_300_399_15_19_yrs,M_300_399_20_24_yrs,M_300_399_25_34_yrs,M_300_399_35_44_yrs,M_300_399_45_54_yrs,M_300_399_55_64_yrs,M_300_399_65_74_yrs,M_300_399_75_84_yrs,M_300_399_85ov,M_300_399_Tot,M_400_499_15_19_yrs,M_400_499_20_24_yrs,M_400_499_25_34_yrs,M_400_499_35_44_yrs,M_400_499_45_54_yrs,M_400_499_55_64_yrs,M_400_499_65_74_yrs,M_400_499_75_84_yrs,M_400_499_85ov,M_400_499_Tot,M_500_649_15_19_yrs,M_500_649_20_24_yrs,M_500_649_25_34_yrs,M_500_649_35_44_yrs,M_500_649_45_54_yrs,M_500_649_55_64_yrs,M_500_649_65_74_yrs,M_500_649_75_84_yrs,M_500_649_85ov,M_500_649_Tot,M_650_799_15_19_yrs,M_650_799_20_24_yrs,M_650_799_25_34_yrs,M_650_799_35_44_yrs,M_650_799_45_54_yrs,M_650_799_55_64_yrs,M_650_799_65_74_yrs,M_650_799_75_84_yrs,M_650_799_85ov,M_650_799_Tot,M_800_999_15_19_yrs,M_800_999_20_24_yrs,M_800_999_25_34_yrs,M_800_999_35_44_yrs,M_800_999_45_54_yrs,M_800_999_55_64_yrs,M_800_999_65_74_yrs,M_800_999_75_84_yrs,M_800_999_85ov,M_800_999_Tot,M_1000_1249_15_19_yrs,M_1000_1249_20_24_yrs,M_1000_1249_25_34_yrs,M_1000_1249_35_44_yrs,M_1000_1249_45_54_yrs,M_1000_1249_55_64_yrs,M_1000_1249_65_74_yrs,M_1000_1249_75_84_yrs,M_1000_1249_85ov,M_1000_1249_Tot,M_1250_1499_15_19_yrs,M_1250_1499_20_24_yrs,M_1250_1499_25_34_yrs,M_1250_1499_35_44_yrs,M_1250_1499_45_54_yrs,M_1250_1499_55_64_yrs,M_1250_1499_65_74_yrs,M_1250_1499_75_84_yrs,M_1250_1499_85ov,M_1250_1499_Tot,M_1500_1749_15_19_yrs,M_1500_1749_20_24_yrs,M_1500_1749_25_34_yrs,M_1500_1749_35_44_yrs,M_1500_1749_45_54_yrs,M_1500_1749_55_64_yrs,M_1500_1749_65_74_yrs,M_1500_1749_75_84_yrs,M_1500_1749_85ov,M_1500_1749_Tot,M_1750_1999_15_19_yrs,M_1750_1999_20_24_yrs,M_1750_1999_25_34_yrs,M_1750_1999_35_44_yrs,M_1750_1999_45_54_yrs,M_1750_1999_55_64_yrs,M_1750_1999_65_74_yrs,M_1750_1999_75_84_yrs,M_1750_1999_85ov,M_1750_1999_Tot,M_2000_2999_15_19_yrs,M_2000_2999_20_24_yrs,M_2000_2999_25_34_yrs,M_2000_2999_35_44_yrs,M_2000_2999_45_54_yrs,M_2000_2999_55_64_yrs,M_2000_2999_65_74_yrs,M_2000_2999_75_84_yrs,M_2000_2999_85ov,M_2000_2999_Tot,M_3000_more_15_19_yrs,M_3000_more_20_24_yrs,M_3000_more_25_34_yrs,M_3000_more_35_44_yrs,M_3000_more_45_54_yrs,M_3000_more_55_64_yrs,M_3000_more_65_74_yrs,M_3000_more_75_84_yrs,M_3000_more_85ov,M_3000_more_Tot,M_PI_NS_15_19_yrs,M_PI_NS_ns_20_24_yrs,M_PI_NS_ns_25_34_yrs,M_PI_NS_ns_35_44_yrs,M_PI_NS_ns_45_54_yrs,M_PI_NS_ns_55_64_yrs,M_PI_NS_ns_65_74_yrs,M_PI_NS_ns_75_84_yrs,M_PI_NS_ns_85_yrs_ovr,M_PI_NS_ns_Tot,M_Tot_15_19_yrs,M_Tot_20_24_yrs,M_Tot_25_34_yrs,M_Tot_35_44_yrs,M_Tot_45_54_yrs,M_Tot_55_64_yrs,M_Tot_65_74_yrs,M_Tot_75_84_yrs,M_Tot_85ov,M_Tot_Tot,F_Neg_Nil_income_15_19_yrs,F_Neg_Nil_income_20_24_yrs,F_Neg_Nil_income_25_34_yrs,F_Neg_Nil_income_35_44_yrs,F_Neg_Nil_income_45_54_yrs,F_Neg_Nil_income_55_64_yrs,F_Neg_Nil_income_65_74_yrs,F_Neg_Nil_income_75_84_yrs,F_Neg_Nil_incme_85_yrs_ovr,F_Neg_Nil_income_Tot,F_1_149_15_19_yrs,F_1_149_20_24_yrs,F_1_149_25_34_yrs,F_1_149_35_44_yrs,F_1_149_45_54_yrs,F_1_149_55_64_yrs,F_1_149_65_74_yrs,F_1_149_75_84_yrs,F_1_149_85ov,F_1_149_Tot,F_150_299_15_19_yrs,F_150_299_20_24_yrs,F_150_299_25_34_yrs,F_150_299_35_44_yrs,F_150_299_45_54_yrs,F_150_299_55_64_yrs,F_150_299_65_74_yrs,F_150_299_75_84_yrs,F_150_299_85ov,F_150_299_Tot,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot
SSC70166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,4,0,0,0,7,0,0,5,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,9,16,11,11,11,3,0,0,64,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC70167,33,6,9,0,4,6,3,0,0,57,12,3,0,0,0,3,3,0,0,28,4,6,8,6,4,0,4,3,0,41,0,4,5,6,3,0,6,3,3,27,0,0,5,0,3,3,6,4,0,32,0,4,3,3,0,3,3,3,0,26,3,10,6,7,3,5,3,0,0,36,0,0,8,10,8,3,0,0,0,29,0,3,21,10,11,7,7,0,0,52,0,0,22,10,12,11,3,0,0,63,0,0,12,14,12,13,0,0,0,47,0,0,7,12,8,10,0,0,0,39,0,0,12,12,20,13,4,0,0,68,0,0,9,9,15,8,0,0,0,42,14,13,31,21,15,9,9,9,0,110,69,50,149,126,129,85,56,30,3,696,18,0,14,5,7,4,3,0,0,51,14,5,0,3,0,0,0,0,0,24,11,7,12,7,9,4,10,3,0,61,0,10,15,9,11,4,9,3,0,66
SSC70168,34,3,0,0,3,3,0,0,0,52,13,4,0,3,0,0,0,0,0,21,5,4,3,0,0,0,3,0,0,13,3,3,0,0,0,0,0,3,0,11,3,3,0,0,0,0,0,6,0,6,0,3,0,0,5,0,0,0,0,10,3,4,3,4,0,0,3,0,0,14,8,5,16,3,8,0,4,0,0,45,3,12,31,6,9,9,3,0,0,70,0,8,37,20,12,0,0,0,0,80,0,4,31,27,22,8,0,0,0,95,0,0,32,36,24,4,0,0,0,99,0,0,27,52,28,12,4,0,0,133,0,0,10,40,23,8,0,0,0,87,9,0,16,15,11,3,0,0,0,61,81,70,204,214,147,50,24,6,0,795,38,7,26,20,11,12,5,0,0,117,13,0,5,3,4,0,0,0,0,36,3,7,14,4,0,3,0,0,0,34,8,0,7,3,5,0,4,4,0,33
SSC70169,42,8,8,6,3,7,7,0,0,77,13,3,5,0,0,4,3,0,0,32,9,12,3,4,8,6,8,3,0,51,4,4,9,9,3,11,13,7,0,57,3,4,3,8,9,7,13,3,3,50,9,7,8,7,8,15,0,5,0,62,0,5,10,14,5,12,10,5,0,68,4,7,23,20,11,15,3,0,0,92,0,8,27,31,26,25,7,0,0,126,0,3,22,28,19,20,6,0,0,99,0,0,22,18,17,15,3,0,0,82,0,0,9,20,25,8,0,0,0,66,0,0,34,29,32,22,0,0,0,106,0,0,7,12,8,9,3,0,0,42,16,12,33,29,19,21,15,3,3,143,99,69,226,219,189,199,105,25,11,1148,46,15,26,22,12,16,7,3,0,138,12,7,7,8,0,7,3,0,0,39,15,7,13,11,12,5,3,3,0,70,5,3,11,12,18,15,13,10,0,91
SSC70170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70172,27,3,0,3,0,0,0,0,0,44,15,23,49,27,26,0,0,0,0,151,13,51,82,54,48,28,4,0,0,282,0,0,15,8,9,4,0,0,0,39,0,7,5,3,3,0,0,0,0,24,3,5,11,10,3,0,0,0,0,41,0,3,3,6,6,7,0,0,0,24,0,3,8,7,3,3,0,0,0,17,3,3,3,0,3,0,0,0,0,20,0,0,5,3,5,4,0,0,0,13,0,0,3,7,3,0,0,0,0,16,0,0,0,3,3,0,0,0,0,13,0,0,5,4,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,20,14,26,90,12,11,0,0,0,170,87,116,222,224,119,71,16,4,0,865,16,3,3,0,0,0,0,0,0,25,20,19,28,17,17,13,0,0,0,111,30,61,92,64,43,32,3,3,0,315,3,11,23,10,7,10,4,3,0,66
SSC70173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,10,4,10,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4
SSC70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70176,5,0,3,0,0,3,0,0,0,11,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,3,0,0,0,13,0,5,4,3,3,3,0,0,0,15,0,4,4,7,3,7,3,0,0,23,0,0,7,6,13,9,0,0,0,34,0,0,0,5,13,6,0,0,0,27,0,0,3,6,14,3,0,0,0,31,0,0,5,17,17,10,0,0,0,50,0,0,3,8,13,0,0,0,0,26,3,3,7,4,4,3,4,0,0,28,16,28,34,65,79,54,18,4,0,293,6,0,8,3,0,3,0,0,0,22,9,0,3,0,0,0,0,0,0,13,3,0,3,0,0,0,0,3,0,11,0,0,0,3,3,3,0,0,0,11
SSC70177,13,3,0,0,0,5,0,0,0,24,0,0,0,0,0,3,3,0,0,3,0,0,0,0,7,7,3,0,0,13,3,0,0,0,3,0,9,0,0,16,0,0,0,3,3,4,4,3,0,21,0,0,0,0,0,0,0,0,0,11,0,0,3,0,3,3,0,0,0,12,0,3,0,5,0,4,0,0,0,17,0,0,0,3,6,6,0,0,0,13,0,3,3,3,3,3,0,0,0,14,0,0,4,4,8,3,0,0,0,15,0,0,0,5,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,5,3,6,7,7,14,9,3,4,0,53,19,15,27,42,57,49,18,12,0,242,8,0,5,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,6,0,0,9,0,0,0,0,3,0,0,0,0,8
SSC70178,18,5,3,0,4,8,3,0,0,45,11,0,0,0,4,0,4,0,0,20,0,3,0,0,0,4,3,4,0,21,3,3,0,0,0,3,11,0,0,20,0,4,0,0,0,0,3,5,0,16,0,0,3,0,0,9,5,3,0,22,3,3,5,3,3,5,14,4,0,46,0,9,14,11,7,15,5,0,0,51,0,9,22,16,14,19,5,3,0,81,0,3,22,6,8,7,3,0,0,53,0,0,11,14,13,15,0,0,0,60,0,0,3,12,7,11,0,0,0,34,0,3,9,22,24,19,5,0,0,77,0,0,11,17,21,18,6,0,0,69,10,15,25,19,22,15,6,0,0,114,49,57,129,112,121,144,76,21,7,719,14,7,3,3,4,9,0,0,0,40,9,0,0,3,0,5,0,0,0,15,3,0,4,0,3,5,8,0,0,19,3,0,3,7,0,5,13,8,0,33
SSC70179,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,4,7,5,5,0,0,23,0,0,0,3,6,5,3,3,0,18,0,0,0,0,3,3,6,3,0,12,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,3,0,0,7,0,7,3,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,8,5,5,5,11,4,0,0,42,3,18,17,28,32,35,26,10,0,170,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,0,5,3,0,3,0,26,0,0,0,3,3,3,4,0,0,15
SSC70180,3,3,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,10,0,4,3,3,3,0,0,3,0,17,3,0,5,0,0,4,8,0,0,21,0,0,0,0,3,0,3,0,0,9,0,0,0,0,3,0,5,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,6,0,4,3,0,0,0,12,0,0,4,8,3,0,0,0,0,12,0,0,5,10,5,3,0,0,0,30,0,0,0,0,3,0,0,0,0,5,4,3,0,4,5,4,0,0,0,23,12,15,28,28,37,22,17,3,0,171,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,8,0,3,0,7,5,0,0,25,0,0,3,0,5,3,3,0,0,19
SSC70181,14,3,0,0,0,4,0,3,0,26,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,9,0,0,0,0,4,0,4,4,0,12,6,0,0,0,0,3,4,3,0,17,4,0,3,0,0,3,3,0,0,11,0,0,3,3,3,9,3,0,0,16,0,0,0,9,3,8,3,0,0,15,0,3,10,4,8,3,0,0,0,29,0,4,4,6,7,3,3,0,0,26,0,0,3,8,10,9,0,0,0,29,0,0,7,9,3,0,0,0,0,21,0,0,0,13,12,6,0,3,0,32,0,0,0,11,7,0,3,0,0,20,0,0,4,13,4,9,10,7,0,51,32,22,35,71,54,55,38,17,0,322,6,3,0,4,3,3,4,0,0,30,5,0,5,0,0,0,0,0,0,15,3,0,4,0,0,3,3,0,0,13,0,0,0,3,0,3,3,0,0,12
SSC70182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,16,3,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC70183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,3,6,3,3,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70185,11,0,0,0,0,0,0,0,0,21,0,4,0,7,3,0,0,0,0,18,3,10,6,10,9,6,0,0,0,46,0,0,0,9,5,7,0,0,0,21,0,0,3,0,0,0,0,0,0,8,0,0,3,7,3,3,0,0,0,13,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,23,24,34,30,20,3,0,0,146,11,0,0,0,0,0,0,0,0,16,3,5,3,0,3,3,0,0,0,19,3,7,17,8,10,5,3,0,0,44,0,3,0,4,6,3,0,0,0,23
SSC70186,31,15,6,0,0,0,0,0,0,58,24,14,21,12,6,9,0,0,0,93,5,22,42,35,31,11,0,0,0,154,0,9,9,12,7,5,9,0,0,50,0,3,7,3,3,0,3,0,0,23,0,0,8,4,0,4,0,0,0,22,0,0,7,3,3,3,0,0,0,11,0,0,0,3,3,0,0,0,0,4,0,0,3,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,3,7,4,0,0,0,0,0,25,73,59,111,91,68,35,12,0,0,460,18,0,0,3,0,0,0,0,0,19,11,11,16,12,9,0,0,0,0,59,13,21,48,52,24,13,9,0,0,174,0,4,12,8,8,12,4,3,0,57
SSC70187,23,6,0,4,3,3,3,0,0,51,11,3,3,3,0,0,3,0,0,22,6,7,9,7,0,8,3,8,0,50,5,4,3,4,7,3,6,9,0,49,0,5,9,3,3,0,7,3,0,37,7,4,16,13,12,10,11,3,0,73,3,4,14,13,10,15,8,3,0,64,3,12,34,35,17,10,3,3,0,124,0,11,39,24,20,20,8,3,0,125,0,3,27,30,14,7,3,0,0,89,0,0,26,18,25,15,3,0,0,77,0,0,17,15,20,7,3,0,0,60,0,0,40,21,12,15,0,0,0,84,0,0,7,5,3,4,3,0,0,29,12,14,36,20,21,15,5,5,0,133,68,74,276,206,177,131,75,48,3,1056,18,8,17,6,6,18,3,0,0,92,11,0,9,7,0,0,0,3,0,33,7,3,6,7,5,10,12,6,3,51,6,5,15,8,8,4,15,10,3,73
SSC70188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,11,10,4,7,0,0,55,3,12,8,11,10,4,7,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70189,10,0,0,0,0,0,0,0,0,14,0,4,9,3,0,3,0,0,0,24,3,15,30,6,3,4,0,0,0,67,0,0,3,3,5,0,4,0,0,17,0,0,3,0,3,0,0,0,0,8,0,3,5,9,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,3,0,4,0,0,0,28,31,22,59,28,17,21,10,0,0,188,4,0,0,0,0,0,0,0,0,7,5,3,3,4,5,0,0,0,0,15,3,13,15,9,8,9,0,0,0,56,0,3,11,0,0,0,0,0,0,24
SSC70190,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,3,18,0,5,3,4,0,0,34,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,5,0,5,4,3,0,0,0,0,0,10,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,13,7,21,11,13,6,11,0,0,83,5,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,6,3,7,8,9,6,4,0,0,0,35,0,0,3,0,0,4,0,0,0,10
SSC70191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70192,31,5,3,0,3,5,9,0,0,53,26,0,0,0,0,3,0,0,0,31,4,3,0,4,3,7,13,0,0,33,3,4,5,4,0,3,11,3,3,41,0,6,4,3,3,5,9,3,0,32,8,6,3,3,3,4,6,0,0,32,7,6,10,7,4,7,10,0,0,40,3,10,13,13,16,11,0,5,0,67,0,6,21,22,13,13,7,3,0,84,0,3,14,14,16,11,0,5,0,66,0,0,15,11,9,10,3,0,0,50,0,0,8,15,8,16,0,0,0,51,0,0,13,30,22,11,0,0,0,80,0,0,4,8,4,6,0,0,0,26,13,3,10,17,22,8,17,8,0,104,91,52,127,161,136,121,85,34,3,804,29,3,12,9,7,7,3,0,0,72,14,3,3,3,3,0,0,0,0,34,5,3,3,3,9,5,7,0,0,45,3,7,8,3,5,6,11,3,0,49
