SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC70072,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,6,12,0,..,4,12
SSC70073,31,77,0,4,0,0,0,4,42,103,200,387,2035,4267,0,0,2279,4760,0,0,6,9,0,0,4,3,9,11,19,23,2332,4873,611,..,2943,4873
SSC70074,229,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,3,14,4,7,233,610,19,..,255,610
SSC70075,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,0,5
SSC70076,33,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,3,0,0,11,19,0,0,47,147,19,..,64,147
SSC70077,8,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,22,12,..,24,22
SSC70078,307,884,119,243,45,61,158,303,10,24,0,0,0,0,0,0,10,24,0,0,0,0,0,0,30,75,30,75,0,0,512,1285,66,..,583,1285
SSC70079,37,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,4,9,15,0,4,46,106,14,..,65,106
SSC70080,609,1888,44,84,9,13,46,94,175,405,31,76,44,94,0,3,244,588,0,4,0,0,0,0,0,0,0,4,3,4,905,2570,107,..,1019,2570
SSC70081,95,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,202,73,..,176,202
SSC70082,43,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,70,16,..,68,70
SSC70083,31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,7,0,0,34,68,15,..,55,68
SSC70084,1076,3223,20,37,0,0,15,40,17,37,0,0,0,0,0,0,17,37,0,5,0,0,0,0,0,0,0,5,0,0,1113,3302,111,..,1224,3302
SSC70085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC70086,122,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,23,0,0,4,30,0,0,126,791,104,..,233,791
SSC70087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,3,3,14,0,..,3,14
SSC70088,627,1737,206,382,77,172,285,555,43,81,0,0,0,0,0,3,43,87,0,0,0,0,0,0,60,113,60,113,3,6,1022,2502,157,..,1176,2502
SSC70089,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,21,54,41,..,66,54
SSC70090,33,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,36,81,9,..,39,81
SSC70091,59,277,3,18,0,0,3,18,3,8,0,0,0,0,0,0,3,8,7,16,0,0,0,0,0,0,9,17,0,0,73,319,15,..,88,319
SSC70092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC70093,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,11,0,0,13,30,0,..,13,30
SSC70094,50,236,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,5,4,6,12,3,10,63,270,8,..,73,270
SSC70095,27,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,153,8,..,35,153
SSC70096,24,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,73,13,..,44,73
SSC70097,404,1194,82,141,387,876,465,1018,18,34,9,14,23,41,0,0,53,88,3,4,9,13,0,0,0,0,7,18,11,17,951,2331,130,..,1081,2331
SSC70098,355,1150,66,154,9,31,78,184,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,435,1340,85,..,515,1340
SSC70099,45,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,4,0,0,42,171,9,..,56,171
SSC70100,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,8,0,0,0,0,6,18,0,0,22,47,3,..,27,47
SSC70101,25,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,73,0,..,25,73
SSC70102,44,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,48,142,6,..,55,142
SSC70103,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC70104,28,102,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,112,8,..,37,112
SSC70105,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,15,0,..,4,15
SSC70106,264,1948,39,141,0,8,36,142,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,305,2108,65,..,369,2108
SSC70107,115,859,10,36,0,0,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,897,19,..,144,897
SSC70108,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,39,27,..,45,39
SSC70109,941,2735,72,169,203,464,270,626,52,85,7,14,0,0,0,0,55,100,0,0,0,0,0,0,83,222,81,227,5,9,1355,3700,205,..,1565,3700
SSC70110,486,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,3,6,6,21,0,0,495,1536,43,..,531,1536
SSC70111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC70112,650,2023,8,21,3,3,13,24,452,834,0,0,0,0,0,0,452,834,0,0,0,0,0,0,0,0,3,3,3,5,1117,2893,145,..,1264,2893
SSC70113,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,3,0,0,9,12,0,0,14,64,7,..,24,64
SSC70114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC70115,168,920,11,62,0,0,11,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,186,997,41,..,225,997
SSC70116,804,2409,0,3,9,28,11,29,3,14,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,3,0,3,0,0,830,2463,86,..,917,2463
SSC70117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,..,3,4
SSC70118,37,234,5,25,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,3,15,0,0,44,270,7,..,48,270
SSC70119,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,..,14,10
SSC70120,23,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,126,0,..,25,126
SSC70121,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,10,0,3,17,35,11,..,31,35
SSC70122,23,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,125,18,..,46,125
SSC70123,495,1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,14,28,0,0,22,44,0,5,521,1595,34,..,554,1595
SSC70124,91,459,15,43,0,0,15,43,9,17,0,0,0,0,0,0,9,17,5,13,0,0,0,0,0,0,4,11,0,0,119,534,6,..,131,534
SSC70125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC70126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC70127,30,79,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,92,0,0,0,0,0,0,33,91,0,3,64,175,0,..,67,175
SSC70128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC70129,916,2674,5,13,0,0,5,13,9,9,0,0,0,0,0,0,9,9,54,123,8,27,7,13,0,0,68,165,21,56,1012,2915,46,..,1059,2915
SSC70130,56,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,7,10,0,0,9,22,0,0,65,186,10,..,76,186
SSC70131,17,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,61,5,..,24,61
SSC70132,1226,3744,3,10,0,0,3,10,33,64,0,0,0,0,0,0,33,64,18,44,0,0,8,12,3,6,26,61,25,66,1311,3946,114,..,1428,3946
SSC70133,118,370,0,3,0,0,0,3,0,0,0,0,0,0,3,4,3,4,3,3,0,0,0,6,0,0,4,9,3,9,132,392,20,..,145,392
SSC70134,23,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,102,8,..,28,102
SSC70135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC70136,216,669,30,50,11,16,42,69,44,78,0,0,0,0,0,3,48,84,20,33,0,0,0,0,0,0,20,33,3,3,335,851,103,..,436,851
SSC70137,41,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,291,3,..,52,291
SSC70138,533,1593,4,4,0,0,4,4,3,13,5,8,0,0,0,0,9,22,0,0,0,0,0,0,0,3,0,3,4,14,550,1637,46,..,594,1637
SSC70139,370,1251,114,293,105,207,220,505,36,88,0,0,3,12,0,0,38,97,0,0,0,0,0,0,0,0,0,0,0,10,634,1861,67,..,697,1861
SSC70140,42,145,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,19,41,0,0,11,17,0,0,29,58,3,0,73,211,28,..,94,211
SSC70141,69,293,7,14,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,312,16,..,94,312
SSC70142,44,223,12,19,0,0,12,19,5,10,0,0,0,0,0,0,12,13,0,0,0,0,0,21,0,0,0,21,0,0,72,270,21,..,91,270
SSC70143,1126,3714,204,429,56,110,259,542,8,16,15,31,45,101,0,0,68,146,0,0,0,0,5,9,0,0,7,15,0,0,1453,4419,141,..,1597,4419
SSC70144,320,852,24,42,0,0,22,46,10,15,5,18,32,42,0,0,51,78,14,29,0,0,0,3,3,10,15,35,15,35,429,1039,28,..,458,1039
SSC70145,720,2185,112,232,20,27,131,255,16,30,0,3,0,0,0,0,14,33,0,0,0,0,0,0,0,0,0,3,6,11,873,2488,110,..,987,2488
SSC70146,257,732,21,37,0,4,22,37,78,156,8,8,28,44,0,0,111,211,44,80,0,0,0,3,0,0,51,84,18,26,454,1086,46,..,501,1086
SSC70147,41,118,23,34,0,0,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,155,11,..,70,155
SSC70148,66,371,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,69,372,9,..,78,372
SSC70149,92,300,5,27,0,0,5,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,12,102,344,11,..,114,344
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC70151,22,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,111,22,..,41,111
SSC70152,93,506,4,20,0,0,4,20,3,7,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,107,538,37,..,144,538
SSC70153,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,5,7,0,0,36,60,47,..,84,60
SSC70154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,..,9,0
SSC70155,96,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,0,0,94,286,34,..,134,286
SSC70156,68,209,3,15,0,0,3,15,0,0,0,0,0,0,0,0,0,0,11,24,0,0,0,0,0,0,10,27,25,77,114,325,19,..,132,325
SSC70157,40,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,227,10,..,47,227
SSC70158,452,1323,223,436,4,9,229,450,3,13,0,0,0,0,0,0,3,13,0,0,0,0,4,9,59,181,59,189,0,0,744,1964,119,..,869,1964
SSC70159,295,970,63,75,101,246,157,316,72,174,149,322,619,1300,0,0,841,1795,0,0,0,0,0,0,3,12,9,13,25,51,1322,3155,265,..,1589,3155
SSC70160,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,5,10,0,0,9,18,0,..,14,18
SSC70161,1094,3344,66,132,3,13,70,147,338,693,0,0,0,0,0,0,338,693,0,6,0,0,0,0,40,82,36,87,0,3,1537,4274,143,..,1683,4274
SSC70162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,76,0,0,0,0,0,0,42,76,0,0,42,76,0,..,42,76
SSC70163,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,3,3,0,0,9,21,0,0,12,32,6,..,19,32
SSC70164,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,5,0,3,0,0,13,25,0,0,11,41,0,..,16,41
SSC70165,130,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,5,5,7,10,143,365,24,..,166,365
SSC70166,50,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,148,40,..,89,148
SSC70167,409,1361,91,200,0,7,87,202,29,71,0,0,0,0,0,0,29,71,0,0,0,0,5,5,0,0,5,5,0,0,526,1642,55,..,585,1642
SSC70168,528,1895,0,0,12,31,12,31,105,245,0,0,0,0,0,0,105,245,0,0,0,0,0,0,0,0,0,0,0,0,640,2172,49,..,687,2172
SSC70169,708,2259,149,277,58,109,202,388,13,45,0,0,0,0,0,0,13,45,0,4,0,0,0,0,0,0,0,4,0,3,929,2706,111,..,1045,2706
SSC70170,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC70172,254,1734,65,301,3,6,64,304,0,0,0,6,0,0,0,3,3,5,0,0,3,3,0,0,0,0,3,3,0,0,320,2047,27,..,351,2047
SSC70173,22,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,27,78,0,..,29,78
SSC70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC70175,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,..,7,10
SSC70176,196,664,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,202,668,18,..,217,668
SSC70177,167,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,6,7,3,10,173,447,63,..,232,447
SSC70178,205,634,50,109,0,0,50,109,184,368,0,0,0,0,0,0,184,368,118,205,0,0,0,0,0,0,118,205,3,3,560,1322,53,..,612,1322
SSC70179,50,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,64,9,13,16,37,3,3,54,116,6,7,110,280,10,..,120,280
SSC70180,26,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,41,0,0,25,47,0,0,44,91,0,0,76,199,27,..,101,199
SSC70181,213,688,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,17,0,0,3,8,0,0,13,17,0,3,225,714,41,..,269,714
SSC70182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,..,28,0
SSC70183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC70184,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,8,0,0,21,60,0,..,28,60
SSC70185,88,356,8,13,0,0,8,13,3,15,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,104,383,21,..,125,383
SSC70186,109,960,46,275,0,0,46,275,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,155,1242,6,..,159,1242
SSC70187,459,1298,72,127,59,151,127,286,102,227,119,261,88,197,0,0,311,678,0,0,0,0,0,0,0,0,0,0,0,6,902,2271,109,..,1006,2271
SSC70188,29,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,140,12,..,43,140
SSC70189,57,556,5,46,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,3,4,17,0,0,72,619,0,..,70,619
SSC70190,39,167,10,44,0,0,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,209,6,..,54,209
SSC70191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC70192,518,1591,11,30,54,168,65,199,9,22,0,0,0,0,0,0,9,22,0,3,0,0,0,0,0,0,0,3,0,4,595,1817,66,..,664,1817
SSC70193,776,2301,39,96,0,7,37,98,150,255,0,0,0,0,0,0,150,255,0,0,0,0,0,0,0,3,3,3,0,0,969,2659,149,..,1115,2659
SSC70194,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,3,7,0,0,8,18,9,..,14,18
SSC70195,45,138,70,141,9,20,84,162,37,58,0,0,0,0,0,0,37,58,0,0,0,0,0,0,34,94,34,94,0,0,191,447,67,..,260,447
SSC70196,31,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,155,7,..,42,155
SSC70197,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,11,23,0,0,17,30,0,5,27,60,5,..,34,60
SSC70198,633,2136,33,128,15,41,48,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,2306,67,..,747,2306
SSC70199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC70200,54,212,4,11,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,222,26,..,85,222
SSC70201,509,1700,0,0,29,63,29,63,3,8,12,37,0,0,0,0,13,46,0,0,0,0,0,0,8,22,8,22,0,4,561,1834,34,..,597,1834
SSC70202,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,38,..,46,28
SSC70203,52,257,24,69,0,0,24,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,325,17,..,90,325
SSC70204,31,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,125,14,..,42,125
SSC70205,18,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,63,8,..,20,63
SSC70206,53,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,357,3,..,56,357
SSC70207,110,810,32,221,0,0,32,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,149,1034,12,..,160,1034
SSC70208,743,2344,100,203,0,4,103,205,33,56,68,106,0,0,0,0,97,165,0,0,0,0,17,27,0,0,21,26,14,21,971,2762,341,..,1319,2762
SSC70209,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,57,..,66,37
SSC70210,511,1561,15,31,28,56,44,87,460,989,155,280,235,490,0,3,854,1758,0,3,0,0,0,3,4,16,8,25,19,56,1433,3489,215,..,1644,3489
SSC70211,14,80,6,21,0,0,6,21,3,11,0,0,0,0,0,0,3,11,16,41,0,0,0,3,0,0,17,40,3,10,46,158,5,..,50,158
SSC70212,84,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,5,15,0,0,0,0,24,34,0,0,105,262,15,..,123,262
SSC70213,86,506,25,83,0,0,25,83,25,122,0,0,0,0,0,0,25,122,0,0,0,0,0,0,0,0,0,0,0,0,137,716,7,..,147,716
SSC70214,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,..,3,12
SSC70215,51,245,3,7,0,0,3,7,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,61,253,7,..,65,253
SSC70216,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,3,..,9,8
SSC70217,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,12,16,0,0,11,27,22,..,42,27
SSC70218,61,340,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,69,348,12,..,77,348
SSC70219,308,963,61,113,55,100,118,212,120,230,66,103,391,935,0,0,578,1272,0,0,0,0,0,0,0,3,0,3,8,7,1007,2464,177,..,1178,2464
SSC70220,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,..,3,11
SSC70221,20,121,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,125,10,..,34,125
SSC70222,18,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,3,8,0,0,21,73,62,..,83,73
SSC70223,21,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,92,3,..,27,92
SSC70224,83,240,7,9,0,0,7,9,5,5,0,0,0,0,0,0,7,10,7,12,0,3,4,3,0,4,14,21,0,0,112,276,40,..,151,276
SSC70225,3,14,4,4,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,..,11,20
SSC70226,74,276,0,0,0,0,0,0,13,36,0,0,0,0,0,0,13,36,0,0,0,0,0,0,0,3,0,3,0,0,90,319,15,..,105,319
SSC70227,6,5,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,..,7,10
SSC70228,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,29,..,46,41
SSC70229,103,740,23,104,0,0,23,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,839,9,..,134,839
SSC70230,5,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,15,0,0,0,0,0,0,4,15,0,0,10,34,11,..,22,34
SSC70231,468,1399,3,6,19,41,18,49,216,437,219,450,191,439,3,10,634,1335,0,0,0,0,0,0,23,81,28,79,4,15,1150,2876,178,..,1330,2876
SSC70232,6,10,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,..,10,15
SSC70233,31,167,3,18,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,189,7,..,40,189
SSC70234,884,2952,201,484,51,126,254,608,6,17,6,13,127,307,0,0,137,345,0,0,0,0,0,0,0,0,0,0,0,7,1281,3911,124,..,1401,3911
SSC70235,119,323,37,41,25,64,60,106,0,0,0,0,0,0,0,0,0,0,69,133,14,20,12,21,0,0,94,174,0,0,277,594,37,..,316,594
SSC70236,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,4,10,0,0,22,59,3,..,23,59
SSC70237,422,1293,181,349,70,143,245,492,36,66,0,0,0,0,0,0,36,66,0,0,0,0,0,0,0,0,0,0,0,0,703,1858,142,..,852,1858
