SSC_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SSC70292,102,3,0,0,0,0,0,21,125,74,13,4,0,0,0,0,21,112,57,35,18,7,0,0,0,22,146,29,28,37,10,7,4,0,20,135,17,19,41,18,9,3,0,9,125,18,18,47,24,12,3,3,23,143,11,27,41,34,8,0,4,19,144,20,11,30,15,7,4,3,4,96,7,4,24,20,8,7,4,9,88,4,4,20,11,7,3,4,6,58,0,4,10,14,5,3,0,6,44,3,0,5,0,0,0,3,7,17,0,0,3,6,0,0,3,3,12,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,3,353,162,275,171,69,29,28,175,1260
SSC70293,11,0,0,0,0,0,0,0,10,32,0,0,0,0,0,0,4,36,61,3,0,0,0,0,0,16,79,39,8,11,0,0,0,0,3,65,18,11,13,0,0,0,0,4,37,5,6,10,5,0,0,0,3,33,8,0,11,7,0,0,0,3,28,0,0,8,7,0,0,0,0,18,5,3,4,5,0,0,0,0,16,4,3,3,0,0,0,0,0,13,0,0,5,0,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,177,41,65,28,6,0,3,34,362
SSC70294,51,0,0,0,0,0,0,15,69,38,6,3,0,0,0,0,7,49,57,12,5,6,0,0,0,3,86,23,19,25,3,3,0,0,14,87,27,14,43,15,6,3,0,10,121,14,18,25,12,16,0,3,12,92,13,16,25,14,8,6,4,6,88,8,19,32,10,11,0,0,3,89,7,8,18,6,8,3,0,3,65,4,3,30,8,8,0,0,12,65,3,8,12,13,10,3,3,7,52,0,0,14,5,0,0,0,0,26,0,0,8,7,4,3,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,249,126,239,110,60,22,14,90,921
SSC70295,23,3,0,0,0,0,0,33,65,34,13,8,4,0,0,0,14,65,25,9,8,11,4,0,0,10,67,14,14,13,13,7,0,3,10,74,17,9,10,8,3,0,9,9,50,17,3,4,8,10,3,4,9,60,11,6,5,5,7,7,0,5,49,13,8,8,9,9,3,6,9,64,11,4,4,8,0,3,4,3,37,13,3,0,5,3,0,0,8,29,3,8,3,4,0,4,3,0,25,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,173,84,65,78,39,20,31,100,593
SSC70296,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,9,0,3,6,0,0,0,0,0,4,0,4,0,0,3,0,0,0,15,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,9,7,11,0,7,4,66
SSC70297,6,0,0,0,0,0,0,0,9,7,3,4,0,0,0,0,5,19,3,0,4,0,3,0,0,8,19,4,0,0,3,0,0,0,0,12,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,3,8,0,0,3,0,0,3,0,0,9,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,10,12,9,9,4,7,32,115
SSC70298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,11
SSC70299,16,8,0,0,0,0,0,8,28,17,21,3,0,0,0,0,3,45,19,17,4,0,0,0,0,3,47,6,12,12,3,0,0,0,0,32,6,6,6,8,3,3,0,4,39,10,8,3,3,4,3,0,0,33,0,0,9,3,7,0,0,3,25,3,0,0,6,3,0,3,3,22,0,0,3,0,0,3,3,3,19,0,3,3,0,0,3,0,3,15,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,74,44,35,19,15,13,27,306
SSC70300,0,3,0,0,0,0,0,0,3,0,4,4,0,0,0,0,3,12,0,4,3,0,0,0,0,0,10,0,0,3,3,4,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,9,0,0,0,3,0,3,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,16,9,5,11,6,13,83
SSC70301,12,4,3,0,0,0,0,3,23,11,4,9,3,3,0,0,4,35,5,8,3,5,3,0,0,5,35,13,7,8,5,3,0,0,7,43,5,7,7,3,0,3,3,3,31,3,3,7,5,0,4,0,16,41,3,0,3,4,3,0,0,6,24,3,7,5,3,5,3,3,0,22,0,0,3,3,8,4,0,0,20,0,0,0,3,4,0,0,0,15,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,65,39,54,37,30,10,9,51,301
SSC70302,20,0,0,0,0,0,0,3,27,56,3,0,0,0,0,0,16,79,76,3,4,0,0,0,0,19,108,36,11,3,0,0,0,0,9,64,18,3,6,0,4,0,0,9,36,11,3,3,4,0,0,0,5,31,15,0,8,4,0,0,0,5,33,8,3,13,0,3,0,0,5,37,0,4,3,3,4,0,0,5,24,5,0,5,4,0,0,0,0,14,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,38,41,22,14,3,3,87,464
SSC70303,24,0,0,0,0,0,0,0,24,50,7,3,0,0,0,0,13,67,40,19,9,4,0,0,0,6,79,24,24,26,3,0,0,0,6,89,8,13,21,8,3,0,0,0,51,5,9,8,4,3,0,0,0,30,6,3,4,3,3,0,0,3,20,0,0,5,13,0,0,0,0,26,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,72,83,44,15,0,0,29,402
SSC79494,16,0,0,0,0,0,0,0,17,51,0,0,0,0,0,0,37,85,62,11,5,3,0,0,0,50,129,35,8,9,6,5,0,0,41,106,21,13,14,6,0,0,0,27,83,15,9,18,9,6,3,3,31,95,17,9,19,12,7,0,3,31,99,13,0,29,19,5,0,5,36,104,16,6,30,16,10,4,0,20,100,18,15,34,23,5,0,3,19,107,6,0,32,10,4,4,3,6,67,3,3,6,4,6,0,0,8,30,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,75,201,106,54,17,20,302,1043
SSC79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,9
