X,Y,MarkerID,Name,Alternate_Name,Type,Facilities_List,Recreation_Activity_List,Address,SUBURB,Link,Disability_Accessible,Playground,Playground_Accessible,Playground_Shaded,Wifi,BBQ,Picnic_Tables,Drinking_Fountains,Toilets_Daylight,Toilets_24hrs,Toilets_Restricted,Showers,Baby_Change,Bicycle_Walk_Paths,Bike_Racks,Exercise_Equipment,Sports_Field_Lighting,Soccer,AFL,Basketball,Tennis,Cricket,Cycling,Swimming,Skateboarding,Watercraft,Rugby,Gaelic,Softball,CENTROID_X,CENTROID_Y,OBJECTID,LAISKEY,Area_m,Park_Class,Ward,Notes
130.874002064696555,-12.373358478667948,PK31,Cahill Greenbelt, ,Park,Accessible,,41 Cahill Cres Nakara,Nakara,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.873999442722,-12.3733743479939,284,550     05487,1310,Neighbourhood,Richardson, 
130.874639874718554,-12.368613724897687,PK32,Copeland Park, ,Park,"Accessible,Playground",,15 Griffe St Nakara,Nakara,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.874640589,-12.3686126487309,285,550     05368,4490,Neighbourhood,Richardson, 
130.879280124688052,-12.368078004238644,PK33,Harwood Park,"Adcock Park, Bell Park",Park,"Accessible,Playground",,28 Rattray St Nakara,Nakara,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.879278788821,-12.3680767674471,286,550     05188,3160,Neighbourhood,Richardson, 
130.879145179695001,-12.377917588307181,PK34,Britomart Park, ,Park,"Accessible,Playground",,20 Britomart Gdns Alawa,Alawa,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.879145308942,-12.3779175272759,287,550     02394,4490,Neighbourhood,Richardson, 
130.879754468330106,-12.374966973301674,PK35,Casuarina Child Centre, ,Childcare Centre,"Accessible,Drinking Fountains,Playground,Playground - Shaded,Toilets - Restricted Access",,11 Bradshaw Tce Casuarina,Casuarina,http://www.darwin.nt.gov.au/,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,130.879754279705,-12.3749671551543,288,550     07720,3260,District,Richardson, 
130.874376966726658,-12.379181705501979,PK36,Alawa Park, ,Park,Accessible,,40 Alawa Cres Alawa,Alawa,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.874405447838,-12.3791584624167,289,550     02067,2390,District,Richardson, 
130.874152039106235,-12.378332529056998,PK37,Wellington Park, ,Park,Accessible,,40 Wellington Pde Alawa,Alawa,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.874139199885,-12.3783429790025,290,550     02165,1240,Neighbourhood,Richardson, 
130.87890227677687,-12.380241337847234,PK38,Stedcombe Park, ,Park,"Accessible,Playground",,38 Stedcombe St Alawa,Alawa,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.878882847968,-12.3802004920299,291,550     02471,5180,Neighbourhood,Richardson, 
130.874183473200077,-12.381159579235721,PK39,Stobo Park, ,Park,"Accessible,Playground",,25 Stobo Cres Alawa,Alawa,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.874153997418,-12.3812063638986,292,550     02126,2350,Neighbourhood,Richardson, 
130.882178112120869,-12.382186738920746,PK40,Colster Park, ,Park,"Accessible,Playground",,20 Colster Cres Wagaman,Wagaman,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.882193025483,-12.3820786510086,293,550     04029,9340,Neighbourhood,Richardson, 
130.872217895875252,-12.385745077597692,PK41,Cameron Park, ,Park,"Accessible,Playground",,15 Cameron Cres Jingili,Jingili,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.872184449873,-12.3856792987797,294,550     02795,6970,Neighbourhood,Chan, 
130.874778526817693,-12.384923319027944,PK42,Killian Park, ,Park,"Accessible,Playground",,8 Kilian Cres Jingili,Jingili,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.874775519434,-12.3849259949506,295,550     02886,1760,Neighbourhood,Chan, 
130.878273521637681,-12.38739624674966,PK43,Thornton Park, ,Park,"Accessible,Playground",,28 Thornton Cres Moil,Moil,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.87827421563,-12.3873961432251,296,550     03328,4930,Neighbourhood,Chan, 
130.874628207376844,-12.388494093508859,PK44,Jingili Oval,Jingili Park,Oval,"Accessible,Drinking Fountains,Showers,Toilets - Restricted Access","AFL,Soccer",26 Jingili Tce Jingili,Jingili,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,130.874781581842,-12.3885376986546,297,550     09295,28000,District,Chan, 
130.871411998148886,-12.388649774592883,PK45,Gaden Park,Darren Prior Park,Park,"Accessible,Playground",,29 Gaden Cct Jingili,Jingili,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.871427252833,-12.3885743023454,298,550     03060,2490,Neighbourhood,Chan, 
130.87944412229507,-12.393985927792777,PK46,Linde Park, ,Park,"Accessible,Playground",,2 Linde St Moil,Moil,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.879442406269,-12.3939902238288,299,550     03760,3450,Neighbourhood,Chan, 
130.897024258301798,-12.377156330719536,PK47,Grasslands Park,Baroalba Park,Park,Accessible,,8 Grassland Cres Leanyer,Leanyer,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.897030871678,-12.3771017042073,300,685     04942,5060,Neighbourhood,Richardson, 
130.89169081070807,-12.382850378893567,PK48,Wulagi Greenbelt,Brolga Greenbelt,Park,"Accessible,Bicycle/Walking Paths",,116 Lee Point Rd Wulagi,Wulagi,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.891962452624,-12.3830580225402,301,685     00950,22500,District,Waters, 
130.896812050394516,-12.383039647989227,PK49,Wulagi Oval,Wulagi Park,Oval,"Accessible,Baby Change,Bicycle/Walking Paths,Playground,Showers,Toilets - Restricted Access","AFL,Cricket",148 Vanderlin Dr Wulagi,Wulagi,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,130.897080781078,-12.382989854299,302,685     01586,64600,District,Waters, 
130.890774841358365,-12.384990105720975,PK50,Kestrel Park, ,Park,Accessible,,26 Kestrel Cct Wulagi,Wulagi,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.890774647464,-12.3849894573053,303,685     06847,3310,Neighbourhood,Waters, 
130.897063199556499,-12.38584871700411,PK51,Wulagi Greenbelt,Wendys Park,Park,"Accessible,Bicycle/Walking Paths,Playground",,67 Matthews Rd Wulagi,Wulagi,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.897035388048,-12.3859054651461,304,685     01345,11533,Neighbourhood,Waters, 
130.894733349119917,-12.38699055597802,PK52,Grebe Park, ,Park,"Accessible,Playground",,6 Grebe Cres Wulagi,Wulagi,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.894802577186,-12.3869554822907,305,685     06846,8680,Neighbourhood,Waters, 
130.889148942626576,-12.387901232174531,PK53,Anula Greenbelt, ,Park,"Accessible,Bicycle/Walking Paths",,74 Lee Point Rd Anula,Anula,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.88904751516,-12.3879020909718,306,685     00398,18900,District,Waters, 
130.89542214033861,-12.390320184666622,PK54,Yanyula Greenbelt,Matthews Park,Park,"Accessible,Bicycle/Walking Paths",,96 Yanyula Dr Anula,Anula,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.895348810907,-12.3903787437187,307,685     00645,13100,District,Waters, 
130.890950126402942,-12.38989583504048,PK55,Yanyula Park,Anula Oval,Park,"Accessible,Drinking Fountains,Playground,Playground - Accessible,Playground - Shaded,Toilets - Restricted Access",,59 Yanyula Dr Anula,Anula,http://www.darwin.nt.gov.au/,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,130.891031217105,-12.3906064391819,308,685     07019,95900,District,Waters, 
130.887775899313226,-12.39213183746552,PK56,Driffield Park,"Driffield Greenbelt, Yanyula Greenbelt",Park,"Accessible,Bicycle/Walking Paths,Playground",,36 Yanyula Dr Anula,Anula,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.88756791459,-12.3924163021924,309,685     00071,29800,District,Waters, 
130.889132367553486,-12.371619774967288,PK57,Haritos Park, ,Park,"Accessible,Playground",,39 Haritos St Wanguri,Wanguri,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.889118644979,-12.3716198141046,310,550     06502,4330,Neighbourhood,Richardson, 
130.88719243066646,-12.367137113426169,PK58,Mazlin Park, ,Park,"Accessible,Playground",,5 Mazlin St Wanguri,Wanguri,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.887188743062,-12.3671178288484,311,550     06754,4730,Neighbourhood,Richardson, 
130.889095700994631,-12.373946641297563,PK59,Harmanis Park, ,Park,Accessible,,10 Harmanis St Wanguri,Wanguri,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.889093365124,-12.3739494362794,312,550     06552,3477,Neighbourhood,Richardson, 
130.886990049715507,-12.375675816617878,PK60,Fong Park, ,Park,"Accessible,Playground",,6 Fong St Wanguri,Wanguri,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.88694557309,-12.3757377029055,313,550     06333,5850,Neighbourhood,Richardson, 
130.884221275321806,-12.377737383190555,PK61,Amsterdam Park, ,Park,"Accessible,Playground",,32 Amsterdam Cct Wagaman,Wagaman,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.88422230659,-12.3777560100975,314,550     04504,6410,Neighbourhood,Richardson, 
130.887501767958497,-12.379268569250122,PK62,Groote Park, ,Park,"Accessible,Playground",,10 Groote St Wagaman,Wagaman,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.887548740515,-12.3792183027146,315,550     04266,9240,Neighbourhood,Richardson, 
130.885739966375525,-12.381267768278398,PK63,Wagaman Oval,Wagaman Park,Oval,"Accessible,Showers,Toilets - Restricted Access",AFL,10 Wagaman Pl Wagaman,Wagaman,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,130.88566959061,-12.381315936301,316,550     04051,38000,District,Richardson, 
130.886740447183541,-12.3833550788514,PK64,Tasman Park, ,Park,"Accessible,Playground",,35 Tasman Cct Wagaman,Wagaman,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.886708628377,-12.3833442356661,317,550     04108,9130,Neighbourhood,Richardson, 
130.882028259364802,-12.385614471066395,PK65,Greenwood Park, ,Park,"Accessible,Playground",,11 Greenwood Cres Moil,Moil,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.882033354337,-12.385556738991,318,550     03470,7310,Neighbourhood,Richardson, 
130.885438816164111,-12.386458112193587,PK66,Lions Club Park,Lioness Park,Park,Accessible,,39 Greenwood Cres Moil,Moil,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.885454696669,-12.3864292942003,319,550     10499,3280,Neighbourhood,Chan, 
130.883880005059353,-12.388820052857666,PK67,Wilson Park, ,Park,"Accessible,Playground",,15 Wilson Cres Moil,Moil,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.883897953527,-12.3888310235714,320,550     03826,3550,Neighbourhood,Chan, 
130.881269415100263,-12.390099130686002,PK68,Moil Oval,Moil Park,Oval,"Accessible,Drinking Fountains,Playground,Showers,Toilets - Restricted Access",AFL,11 Budgen St Moil,Moil,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,130.881140249449,-12.3900668922048,321,550     03554,41300,District,Chan, 
130.883011665832214,-12.393194996208534,PK69,Byrne Park, ,Park,"Accessible,Playground",,48 Byrne Cct Moil,Moil,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.88301049914,-12.3931940099096,322,550     03601,5540,Neighbourhood,Chan, 
130.881447454122252,-12.392358969585615,PK70,Butters Park, ,Park,"Accessible,Bicycle/Walking Paths,Playground",,21 Butters St Moil,Moil,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.881449497147,-12.3923579739185,323,550     03668,4780,Neighbourhood,Chan, 
130.900977688426593,-12.371137532542564,PK71,Baines Street, ,Park,Accessible,,17 Sanford St Leanyer,Leanyer,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.900979316929,-12.3711371604463,324,685     04736,803,Neighbourhood,Richardson, 
130.899984124191548,-12.377455018165042,PK72,Savannah Park, ,Park,"Accessible,Playground",,46 Baroalba St Leanyer,Leanyer,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.899983271985,-12.3775977097389,325,685     04071,16600,Neighbourhood,Richardson, 
130.899848392045698,-12.372255815419862,PK73,Baines Street, ,Park,Accessible,,30 Legune Ave Leanyer,Leanyer,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.89984845019,-12.37225554663,326,685     04642,1600,Neighbourhood,Richardson, 
130.90356140167134,-12.376452157706083,PK74,Parkside Park, ,Park,"Accessible,Playground",,5 Parkside Cres Leanyer,Leanyer,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.90359116811,-12.3764101416407,327,685     04287,13600,Neighbourhood,Richardson, 
130.902945795577352,-12.38088284392858,PK75,Killupa Park, ,Park,"Accessible,Playground",,172 Leanyer Dr Leanyer,Leanyer,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.902943072587,-12.3808487901177,328,685     06838,3260,Neighbourhood,Richardson, 
130.902656450693058,-12.385623163065715,PK76,Rosella Park, ,Park,"Accessible,Playground",,95 Wulagi Cres Wulagi,Wulagi,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.902663503073,-12.3856638695629,329,685     01425,5390,Neighbourhood,Waters, 
130.907133437089897,-12.388594516937099,PK77,Moody Park, ,Park,"Accessible,Bicycle/Walking Paths",,224 Vanderlin Dr Malak,Malak,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.907226972269,-12.3885610882634,330,685     01887,5960,Neighbourhood,Waters, 
130.906577951435253,-12.391737419847695,PK78,Bayfield Park,Dalwood Park,Park,"Accessible,Bicycle/Walking Paths,Playground",,9 Kraegen Ct Malak,Malak,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.905903283874,-12.3917882395081,331,685     02004,56300,Neighbourhood,Waters, 
130.902790843457893,-12.39450567363669,PK79,Malak Oval,Malak Park,Oval,"Accessible,BBQ,Bicycle/Walking Paths,Drinking Fountains,Playground,Showers,Sports Field Lighting,Toilets - Restricted Access",Soccer,13 Malak Cres Malak,Malak,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,130.902709776123,-12.3944127031939,332,685     02284,92800,District,Waters, 
130.904384703797291,-12.395231484090122,PK80,Holzerland Park,Malak Hill,Park,"Accessible,Playground",Basketball,1 Holzerland St Malak,Malak,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,130.90449706596,-12.3952362009503,333,685     03860,24200,District,Waters, 
130.9058218382917,-12.399253626338211,PK81,Abbot Park,Abbot Greenbelt,Park,"Accessible,Bicycle/Walking Paths",,35 Abbott Cres Malak,Malak,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.905875206472,-12.3991252412782,334,685     07052,5560,Neighbourhood,Waters, 
130.906932609267017,-12.395802733020261,PK82,Holzerland Green Belt,Housing Commission Park,Park,Accessible,,5 Bengal Ct Malak,Malak,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.906632891247,-12.3958730587311,335,685     06120,10290,Neighbourhood,Waters, 
130.873538234072697,-12.377063876755111,PK83,Mullen Park, ,Park,"Accessible,Playground",,67 Wellington Pde Alawa,Alawa,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.873561960761,-12.3770823455463,336,550     02308,2770,Neighbourhood,Richardson, 
130.871214072348437,-12.379028841784525,PK84,Young Park, ,Park,"Accessible,Playground",,28 Young Cres Alawa,Alawa,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.871235847089,-12.3790300585945,337,550     01993,3290,Neighbourhood,Richardson, 
130.85304881943452,-12.37966447694526,PK85,Ternau Park, ,Park,Accessible,,26 Ternau St Rapid Creek,Rapid Creek,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.853150361746,-12.3795806694313,338,550     00595,6180,Neighbourhood,Chan, 
130.870290794569314,-12.382673679537561,PK86,Bald Park, ,Park,"Accessible,Playground",,2 Bald Cct Alawa,Alawa,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.870195772377,-12.3826690299063,339,550     01912,3590,Neighbourhood,Richardson, 
130.868091691050523,-12.382554838675661,PK87,Bike Fun Park, ,Park,"Accessible,Bicycle/Walking Paths",,21 Lakeside Dr Alawa,Alawa,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.868038518205,-12.3827123140045,340,550     09075,43900,Neighbourhood,Richardson, 
130.868640909600089,-12.380469492436736,PK88,Lakeside Drive Community Garden, ,Community Facility,"Accessible,Bicycle/Walking Paths",,27 Lakeside Dr Alawa,Alawa,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,130.86871411158,-12.3805117714354,341,550     08712,11800,District,Richardson, 
130.869689975071992,-12.386571159873382,PK89,Varney Park, ,Park,Accessible,,15 Varney Cres Jingili,Jingili,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.869698712288,-12.386570662526,342,550     02701,2660,Neighbourhood,Chan, 
130.86599739305538,-12.393659694764212,PK90,Gulnare Park, ,Park,Accessible,,16 Gulnare St Millner,Millner,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.865995459331,-12.3936636675203,343,550     01594,1310,Neighbourhood,Chan, 
130.856475598926693,-12.39330721114737,PK91,Harris Park, ,Park,Accessible,,1 Harris St Millner,Millner,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,701829.107196838,8629252.90259258,344,550     07639,2570,Neighbourhood,Chan, 
130.908954158720832,-12.395753902887593,PK92,Mueller Park,Chambers Park,Park,"Accessible,Bicycle/Walking Paths",,49 Mueller Rd Malak,Malak,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.908898990084,-12.395739084354,345,685     02312,9430,Neighbourhood,Waters, 
130.910782685285199,-12.396335090827463,PK93,Mahogany Park, ,Park,"Accessible,Playground",,46 Mueller Rd Karama,Karama,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.910756335025,-12.3963543372593,346,685     04872,21600,Neighbourhood,Waters, 
130.915821347358587,-12.398712445033269,PK94,Koolinda Park, ,Park,"Accessible,Exercise Equipment",,59 Koolinda Cres Karama,Karama,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,130.915813016309,-12.3988751930093,347,685     05326,14300,Neighbourhood,Waters, 
130.916771511788767,-12.403853240668214,PK95,Manunda Park, ,Park,"Accessible,Playground",,18 Manunda Tce Karama,Karama,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.91676910004,-12.4038641232973,348,685     06962,3150,Neighbourhood,Waters, 
130.916660126684747,-12.401624778482734,PK96,Karama Childcare Centre, ,Childcare Centre,"Accessible,Baby Change,Drinking Fountains,Playground - Shaded,Toilets - Restricted Access",,42 Kalymnos Dr Karama,Karama,http://www.darwin.nt.gov.au/,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,130.916660153116,-12.4016251101324,349,685     06990,2240,District,Waters, 
130.918786322004252,-12.405623756266106,PK97,Eaton Park, ,Park,"Accessible,Playground",,20 Eaton Pl Karama,Karama,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.918787479022,-12.4056242184592,350,685     06214,3320,Neighbourhood,Waters, 
130.917186687462561,-12.39718337293929,PK98,Whittle Park, ,Park,"Accessible,Playground",,8 Croton Ct Karama,Karama,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.917248452347,-12.3971514823552,351,685     05372,5430,Neighbourhood,Waters, 
130.91771727183513,-12.394649544375627,PK99,Dickinson Park, ,Park,"Accessible,Playground",,63 Mistletoe Cct Karama,Karama,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.917690907519,-12.394627512311,352,685     04405,5410,Neighbourhood,Waters, 
130.920996115083966,-12.406934359817701,PK100,Freycinet Park, ,Park,"Accessible,Playground",,11 Freycinet St Karama,Karama,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.921017479787,-12.4069539816978,353,685     06805,3410,Neighbourhood,Waters, 
130.919410516329151,-12.396853043886292,PK101,Hayball Park, ,Park,Accessible,,8 Kapok Ct Karama,Karama,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.919397844057,-12.3968135073769,354,685     05240,3380,Neighbourhood,Waters, 
130.847964353477579,-12.379312953923705,PK102,Bill Bell Park Tennis Courts,Jacaranda Park,Outdoor Recreation,Accessible,Tennis,1 Jacaranda Ave Nightcliff,Nightcliff,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,130.84796370268,-12.3793081277104,355,550     01200,5380,Neighbourhood,Chan, 
