SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC70123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,3,0,0,4,0,0,6,0,10,6,0,3,0,9,10,8,7,0,16,8,4,7,0,23,10,7,0,0,14,3,9,6,0,16,20,34,4,0,65,30,35,3,0,62,28,19,0,0,47,6,25,0,0,27,27,49,0,0,80,15,33,4,0,54,4,5,0,0,5,170,229,52,3,451
SSC70124,0,0,0,0,0,0,0,0,0,9,0,3,4,0,13,0,0,0,0,0,8,6,0,0,19,5,6,0,0,14,0,3,0,0,7,3,8,3,3,12,0,3,3,0,9,3,3,0,0,5,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,5,0,0,0,0,0,3,10,3,0,17,3,7,9,0,15,38,52,29,5,129
SSC70125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,6,8,3,0,0,10,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,7,8,0,0,11,3,4,0,0,7,0,0,0,0,0,26,18,3,0,52
SSC70128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70129,8,0,0,0,12,0,0,0,0,3,4,0,0,0,6,0,0,0,0,3,9,3,6,0,18,9,0,0,0,12,8,3,7,0,17,19,3,5,0,25,18,9,13,0,41,25,13,8,0,45,24,16,5,0,44,24,27,7,0,59,61,45,12,0,118,33,36,3,0,77,28,45,0,0,72,21,37,3,0,60,48,81,0,0,132,29,62,9,0,100,7,8,0,0,15,362,392,90,7,852
SSC70130,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,4,0,0,0,0,3,0,0,3,0,3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,16,14,0,43
SSC70131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,21
SSC70132,3,0,3,0,7,0,3,0,0,4,0,0,4,0,6,4,0,4,0,9,3,0,10,0,15,3,3,11,0,14,16,3,7,0,22,24,8,13,0,46,18,15,19,0,52,25,25,9,0,59,14,28,4,0,46,26,21,11,0,65,50,84,13,0,147,39,59,6,0,110,33,55,4,0,91,26,57,8,0,89,52,102,4,0,152,46,79,15,0,145,7,13,10,0,28,401,550,137,12,1103
SSC70133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,3,0,0,3,0,3,0,0,0,0,8,3,6,0,0,5,0,0,0,0,5,3,0,0,0,6,5,9,0,0,13,7,12,0,0,18,3,6,0,0,5,3,3,0,0,6,3,8,0,0,14,4,15,6,4,28,0,0,0,0,0,43,52,17,8,113
SSC70134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,10,3,0,23
SSC70135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,3,0,5,0,0,0,0,4,3,0,3,0,9,5,0,7,0,9,3,4,4,0,12,3,0,3,0,7,20,21,3,0,38,19,11,3,0,35,9,10,0,0,16,6,10,0,0,15,14,9,0,0,26,15,17,4,0,32,3,7,0,0,4,93,99,34,0,220
SSC70137,0,0,0,0,0,3,3,0,0,6,0,3,3,0,3,0,0,0,0,0,3,3,3,0,8,0,0,0,0,6,0,8,0,0,8,0,0,5,0,4,0,3,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,9,6,7,4,0,16,13,34,19,3,70
SSC70138,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,8,0,5,3,0,3,0,11,3,7,4,0,22,14,8,17,0,32,11,4,4,0,20,9,4,7,0,25,11,6,7,0,25,20,30,8,0,59,20,25,5,0,48,7,27,0,0,40,6,11,0,0,21,17,45,0,0,63,14,30,15,3,60,3,3,0,0,3,146,211,86,9,450
SSC70139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,7,4,0,15,0,0,5,0,8,0,0,3,0,4,3,5,3,0,10,7,5,12,0,29,8,6,3,3,21,7,13,7,3,23,16,15,3,0,35,34,37,6,3,85,28,44,0,0,74,16,26,0,0,42,11,49,0,0,60,22,35,0,0,58,16,22,0,0,39,0,3,0,0,8,173,272,54,7,507
SSC70140,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,7,0,0,0,8,0,0,0,0,3,0,3,0,0,4,3,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,4,3,0,0,0,3,25,16,11,3,52
SSC70141,6,0,5,0,12,0,0,0,0,5,0,0,0,0,3,0,0,3,0,3,0,5,0,0,5,0,5,0,0,4,0,0,0,0,7,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,3,0,15,0,4,0,0,7,18,35,25,0,74
SSC70142,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,3,3,0,10,0,0,0,0,3,0,4,0,0,4,3,3,3,0,4,0,5,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,0,0,4,21,30,9,0,56
SSC70143,3,3,6,0,8,4,0,3,0,7,3,0,7,0,14,0,0,10,0,8,4,4,19,0,29,0,7,17,0,18,16,12,22,4,47,14,14,24,0,51,24,32,21,3,79,23,37,13,3,77,20,37,18,4,79,28,36,16,0,78,42,76,24,5,150,45,72,7,4,131,30,67,0,0,96,19,40,0,0,53,23,54,5,0,78,22,74,35,0,130,7,9,7,0,17,308,578,255,25,1165
SSC70144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,5,0,0,0,4,7,3,10,0,21,9,4,5,0,19,8,4,8,0,19,3,12,4,0,14,7,12,3,0,22,26,13,3,0,51,14,16,0,0,28,8,15,0,0,24,3,4,0,0,8,8,10,0,0,13,7,10,8,0,30,7,3,0,0,8,119,100,48,4,280
SSC70145,3,0,0,0,4,0,0,0,0,3,0,0,8,0,5,0,0,6,0,6,9,3,9,0,17,3,3,9,0,14,11,5,12,3,32,5,9,4,0,18,9,8,14,0,29,8,20,17,0,50,8,18,9,0,39,8,20,8,0,38,31,55,5,0,96,35,57,3,0,93,23,33,0,0,57,5,17,0,0,26,12,28,0,0,43,30,57,11,0,101,8,5,4,0,17,213,337,121,12,678
SSC70146,0,0,3,0,3,3,0,0,0,4,0,0,6,0,10,0,0,3,0,3,6,0,0,0,6,0,0,3,0,8,3,3,4,0,12,8,4,9,0,12,4,0,7,0,11,8,17,3,0,25,6,6,0,0,18,8,3,4,0,14,23,17,0,0,38,8,13,0,0,26,9,3,0,0,16,0,8,0,0,8,0,7,0,0,10,17,19,3,0,35,3,0,4,0,5,105,100,59,3,270
SSC70147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,0,0,0,0,0,12,10,8,0,37
SSC70148,0,0,4,0,4,11,6,6,0,17,5,4,5,0,18,0,0,3,0,3,4,3,3,0,12,0,3,0,0,3,0,6,0,0,9,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,12,0,3,3,0,9,26,31,31,3,101
SSC70149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,3,0,6,0,3,3,0,3,0,0,0,0,3,0,4,0,0,3,3,3,3,0,14,0,3,0,0,3,3,7,0,0,5,4,0,0,0,3,12,14,0,0,25,4,6,5,0,13,0,0,0,0,0,36,42,16,3,98
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,10,7,0,22
SSC70152,3,0,0,0,3,0,0,3,0,3,0,5,8,0,14,0,0,0,0,3,5,15,3,0,29,0,3,0,0,3,3,6,3,0,15,0,8,0,0,6,0,6,0,0,8,0,5,0,0,5,0,0,0,0,0,3,3,0,0,3,4,5,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,3,4,3,0,6,32,64,30,3,129
SSC70153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,3,0,17
SSC70154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,4,6,3,0,8,5,0,0,0,5,0,7,0,0,3,3,3,0,0,7,11,0,0,0,9,4,6,0,0,6,3,3,0,0,10,0,3,0,0,3,0,3,0,0,4,0,3,3,0,8,0,0,0,0,0,38,39,8,0,87
SSC70156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,4,0,0,0,0,4,4,3,0,0,7,5,3,0,0,3,0,3,0,0,6,3,3,0,0,4,3,0,0,0,4,0,7,0,0,7,3,3,0,0,9,6,3,0,0,10,3,0,0,0,4,0,5,0,0,7,3,8,3,0,13,0,5,6,0,6,31,46,9,0,87
SSC70157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,3,3,0,0,6,3,10,0,0,18,0,6,0,0,6,0,9,0,0,7,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,9,3,54
SSC70158,0,0,4,0,3,0,0,3,0,4,0,0,0,0,0,0,0,4,0,6,0,0,4,0,5,0,0,10,0,9,8,0,12,0,20,8,7,12,0,20,10,6,16,0,33,7,8,14,0,26,4,13,13,0,34,13,13,4,0,33,32,48,3,0,85,24,30,0,0,58,10,29,0,0,40,8,18,0,0,34,17,25,0,0,38,14,31,13,0,56,8,3,4,0,19,172,242,116,6,536
SSC70159,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,6,6,7,4,0,19,8,3,3,0,16,9,10,3,0,32,14,14,6,0,29,13,11,3,0,28,24,7,7,4,38,71,39,15,3,132,53,34,7,0,90,46,28,0,0,75,41,31,7,0,74,104,83,0,0,196,58,49,7,0,108,5,3,0,0,5,460,329,63,15,861
SSC70160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3
SSC70161,9,0,0,0,12,4,0,0,0,3,4,3,0,0,7,0,0,9,0,9,10,3,6,0,21,4,4,8,0,14,13,9,6,0,27,16,11,14,0,37,18,19,12,0,50,26,20,10,0,58,18,25,17,3,58,25,39,15,0,83,68,77,13,3,168,75,86,15,0,174,38,40,3,0,85,29,50,6,0,84,42,115,4,0,162,28,80,10,0,126,10,5,5,0,21,439,600,161,14,1214
SSC70162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,7,0,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26
SSC70163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7
SSC70164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,3,0,0,5,0,3,0,0,3,4,0,0,0,3,3,0,0,0,3,7,7,3,0,16,3,6,0,0,10,0,3,0,0,4,0,3,0,0,3,3,12,0,0,13,6,13,5,0,28,3,0,0,0,3,37,48,13,0,97
SSC70166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,3,3,0,0,3,0,4,0,0,4,10,3,0,0,10,3,4,0,0,7,4,0,0,0,4,3,7,0,0,4,0,4,0,0,4,0,0,0,0,0,25,19,6,0,53
SSC70167,0,0,3,0,4,0,0,4,0,7,0,0,6,0,6,0,0,10,0,10,3,3,5,0,10,4,3,7,0,13,15,3,4,3,20,10,3,4,3,17,11,6,13,0,31,4,10,4,0,20,6,4,8,0,14,4,12,7,0,16,21,22,11,0,48,20,8,4,0,28,13,15,5,0,33,12,17,0,0,23,26,34,0,0,58,22,32,13,0,61,0,0,4,4,11,154,170,94,11,433
SSC70168,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,6,5,8,0,0,13,6,16,3,0,23,3,18,3,0,26,6,17,0,0,27,34,55,3,0,87,29,34,0,0,67,20,47,0,0,70,9,41,3,0,54,22,105,0,0,131,21,41,0,0,63,3,3,3,0,11,184,382,23,3,595
SSC70169,0,0,0,0,5,0,0,0,0,3,0,3,4,3,5,0,0,9,0,8,7,5,15,0,22,6,6,18,0,25,10,7,13,0,27,7,10,13,0,31,8,13,7,0,39,18,21,12,3,51,12,15,5,0,41,12,15,9,4,36,31,58,15,4,107,22,32,5,0,63,32,35,3,0,65,21,25,0,0,47,23,39,3,0,65,19,48,16,0,79,4,3,3,0,10,229,323,152,19,723
SSC70170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70172,0,0,3,0,4,13,8,8,3,36,8,19,23,3,56,0,5,8,0,14,16,46,9,4,73,7,24,8,0,46,11,29,7,0,44,3,39,11,0,54,5,17,4,4,30,0,3,7,0,11,3,10,0,0,9,3,7,3,0,13,3,6,0,0,14,6,9,0,0,15,5,3,0,0,12,0,4,0,0,4,0,4,0,0,4,3,26,10,0,45,14,15,5,0,34,118,277,93,11,503
SSC70173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,3,22
SSC70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,6,5,0,0,0,3,5,0,0,0,8,6,0,3,0,11,3,5,0,0,9,6,3,0,0,11,12,5,5,0,22,3,12,0,0,18,10,15,0,0,18,6,18,0,0,23,10,37,0,0,48,8,14,3,0,15,0,0,0,0,3,71,107,19,0,194
SSC70177,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,0,0,8,3,0,4,0,9,0,0,0,0,0,3,0,0,0,6,0,6,0,0,8,3,0,3,0,6,6,10,3,0,19,4,9,0,0,15,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,7,0,0,5,0,6,3,0,12,0,3,0,0,3,32,52,20,0,107
SSC70178,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,5,11,0,6,0,18,12,4,7,0,20,18,3,3,0,23,9,3,7,0,24,10,0,3,0,15,14,6,4,0,28,29,15,3,0,44,19,12,0,0,29,12,13,0,0,29,7,16,0,0,33,31,41,3,0,78,19,21,4,0,41,0,0,0,0,4,215,141,40,5,397
SSC70179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,3,0,0,0,5,9,0,3,0,9,3,0,0,0,5,3,0,0,0,7,0,3,0,0,3,3,0,0,0,3,4,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,4,7,4,0,15,0,0,0,0,0,40,25,4,3,78
SSC70180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,6,3,0,0,11,3,0,0,0,10,0,0,0,0,7,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,3,0,48
SSC70181,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,0,9,4,0,0,3,7,4,0,0,0,6,5,0,0,0,5,4,4,3,0,12,3,7,0,0,8,7,19,5,0,30,5,12,3,0,26,3,9,0,0,16,3,7,0,0,12,10,28,0,0,35,3,6,0,0,11,3,0,0,0,4,65,106,18,3,189
