SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC70275,..,24,40,41,40,27,0,0,0,175,..,5,40,48,17,4,0,0,0,127,..,3,0,0,3,3,0,3,0,12,373,..,..,..,..,..,..,..,..,373,..,22,..,..,..,..,..,..,..,22,..,67,42,9,3,0,0,0,0,125,..,36,20,18,5,7,3,0,0,90,..,3,4,0,4,4,0,0,0,18,..,0,0,0,0,5,0,0,0,6,..,0,3,7,0,3,0,0,0,17,5,0,0,3,0,0,0,0,0,10,384,171,160,129,73,52,11,3,0,980,..,28,41,37,42,24,3,0,0,179,..,17,59,32,8,3,0,0,0,124,..,10,35,24,13,15,3,0,0,106,314,..,..,..,..,..,..,..,..,314,..,33,..,..,..,..,..,..,..,33,..,62,41,3,0,4,0,0,0,108,..,33,30,7,9,7,4,4,0,91,..,3,3,3,9,0,0,0,0,21
SSC70276,..,0,6,13,24,16,14,0,0,71,..,0,0,9,5,7,10,0,0,36,..,0,0,0,0,0,0,0,0,3,40,..,..,..,..,..,..,..,..,40,..,3,..,..,..,..,..,..,..,3,..,11,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,6,..,0,0,0,5,15,9,3,0,31,0,0,3,0,0,0,0,0,0,10,40,10,16,29,35,45,31,7,0,208,..,0,5,13,15,22,8,0,0,80,..,0,3,11,9,5,5,0,0,39,..,3,0,3,6,0,0,0,0,9,29,..,..,..,..,..,..,..,..,29,..,6,..,..,..,..,..,..,..,6,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
SSC70277,..,7,56,90,78,59,44,21,3,352,..,5,16,16,12,8,9,0,0,66,..,0,0,0,4,8,0,0,0,17,210,..,..,..,..,..,..,..,..,210,..,52,..,..,..,..,..,..,..,52,..,40,21,14,9,0,0,0,0,81,..,7,15,3,3,4,3,0,0,32,..,15,16,8,5,0,0,0,3,49,..,6,29,12,3,9,10,0,0,72,..,3,8,11,15,9,3,0,0,46,3,8,11,0,4,0,0,0,0,30,218,134,177,155,135,90,67,21,6,999,..,19,60,103,72,57,28,9,0,349,..,8,17,20,7,6,6,0,0,66,..,3,11,21,14,9,4,4,0,68,160,..,..,..,..,..,..,..,..,160,..,45,..,..,..,..,..,..,..,45,..,11,23,0,0,0,0,0,0,39,..,5,3,0,3,13,4,10,0,42,..,4,13,3,3,0,0,0,0,28
SSC70278,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70279,..,0,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,3,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,5,8,5,5,7,3,0,0,49,..,3,3,3,3,0,0,0,0,10,..,0,3,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,8,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70280,..,0,26,65,65,66,46,16,0,295,..,0,20,14,17,8,0,0,0,58,..,0,3,3,3,5,0,0,0,14,185,..,..,..,..,..,..,..,..,185,..,50,..,..,..,..,..,..,..,50,..,42,29,6,6,4,0,0,0,87,..,5,13,5,4,0,0,0,0,28,..,6,9,4,7,3,0,0,0,29,..,6,8,3,10,3,3,0,0,35,..,3,5,12,15,9,9,5,0,56,3,4,0,7,4,3,0,3,0,20,189,112,117,112,127,105,63,31,7,860,..,4,36,78,73,56,33,8,0,297,..,4,19,16,20,6,0,0,0,61,..,0,3,20,16,9,3,0,0,61,161,..,..,..,..,..,..,..,..,161,..,57,..,..,..,..,..,..,..,57,..,22,10,4,0,0,0,0,0,39,..,12,8,3,3,3,3,3,0,39,..,3,3,3,0,6,0,0,0,19
SSC70281,..,3,14,14,12,13,0,0,0,62,..,0,0,0,0,0,0,0,0,0,..,0,0,3,4,0,3,0,0,9,73,..,..,..,..,..,..,..,..,73,..,3,..,..,..,..,..,..,..,3,..,9,3,3,3,0,0,0,0,16,..,4,3,4,6,0,0,0,0,22,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,74,29,20,31,22,17,3,3,0,200,..,13,16,19,10,16,0,0,0,67,..,0,3,0,0,0,0,0,0,3,..,4,5,0,0,0,0,0,0,18,48,..,..,..,..,..,..,..,..,48,..,4,..,..,..,..,..,..,..,4,..,12,0,0,0,0,0,0,0,16,..,5,4,3,4,3,0,0,0,16,..,0,0,0,0,0,0,0,0,0
SSC70282,..,4,0,4,3,0,0,0,0,19,..,0,0,4,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,7,..,3,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,18,14,11,10,9,3,4,0,0,63,..,3,0,5,3,0,0,0,0,14,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
SSC70283,..,0,0,0,3,5,0,0,0,10,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,3,0,3,5,5,0,0,34,..,0,0,3,0,3,3,0,0,8,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70284,..,11,23,28,15,7,4,0,0,90,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,9,97,..,..,..,..,..,..,..,..,97,..,4,..,..,..,..,..,..,..,4,..,11,10,3,0,0,0,0,0,21,..,19,19,3,6,0,0,0,0,58,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,97,52,60,38,27,9,10,0,3,300,..,12,30,20,17,10,3,4,0,96,..,0,0,0,0,0,0,0,0,0,..,7,7,3,0,0,0,4,0,21,94,..,..,..,..,..,..,..,..,94,..,5,..,..,..,..,..,..,..,5,..,21,5,3,0,0,0,0,0,35,..,11,12,4,6,8,3,0,0,52,..,0,5,0,0,0,0,0,0,9
SSC70285,..,0,3,5,12,13,8,0,0,43,..,0,0,0,4,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,3,..,0,0,0,5,7,3,0,0,19,0,0,0,0,0,0,0,0,0,0,15,6,8,6,23,22,12,0,0,96,..,0,9,5,16,14,3,0,0,39,..,0,0,0,3,6,0,0,0,10,..,0,0,3,0,0,0,0,0,7,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,3,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70286,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70287,..,4,14,15,9,4,3,0,0,45,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,5,33,..,..,..,..,..,..,..,..,33,..,4,..,..,..,..,..,..,..,4,..,8,0,0,0,0,0,0,0,11,..,9,3,0,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,36,32,21,15,12,8,3,0,0,132,..,6,13,14,7,3,0,0,0,44,..,4,0,0,0,0,0,0,0,4,..,0,0,0,3,4,0,0,0,16,52,..,..,..,..,..,..,..,..,52,..,3,..,..,..,..,..,..,..,3,..,6,0,0,0,0,0,0,0,9,..,9,3,0,8,7,0,0,0,29,..,0,0,0,0,0,0,0,0,0
SSC70288,..,0,4,8,0,5,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,4,3,0,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,9,8,0,4,0,0,0,41,..,0,3,8,0,3,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,10,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,5,0,3,0,0,0,0,0,6,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0
SSC70289,..,0,5,0,7,0,0,0,0,16,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,25,..,..,..,..,..,..,..,..,25,..,4,..,..,..,..,..,..,..,4,..,5,0,0,0,0,0,0,0,12,..,7,0,4,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,5,5,5,0,0,0,0,66,..,0,4,5,0,0,0,0,0,17,..,0,0,0,3,0,0,0,0,4,..,3,0,0,0,0,0,0,0,9,27,..,..,..,..,..,..,..,..,27,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70290,..,0,3,0,4,8,8,0,0,17,..,0,0,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,7,..,0,3,10,10,15,11,0,0,53,0,0,0,7,5,3,0,0,0,13,4,3,8,22,24,29,16,0,0,110,..,0,4,0,7,9,3,0,0,20,..,0,3,0,6,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC70291,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70292,..,4,59,106,117,63,32,6,0,385,..,25,75,54,41,12,4,3,0,208,..,0,3,5,12,8,3,3,0,35,357,..,..,..,..,..,..,..,..,357,..,56,..,..,..,..,..,..,..,56,..,78,26,5,0,0,0,0,0,111,..,14,3,4,3,9,0,0,0,33,..,11,8,4,6,4,3,0,0,30,..,13,19,13,7,5,5,0,0,57,..,5,28,18,22,22,17,6,0,127,3,11,4,0,4,0,0,0,0,24,364,206,221,221,210,126,59,18,3,1432,..,7,95,116,112,62,13,3,0,406,..,34,75,57,42,10,7,3,0,223,..,9,33,39,30,9,3,0,0,129,336,..,..,..,..,..,..,..,..,336,..,64,..,..,..,..,..,..,..,64,..,60,13,4,0,0,0,0,0,72,..,12,4,0,6,7,3,3,0,47,..,3,3,3,0,0,0,0,0,12
SSC70293,..,0,28,47,19,14,10,4,0,124,..,11,44,10,8,4,0,0,0,71,..,0,0,3,0,0,0,0,0,7,52,..,..,..,..,..,..,..,..,52,..,12,..,..,..,..,..,..,..,12,..,9,3,0,0,0,0,0,0,13,..,3,3,6,0,0,0,0,0,15,..,0,12,3,0,0,0,0,0,18,..,16,41,9,7,7,0,0,0,76,..,0,18,4,12,6,0,0,0,39,0,4,5,4,0,0,0,0,0,9,52,55,142,90,45,32,8,5,0,435,..,4,44,39,22,15,4,5,0,127,..,13,41,9,3,4,0,0,0,74,..,0,3,3,4,0,0,0,0,11,58,..,..,..,..,..,..,..,..,58,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,0,0,0,0,6,..,3,3,0,0,0,0,0,0,11,..,0,9,0,0,0,0,0,0,10
SSC70294,..,0,46,95,92,71,46,17,0,381,..,7,33,30,26,8,3,4,0,112,..,0,0,12,5,10,3,0,0,31,279,..,..,..,..,..,..,..,..,279,..,51,..,..,..,..,..,..,..,51,..,54,19,8,5,0,0,0,0,83,..,10,4,7,3,0,5,0,0,26,..,3,8,4,10,0,0,0,0,32,..,7,19,9,9,6,7,0,0,56,..,0,3,15,15,5,5,0,0,46,7,8,7,3,4,0,3,0,0,27,281,145,136,180,159,108,73,18,0,1109,..,4,67,105,102,59,40,9,0,387,..,14,39,34,19,16,4,0,0,125,..,3,17,34,23,13,9,3,0,94,252,..,..,..,..,..,..,..,..,252,..,45,..,..,..,..,..,..,..,45,..,25,10,4,0,3,0,0,0,47,..,6,4,0,3,9,5,0,3,34,..,7,8,0,4,0,0,0,0,21
SSC70295,..,6,23,32,31,34,8,3,0,140,..,11,42,28,23,4,0,3,0,105,..,0,3,5,0,0,0,0,0,6,198,..,..,..,..,..,..,..,..,198,..,25,..,..,..,..,..,..,..,25,..,47,20,12,0,0,0,0,0,81,..,46,30,24,31,10,3,0,0,138,..,0,3,3,0,0,0,0,0,6,..,0,3,4,0,0,0,0,0,7,..,0,4,0,6,7,0,0,0,28,0,4,3,0,0,0,0,0,0,4,204,136,127,105,94,52,15,8,0,742,..,10,30,29,32,29,6,0,0,136,..,15,41,29,15,0,0,0,0,110,..,11,16,16,25,10,8,0,0,88,185,..,..,..,..,..,..,..,..,185,..,25,..,..,..,..,..,..,..,25,..,40,19,8,3,0,0,0,0,69,..,24,20,16,29,8,7,0,0,104,..,3,0,3,0,3,0,0,0,13
SSC70296,..,0,15,4,4,0,0,0,0,22,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,11,17,14,5,0,0,0,0,68,..,0,12,4,6,0,0,0,0,24,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,8,30,..,..,..,..,..,..,..,..,30,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,3,0,0,0,3,0,0,11,..,0,0,0,0,0,0,0,0,0
SSC70297,..,3,12,5,6,7,3,0,0,42,..,0,3,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,52,..,..,..,..,..,..,..,..,52,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,6,..,10,3,0,0,0,0,3,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,52,26,17,14,13,7,3,3,0,127,..,12,11,4,8,4,3,0,0,38,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,4,0,0,0,5,38,..,..,..,..,..,..,..,..,38,..,0,..,..,..,..,..,..,..,0,..,14,3,3,0,0,0,0,0,19,..,6,7,0,0,0,3,0,0,14,..,0,0,0,0,0,0,0,0,0
SSC70298,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,3,7,0,6,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC70299,..,12,31,21,13,9,11,0,0,96,..,0,4,4,0,0,0,0,0,13,..,0,3,0,0,3,0,0,0,8,81,..,..,..,..,..,..,..,..,81,..,9,..,..,..,..,..,..,..,9,..,19,16,3,0,0,0,0,0,41,..,32,19,14,6,3,5,4,0,87,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,5,..,0,0,3,0,0,0,0,0,6,3,0,3,0,3,0,0,0,0,12,90,72,85,47,33,18,11,4,0,359,..,20,31,23,12,7,0,0,0,89,..,0,0,9,0,0,0,0,0,14,..,0,13,11,12,12,6,0,0,50,104,..,..,..,..,..,..,..,..,104,..,17,..,..,..,..,..,..,..,17,..,16,15,4,3,0,0,0,0,41,..,17,7,12,8,4,5,0,0,57,..,0,0,0,0,0,0,0,0,0
SSC70300,..,4,8,6,8,3,4,0,0,41,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,32,..,..,..,..,..,..,..,..,32,..,0,..,..,..,..,..,..,..,0,..,7,5,0,0,0,0,0,0,11,..,4,3,5,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,20,9,6,4,8,6,0,104,..,5,5,6,4,6,6,0,0,42,..,0,0,0,0,0,0,0,0,0,..,0,5,0,3,0,0,0,0,6,27,..,..,..,..,..,..,..,..,27,..,3,..,..,..,..,..,..,..,3,..,6,4,0,0,0,0,0,0,10,..,3,6,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0
SSC70301,..,15,25,33,15,15,4,0,0,104,..,3,0,4,4,6,0,0,0,14,..,0,0,0,0,0,0,0,0,6,102,..,..,..,..,..,..,..,..,102,..,3,..,..,..,..,..,..,..,3,..,13,7,3,0,0,0,0,0,20,..,14,3,6,5,0,0,0,0,36,..,0,0,3,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,3,..,0,3,0,4,3,0,0,0,10,3,4,4,3,3,0,0,0,0,17,105,54,42,50,31,20,4,0,0,316,..,20,27,32,13,5,6,0,0,102,..,0,3,4,3,0,0,0,0,12,..,3,10,13,3,10,3,0,0,40,101,..,..,..,..,..,..,..,..,101,..,3,..,..,..,..,..,..,..,3,..,18,5,4,0,0,0,0,0,29,..,14,9,3,8,4,0,3,0,44,..,0,0,0,0,0,0,0,0,0
SSC70302,..,0,25,18,9,23,4,0,0,82,..,7,34,10,8,7,0,0,0,62,..,0,0,0,0,0,0,0,0,0,35,..,..,..,..,..,..,..,..,35,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,28,36,4,3,0,0,0,0,76,..,37,47,28,27,20,3,0,0,164,0,3,3,0,3,0,0,0,0,7,35,79,144,64,46,56,9,0,0,436,..,3,31,12,14,17,3,0,0,75,..,6,25,9,9,3,0,0,0,51,..,0,3,5,3,0,0,0,0,9,21,..,..,..,..,..,..,..,..,21,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
