SSC_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
SSC70001,0,0,20,20,0,5,6,9,11,16,15,38,32,11,12,54,29,15,8,51,23,9,11,41,9,4,5,17,3,0,0,3,0,0,0,0,98,53,77,234,0,0,11,11,0,5,5,12,19,13,10,40,26,14,6,42,27,16,12,56,22,7,5,34,7,0,5,16,0,0,0,3,0,0,0,0,99,63,60,218,0,0,39,39,0,9,16,23,27,25,18,77,55,30,14,97,56,28,23,105,45,18,16,71,16,4,10,28,3,0,3,3,0,0,0,0,198,115,136,450
SSC70002,0,0,3,3,0,0,7,13,0,4,9,12,3,3,8,14,5,0,10,19,7,3,9,17,13,3,18,34,0,0,7,8,0,0,0,0,30,13,68,117,0,0,9,9,0,0,10,8,3,5,4,19,0,0,7,11,13,8,11,32,9,0,7,20,5,3,5,11,0,0,3,7,0,0,3,0,35,23,62,115,0,0,7,7,0,0,21,19,3,12,12,31,3,3,12,23,23,8,17,46,14,0,21,36,17,3,19,43,0,0,9,16,0,0,3,7,67,37,126,230
SSC70003,0,0,64,64,3,4,49,50,44,36,84,155,73,24,52,144,62,27,40,123,44,7,28,83,63,10,22,88,8,0,10,23,3,0,0,5,298,110,329,739,0,0,39,43,6,7,47,60,65,35,52,147,76,35,39,147,57,23,45,128,56,13,32,99,36,6,29,70,8,0,22,28,0,0,3,5,307,110,311,730,0,0,104,110,11,7,91,109,103,68,134,304,149,60,89,295,121,52,76,251,101,21,56,182,95,11,51,158,17,3,29,48,4,0,8,10,606,222,643,1467
SSC70004,0,0,25,25,10,0,9,24,10,10,11,37,11,3,6,16,7,0,6,20,6,0,4,11,3,0,0,4,3,0,0,3,0,0,3,3,49,20,67,134,0,4,16,19,6,3,18,26,9,4,12,25,8,3,16,32,14,0,10,25,7,0,8,12,3,0,4,12,0,0,0,0,0,0,0,0,48,20,95,160,0,4,35,39,18,8,27,51,22,11,30,63,15,8,26,45,24,3,23,43,8,3,12,24,5,0,9,13,3,0,0,0,0,0,3,5,96,33,160,288
SSC70005,0,0,0,0,0,0,0,0,3,0,9,16,3,0,3,12,0,0,10,10,3,0,3,10,0,0,4,4,0,0,0,0,0,0,0,0,12,3,36,49,0,0,0,0,0,0,8,8,8,0,6,16,3,0,3,9,3,0,8,11,0,0,4,8,0,0,0,3,0,0,3,3,0,0,0,0,14,3,32,47,0,0,0,0,0,3,8,5,9,4,19,26,7,0,9,17,3,0,18,19,7,0,10,15,5,0,4,11,0,0,3,3,0,0,0,0,27,8,69,99
SSC70006,0,0,11,10,5,4,17,29,12,13,19,44,8,6,8,22,12,4,7,14,6,4,5,19,0,0,3,3,0,0,0,0,0,0,0,0,40,25,72,139,0,0,14,21,3,3,6,13,13,7,11,38,3,4,7,22,11,3,7,24,7,0,7,12,0,0,3,3,0,0,0,0,0,0,0,0,42,26,64,136,0,0,29,33,6,5,23,36,26,16,34,79,8,15,18,40,18,7,17,39,11,4,15,33,3,0,3,7,0,0,0,0,0,0,0,0,82,53,142,274
SSC70007,0,0,8,8,0,3,4,9,24,16,14,59,49,19,9,76,25,7,10,52,16,3,15,30,7,0,0,3,0,0,0,0,0,0,0,0,126,53,55,236,0,0,4,4,0,3,9,9,34,30,11,71,46,18,5,75,19,9,8,37,15,3,9,29,4,0,0,3,0,0,0,0,0,0,0,0,124,57,43,224,0,3,5,6,0,4,14,22,66,44,21,128,95,35,18,146,48,12,19,80,26,7,18,58,7,0,3,10,0,0,0,3,0,0,0,0,251,111,100,461
SSC70008,0,0,8,11,3,0,3,4,9,4,10,19,3,0,3,9,8,3,10,16,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,19,12,35,67,3,0,11,9,5,0,6,11,0,4,10,11,3,3,12,22,7,3,14,26,0,0,3,7,0,0,3,3,0,0,0,0,0,0,3,3,20,13,62,99,3,0,16,19,3,0,10,18,9,7,18,33,7,3,20,27,10,10,24,42,3,0,9,11,0,0,3,3,0,0,0,0,0,0,3,3,39,19,98,160
SSC70009,0,0,13,14,5,3,17,21,15,4,9,29,13,0,3,17,5,3,11,18,4,0,3,8,5,0,3,6,0,0,0,3,0,0,0,0,47,14,62,123,4,0,13,21,10,3,15,28,10,0,11,27,8,3,6,24,9,0,7,17,7,0,3,8,3,0,3,7,0,0,3,3,0,0,0,0,45,12,66,128,3,0,35,34,15,5,32,49,23,7,19,52,22,6,11,36,16,4,20,35,6,0,9,18,6,0,7,9,0,0,5,5,0,0,0,0,94,23,134,250
SSC70010,0,0,5,5,0,0,0,0,3,3,8,8,3,0,0,8,0,0,0,7,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,12,3,12,31,0,0,4,4,0,0,0,4,0,0,0,4,6,0,3,9,3,0,3,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,7,15,30,0,0,5,5,0,0,0,4,4,5,6,12,7,0,3,14,7,0,3,12,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19,5,27,62
SSC70011,0,0,51,57,11,4,22,42,34,5,20,54,37,4,11,55,31,7,7,43,5,0,7,16,4,0,5,12,0,0,0,0,0,0,0,0,128,26,134,282,7,3,53,63,22,3,16,41,30,11,40,81,34,4,23,65,25,3,28,56,9,3,19,25,3,0,3,6,0,0,6,6,0,0,0,0,121,26,186,340,10,3,107,123,30,7,38,81,63,16,61,132,71,9,33,121,55,11,35,98,17,3,29,47,7,0,7,15,0,0,4,4,0,0,0,0,249,52,320,624
SSC70012,0,0,0,0,0,0,0,0,3,0,4,11,3,0,0,0,3,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,27,0,0,3,3,0,0,0,3,5,3,3,10,0,0,4,3,5,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12,4,15,27,0,0,3,3,0,0,0,6,13,6,11,22,3,0,4,7,3,0,5,8,3,0,3,4,0,0,3,3,0,0,0,0,0,0,0,0,22,5,29,54
SSC70013,0,0,12,16,3,0,9,12,13,3,9,25,27,0,6,38,21,0,9,29,8,0,4,9,4,0,4,10,5,0,3,3,0,0,0,0,77,6,60,141,0,0,16,12,9,0,3,11,16,0,11,28,23,0,10,33,21,0,8,28,8,0,20,23,6,0,6,10,3,0,4,7,0,0,3,3,79,11,81,172,0,3,29,30,11,0,10,21,32,3,24,57,49,0,21,71,35,0,17,59,17,0,20,40,13,0,10,20,7,0,9,11,0,0,3,3,153,15,141,307
SSC70014,0,3,61,64,0,6,54,61,42,38,63,145,89,26,34,144,65,30,37,136,78,18,32,125,48,3,14,69,13,0,4,17,4,0,0,3,339,120,312,765,0,0,66,72,4,12,54,64,64,32,44,149,89,32,44,161,68,32,40,141,76,10,40,126,24,7,26,61,14,0,9,20,0,0,0,0,343,126,327,795,0,3,133,133,4,19,105,125,107,76,109,285,177,49,79,307,140,58,78,277,153,27,73,255,75,4,40,127,23,0,19,40,4,0,7,4,688,239,641,1567
SSC70015,0,0,78,83,0,8,48,60,61,37,66,159,107,19,37,164,107,26,35,168,87,24,36,146,34,0,17,51,11,0,6,17,0,0,0,4,408,111,319,843,0,3,56,57,4,18,29,50,91,35,67,195,119,26,52,192,108,25,42,177,82,11,44,128,28,0,26,54,3,0,12,17,0,0,9,9,425,116,331,876,0,3,132,140,4,26,77,105,143,79,130,353,223,43,89,359,212,47,81,339,169,34,73,276,56,0,45,99,21,0,14,36,0,0,6,11,838,234,649,1721
SSC70016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70017,0,0,6,6,4,0,3,9,7,3,3,12,10,0,3,13,3,0,0,3,4,0,6,9,0,0,3,3,0,0,0,0,0,0,0,0,31,3,25,55,0,0,3,3,6,0,4,8,9,0,8,16,5,0,7,12,0,0,8,13,6,0,7,14,0,0,8,8,0,0,0,3,0,0,0,0,25,4,41,70,0,0,5,5,12,0,4,18,15,3,13,28,16,0,12,23,0,0,12,15,13,0,5,20,0,0,9,10,0,0,0,3,0,0,0,0,56,3,62,120
SSC70018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC70019,0,0,7,5,0,0,0,0,3,0,7,8,3,4,11,14,8,0,8,16,9,0,5,9,3,0,3,5,0,0,0,0,0,0,0,0,25,9,38,68,0,0,3,3,0,0,3,6,6,3,15,17,3,5,7,13,3,4,9,12,7,0,10,13,5,0,3,5,0,0,0,0,0,0,0,0,24,10,51,82,0,0,10,12,3,0,0,5,11,4,19,31,3,3,22,34,8,9,16,34,10,3,17,30,3,0,6,14,0,0,0,0,0,0,0,0,46,18,91,153
SSC70020,0,0,4,7,5,0,5,11,12,0,3,11,5,4,5,13,3,3,5,13,7,0,3,7,3,0,0,3,0,0,0,0,0,0,0,0,31,9,23,65,5,0,3,5,3,0,4,3,13,0,5,23,3,4,5,13,0,0,4,8,6,0,3,7,0,0,3,7,0,0,0,0,0,0,0,0,33,4,29,71,6,0,8,15,4,0,5,11,24,0,7,35,9,10,6,25,8,3,9,18,8,0,6,15,3,0,3,4,0,0,3,3,0,0,0,0,67,9,51,130
SSC70021,0,0,3,5,0,0,3,5,0,9,6,15,0,0,0,3,5,0,7,6,5,3,0,7,0,0,0,3,4,0,0,4,0,0,0,0,14,14,19,49,0,0,0,0,3,0,5,10,0,4,6,12,0,0,6,9,8,0,3,9,3,3,3,5,0,0,4,7,0,0,0,0,0,0,0,0,14,9,27,48,0,0,7,4,3,3,10,14,0,12,11,23,5,0,4,9,8,0,8,15,5,4,3,11,0,3,8,5,4,0,0,4,0,0,0,0,26,19,46,94
SSC70022,0,0,78,74,3,27,74,101,86,90,114,291,128,42,57,227,115,26,49,189,62,10,35,104,22,0,13,34,11,3,4,10,0,0,0,0,422,199,421,1043,0,8,81,87,10,41,59,111,111,87,72,270,135,42,82,261,98,22,68,187,47,10,51,112,14,3,24,39,4,0,23,22,0,0,0,0,418,209,463,1089,0,6,153,162,10,65,132,213,191,180,185,559,266,83,142,493,211,46,117,377,107,18,84,216,37,6,37,80,8,3,27,39,0,0,3,3,837,411,882,2134
SSC70023,0,0,14,14,7,3,6,18,24,7,7,33,9,5,7,19,9,3,5,15,0,0,7,8,0,0,3,3,0,0,0,3,0,0,0,0,48,16,46,109,0,0,10,13,9,0,11,13,22,7,12,45,5,4,7,10,9,3,9,21,0,0,5,5,3,0,8,8,0,0,0,0,0,0,0,0,44,16,55,115,3,0,15,24,10,4,19,33,45,10,20,82,12,11,12,28,12,9,14,40,0,0,14,16,3,0,7,15,0,0,0,3,0,0,0,0,88,31,109,225
SSC70024,0,0,16,16,0,0,10,11,3,3,5,16,0,3,8,11,9,5,19,35,15,7,13,31,6,3,19,28,3,0,6,10,0,0,0,0,34,19,102,157,0,0,6,6,0,0,7,8,4,3,12,21,4,3,8,20,6,5,11,29,8,4,17,29,4,0,7,15,0,0,0,0,0,0,3,4,32,22,83,136,0,0,25,25,0,3,14,17,10,6,22,33,10,8,15,31,15,16,33,65,23,5,31,55,11,3,28,36,3,0,9,13,3,0,3,3,72,39,179,291
SSC70025,0,0,58,58,0,4,65,71,38,36,76,159,64,12,32,113,93,16,17,123,51,13,12,73,28,0,7,32,5,0,0,8,0,0,0,0,282,84,267,633,0,0,44,46,3,19,25,43,56,34,35,129,80,16,21,109,76,15,20,117,57,6,16,79,18,0,12,28,3,0,4,7,0,0,4,4,290,90,175,556,0,0,100,103,3,20,90,113,95,73,117,284,142,25,48,222,169,29,36,240,106,16,29,155,42,3,18,60,7,0,7,12,0,0,3,3,567,174,449,1190
SSC70026,0,0,24,24,0,3,22,29,10,12,15,36,22,10,16,55,41,14,18,77,32,13,13,55,23,0,5,32,4,3,3,15,3,0,0,3,141,57,130,325,0,4,20,26,0,7,11,17,9,13,8,30,33,14,11,54,42,11,12,59,27,6,16,49,22,0,15,31,3,0,4,11,3,0,0,4,143,53,88,287,0,4,41,45,0,10,37,51,22,24,24,69,53,25,29,111,83,27,28,135,63,21,28,105,42,0,23,66,11,3,11,21,5,0,0,4,278,114,217,609
SSC70027,0,3,59,67,3,39,38,81,100,89,56,247,135,27,19,181,64,19,17,99,27,4,12,48,14,0,3,17,11,0,4,11,0,0,0,4,356,183,210,748,0,12,40,53,8,54,35,99,136,85,44,270,134,21,28,179,45,9,22,77,24,5,25,53,11,0,19,31,5,0,13,20,0,0,0,0,371,187,223,775,0,19,104,120,10,92,81,181,238,178,108,519,271,48,45,360,108,29,36,172,53,11,35,102,31,0,18,47,17,0,14,30,3,0,0,3,721,370,437,1526
SSC70028,0,0,10,10,0,3,9,8,4,0,11,17,0,3,9,11,5,3,5,13,0,0,4,5,0,0,0,3,0,0,0,0,0,0,0,0,9,9,47,63,0,0,3,3,0,0,8,4,0,0,4,13,0,0,6,9,4,5,3,9,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,7,7,32,51,0,0,13,13,0,0,12,14,4,0,16,25,3,4,13,17,7,9,8,22,0,0,6,13,0,0,3,3,0,0,0,0,0,0,0,0,16,20,79,115
SSC70029,0,0,14,16,0,3,10,18,14,3,18,30,12,3,8,22,10,10,12,34,17,0,9,24,11,3,7,21,0,0,0,0,0,0,0,0,68,22,79,166,0,0,6,7,4,4,3,11,18,4,10,32,15,3,12,30,8,6,10,26,15,4,9,22,10,0,3,13,0,0,3,3,0,0,0,0,64,22,60,151,0,3,22,22,3,5,15,27,32,10,29,67,24,4,26,57,17,18,21,56,32,5,19,51,23,3,15,37,0,0,3,4,0,0,0,0,131,48,140,315
SSC70030,0,0,21,21,0,3,7,11,14,23,20,51,25,15,16,56,29,6,18,48,28,11,24,58,13,3,6,26,0,0,3,7,0,0,0,0,109,66,109,279,0,0,22,22,4,10,9,18,17,16,3,39,28,18,9,58,31,10,6,50,15,10,13,38,13,3,0,20,0,0,3,3,0,0,0,0,109,65,72,245,0,0,41,41,7,13,16,29,28,42,24,97,49,37,22,113,53,16,20,98,48,14,33,100,27,8,8,42,7,0,3,10,0,0,0,0,220,130,180,527
SSC70031,3,0,19,15,12,0,14,28,29,3,12,41,20,0,8,33,18,0,3,22,8,0,3,10,5,0,0,3,0,0,0,0,0,0,0,0,93,8,62,163,3,0,25,27,13,0,14,30,31,0,18,47,23,0,5,28,18,0,13,29,4,3,7,12,0,0,4,9,0,0,0,0,0,0,0,0,93,4,81,185,5,0,36,44,26,4,29,58,59,3,34,90,40,4,18,59,37,0,17,52,15,3,6,26,5,3,9,11,0,0,0,0,0,0,0,0,188,17,149,348
SSC70032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70033,0,0,13,13,0,0,6,9,0,3,8,14,3,0,7,12,3,0,3,6,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,14,3,42,63,0,0,7,7,0,0,3,3,4,3,12,20,7,0,10,16,5,0,10,14,0,0,5,5,0,0,3,3,0,0,0,3,0,0,0,0,16,0,44,68,0,0,16,16,0,0,12,12,8,7,24,32,9,0,11,22,6,0,16,19,3,0,9,10,0,0,3,7,0,0,0,3,0,0,3,3,30,7,85,126
SSC70034,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,3,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,14,0,0,3,3,0,0,0,0,5,0,0,6,0,0,0,3,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,12,0,0,3,3,0,0,0,0,11,0,0,9,0,4,3,8,0,0,0,0,3,3,0,9,3,0,0,3,0,0,0,0,0,0,0,0,15,5,5,28
SSC70035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70036,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,0,0,3,3,0,0,0,0,0,4,0,4,3,8,0,7,3,0,3,6,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,5,12,7,26
SSC70037,0,0,31,32,0,8,22,26,3,22,30,64,3,23,20,44,7,16,19,40,4,10,10,28,5,4,9,18,4,0,3,5,0,0,0,0,25,85,144,258,0,3,29,28,0,6,28,32,7,25,20,54,3,25,27,51,9,13,21,43,9,8,11,26,0,4,8,14,0,0,4,4,0,0,0,0,27,90,141,254,0,6,59,64,0,16,44,59,9,49,52,110,7,41,47,101,11,29,43,82,17,24,16,55,5,5,12,31,4,0,4,10,0,0,0,0,56,170,284,514
SSC70038,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,11,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,9,0,0,0,0,0,0,0,0,3,3,0,11,3,0,0,3,3,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,25
SSC70039,0,0,91,91,0,14,59,71,49,52,78,185,82,40,37,152,103,27,47,182,106,19,28,158,43,3,24,78,16,3,13,32,3,0,0,10,404,159,384,952,0,0,89,88,7,25,43,76,81,59,72,213,85,42,51,175,112,25,65,206,100,14,62,172,31,3,39,69,9,3,14,28,0,0,6,8,427,169,441,1035,0,0,174,180,7,36,107,147,135,118,149,396,162,81,82,324,219,57,115,391,207,34,91,327,77,13,67,150,23,4,30,54,6,0,7,17,835,328,828,1985
SSC70040,0,0,28,26,0,0,27,22,30,15,32,80,45,6,15,62,31,7,7,46,43,3,12,59,30,0,5,36,6,0,0,13,0,0,3,3,178,34,131,346,0,0,21,20,0,0,10,11,40,16,45,97,47,3,15,63,31,3,19,52,41,0,29,74,19,0,15,29,6,0,16,15,0,0,3,3,178,25,164,373,0,0,47,52,0,0,33,37,65,32,79,178,91,9,27,126,62,13,24,100,85,3,45,135,49,0,22,66,16,0,12,28,0,0,3,3,358,63,295,716
SSC70041,0,0,0,0,0,0,0,4,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,14,0,0,3,3,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,16,0,0,3,3,0,4,0,7,4,4,3,9,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,8,9,9,29
SSC70042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70043,0,0,7,7,5,0,4,9,18,0,15,36,13,0,4,18,9,0,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,38,90,0,0,8,7,6,0,0,7,20,0,4,26,8,0,3,11,7,0,6,13,6,0,3,10,0,0,0,0,0,0,3,3,0,0,0,0,52,0,30,79,0,0,15,15,12,0,6,14,39,0,20,60,21,0,9,29,18,0,11,24,7,0,3,13,0,0,0,3,0,0,3,3,0,0,0,0,96,0,70,172
SSC70044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,8,4,0,12
SSC70045,0,0,5,9,0,0,3,6,4,0,3,10,4,0,4,8,8,3,3,14,0,0,3,10,3,0,4,8,0,0,0,0,0,0,0,0,27,5,32,62,0,0,0,0,0,0,3,4,5,0,8,16,8,0,6,14,3,0,4,9,7,0,3,11,0,0,0,4,0,0,0,0,0,0,0,0,22,6,32,60,3,0,7,13,3,0,8,11,12,0,10,25,10,4,10,26,8,5,10,19,10,0,10,16,4,0,8,8,3,0,0,4,0,0,0,0,53,12,57,118
SSC70046,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,0,5,11,0,3,4,8,3,0,9,14,0,0,0,0,0,0,0,0,10,3,27,39,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,0,3,9,0,0,4,4,0,0,0,0,0,0,0,0,11,6,11,28,0,0,3,3,0,0,0,0,0,0,0,0,4,0,3,9,5,3,8,19,3,3,4,17,9,0,10,20,0,0,0,0,0,0,0,0,21,5,40,69
SSC70047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70048,0,0,0,0,0,0,3,4,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,14,0,0,3,3,0,0,3,5,0,0,0,4,6,0,0,6,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,22
SSC70049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
