SSC_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SSC70176,167,66,72,109,138,84,26,13,3,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,12,10,12,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,13,10,9,7,3,0,72,3,5,17,13,10,9,7,3,0,72,163,77,85,122,151,99,35,15,3,753
SSC70177,122,41,54,75,92,58,30,9,0,485,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,3,0,0,18,8,0,3,3,3,0,6,0,0,24,0,0,4,0,6,4,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,10,15,16,20,3,0,85,13,3,7,10,15,16,20,3,0,81,135,49,62,81,107,77,52,17,0,568
SSC70178,209,163,241,204,224,254,144,41,9,1486,0,0,0,0,0,3,0,0,0,3,0,36,63,24,18,16,14,0,0,174,0,3,6,3,12,20,34,9,0,88,0,16,41,19,26,18,7,0,0,124,0,0,5,5,5,9,18,6,0,59,3,4,31,21,19,10,7,6,0,106,0,0,0,0,3,5,6,0,0,20,0,6,3,9,9,12,12,0,0,58,0,0,0,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10,62,160,86,87,93,108,28,0,633,8,62,160,88,87,98,108,28,0,634,217,225,394,287,315,350,247,67,13,2123
SSC70179,44,25,28,39,62,67,41,15,0,325,3,0,0,0,0,0,0,0,0,4,4,0,0,0,11,21,47,4,3,90,0,0,0,5,14,30,33,10,0,90,8,6,4,11,11,33,34,15,0,116,5,0,4,3,8,32,68,7,0,127,4,3,4,4,7,20,17,4,0,66,0,0,0,0,0,0,6,0,0,11,5,7,8,8,3,15,4,0,0,52,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,12,27,30,55,157,214,38,4,559,30,12,24,30,55,157,214,38,4,562,78,37,54,74,115,222,255,52,6,890
SSC70180,37,42,40,35,45,45,32,3,0,283,0,0,0,0,0,0,3,0,0,8,3,3,3,6,4,18,34,8,0,87,9,0,0,6,3,24,49,14,0,105,0,0,5,12,14,33,35,7,5,111,4,0,0,0,3,13,15,3,0,42,0,0,0,0,0,4,3,0,0,19,0,0,0,0,3,12,5,0,0,25,0,7,16,21,23,23,11,0,0,98,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,35,44,48,133,159,36,7,484,13,10,35,44,51,133,159,36,7,484,46,56,73,80,95,176,193,38,7,768
SSC70181,188,84,76,143,95,90,60,34,3,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,8,0,3,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,12,12,16,4,0,60,0,0,14,3,12,12,16,4,0,62,188,85,84,145,108,105,78,35,3,834
SSC70182,0,24,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,9,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,9,3,0,0,0,33,0,0,6,13,9,3,0,0,0,33,0,27,6,13,15,3,0,0,0,62
SSC70183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70184,7,7,10,4,12,8,10,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,7,4,10,6,11,8,10,0,0,62
SSC70185,98,75,54,48,56,40,8,3,0,375,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,0,0,0,21,0,3,0,4,3,13,3,0,0,29,98,79,57,50,59,55,13,3,0,412
SSC70186,329,229,209,185,128,78,30,5,0,1183,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,8,15,12,13,7,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,12,11,14,20,6,0,0,79,8,13,13,14,19,20,6,0,0,92,335,244,221,195,147,93,33,4,0,1279
SSC70187,437,270,477,403,336,239,149,79,7,2406,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,0,10,0,0,3,0,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,13,11,6,12,12,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,17,13,22,10,12,3,3,97,13,17,15,13,19,10,12,3,3,109,450,279,497,415,360,249,161,86,10,2512
SSC70188,34,25,24,18,17,8,7,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,34,25,24,24,16,6,13,0,0,146
SSC70189,227,101,124,60,41,39,11,0,0,599,0,3,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,3,7,3,0,0,0,36,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,13,10,9,13,0,0,0,53,10,13,13,10,9,13,0,0,0,61,235,114,136,71,48,49,11,0,0,660
SSC70190,69,40,36,32,18,17,13,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,69,40,36,33,18,14,13,0,0,224
SSC70191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70192,430,239,252,308,243,216,142,50,9,1890,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,6,3,4,0,3,0,14,0,0,0,0,0,0,4,0,0,11,0,3,0,0,3,3,4,3,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,7,3,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,5,5,16,16,9,0,66,5,7,10,5,4,15,16,7,0,69,433,241,260,321,247,229,161,62,9,1959
SSC70193,786,378,427,405,364,265,154,42,6,2829,4,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,8,0,0,13,4,0,6,0,0,3,0,0,0,12,0,0,6,0,0,3,4,0,0,13,0,0,4,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,3,20,18,11,12,5,0,3,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,21,14,10,8,26,5,3,134,26,21,29,16,8,8,26,5,3,147,811,400,449,424,376,275,179,50,12,2974
SSC70194,6,3,6,7,0,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,6,0,0,7,3,5,6,0,0,22,0,0,0,0,0,3,9,0,0,12,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,3,3,0,10,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,8,12,24,17,3,0,77,6,5,4,8,12,24,17,3,0,77,9,7,11,22,14,23,17,3,0,107
SSC70195,120,46,116,90,65,51,11,4,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,20,0,0,0,0,5,3,0,0,0,8,0,0,0,0,3,4,3,4,0,14,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,5,4,3,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,10,15,26,13,8,0,86,5,5,6,10,15,26,13,8,0,86,126,51,127,107,77,77,22,10,0,597
SSC70196,44,22,23,38,25,4,5,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,0,3,0,0,0,0,6,44,27,23,38,25,4,5,0,0,168
SSC70197,12,4,13,7,18,10,4,0,0,64,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,3,0,0,22,0,0,3,0,4,10,5,0,0,23,0,0,0,0,0,3,4,0,0,14,0,0,4,3,3,3,0,0,0,14,0,0,3,0,5,7,8,0,0,19,0,0,0,0,0,0,0,0,0,9,0,3,5,0,9,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,24,45,21,5,0,119,5,8,10,11,23,45,21,5,0,124,19,12,21,16,39,57,20,5,0,190
SSC70198,707,266,626,384,209,73,16,8,0,2287,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,5,3,0,23,0,0,0,0,0,0,3,3,0,8,0,4,3,0,0,4,3,0,0,14,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,9,0,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,3,8,24,16,10,0,85,5,14,16,3,8,24,16,10,0,94,711,280,641,390,221,94,30,16,0,2381
SSC70199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70200,49,73,50,41,32,21,12,3,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,14,0,0,0,3,3,0,3,4,0,14,49,73,49,40,31,26,21,10,0,303
SSC70201,388,236,294,303,244,194,148,59,7,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,4,9,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,11,11,22,14,21,15,3,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,22,22,23,25,19,3,0,141,15,11,25,22,23,25,19,3,0,139,400,243,320,325,267,219,171,60,13,2009
SSC70202,8,134,13,3,5,3,3,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,7,0,3,0,0,3,3,0,0,0,7,8,137,11,3,4,6,3,0,0,175
SSC70203,120,55,54,41,40,46,11,3,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,16,129,61,54,38,41,42,10,3,0,382
SSC70204,42,15,26,12,18,10,0,0,0,114,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,3,7,0,0,0,0,0,0,0,20,42,20,26,14,16,12,5,0,0,133
SSC70205,23,11,10,6,9,3,0,0,0,61,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,13,10,6,9,3,0,0,0,61
SSC70206,130,76,63,38,23,12,3,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,10,0,0,4,0,4,0,0,0,0,10,130,76,64,40,30,18,3,0,0,360
SSC70207,341,222,174,130,92,67,18,3,0,1045,14,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,5,3,0,15,0,0,0,0,0,0,9,0,0,14,0,0,0,8,0,10,3,0,0,16,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,9,3,13,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,9,10,17,20,6,0,95,17,11,9,12,10,21,20,6,0,112,363,229,181,139,106,91,38,10,0,1154
SSC70208,869,315,472,522,448,272,91,11,0,2998,5,3,0,3,0,0,0,0,0,12,4,4,3,3,5,6,9,0,0,41,0,0,3,0,0,5,6,0,0,17,10,9,7,12,17,21,6,3,0,85,10,0,12,3,0,8,0,0,0,30,0,0,3,3,4,5,0,0,0,12,0,0,0,0,0,0,0,0,0,4,29,8,67,27,30,23,3,0,0,197,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,53,24,98,55,58,67,34,4,0,392,50,28,97,59,58,67,34,4,0,401,918,341,571,577,507,340,127,11,0,3397
SSC70209,5,14,12,3,3,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,0,0,11,0,5,0,0,3,3,3,0,0,11,5,20,12,3,10,3,8,0,0,57
SSC70210,636,359,801,599,480,381,252,72,12,3593,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,9,11,0,0,32,3,3,6,0,4,6,0,3,0,29,0,0,0,3,3,3,4,0,0,21,0,0,3,0,4,0,7,5,3,32,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,5,10,22,14,16,11,6,0,0,86,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,23,38,17,43,30,35,17,3,216,15,23,35,17,43,31,35,17,3,216,649,376,839,616,520,417,287,91,21,3810
SSC70211,56,21,23,17,17,12,7,0,0,155,0,0,0,0,0,0,0,0,0,0,4,0,0,12,5,13,5,0,0,44,3,3,3,10,0,12,12,0,0,43,0,0,3,0,3,4,5,0,0,18,0,0,0,5,0,5,3,0,0,19,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,3,0,4,0,11,3,0,10,6,4,3,0,0,0,24,5,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,22,4,13,34,18,44,36,9,0,181,22,4,13,34,20,44,36,9,0,183,76,19,39,50,36,53,44,9,0,337
SSC70212,58,26,24,44,60,58,35,3,0,301,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,7,10,0,0,29,6,0,0,7,7,0,0,3,0,20,0,0,0,0,0,6,3,0,0,9,0,0,0,0,0,6,4,0,0,11,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,6,9,16,32,21,3,0,96,10,5,6,9,12,32,21,3,0,95,68,33,28,49,74,85,55,5,0,399
SSC70213,173,125,140,91,78,45,24,7,0,682,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18,8,7,6,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,19,8,9,7,0,0,0,63,7,13,19,8,9,7,0,0,0,65,182,136,158,98,87,55,24,7,0,749
SSC70214,3,3,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,3,4,3,0,0,0,0,0,13
