SSC_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SSC70275,0,0,0,8,3,6,16,0,18,3,0,3,23,0,23,16,0,17,20,3,19,34,3,35,22,4,25,24,3,29,10,4,17,9,3,13,26,4,31,15,0,18,6,0,9,3,0,3,9,0,9,40,0,43,7,0,9,283,34,317
SSC70276,0,0,0,0,0,0,3,0,0,0,7,9,9,10,14,3,7,9,4,3,11,3,3,13,12,4,15,11,8,12,5,3,9,12,3,9,9,6,18,8,0,8,8,0,13,6,0,5,11,0,11,20,0,21,3,4,9,129,63,190
SSC70277,4,3,11,3,8,5,0,0,4,3,4,8,13,11,17,12,6,18,19,12,28,16,11,29,33,11,37,33,10,36,29,6,34,22,7,33,62,8,73,42,3,50,40,3,44,27,3,32,60,6,64,71,13,86,10,3,14,484,129,612
SSC70278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70279,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,0,3,4,0,4,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,24,3,28
SSC70280,0,6,3,3,0,3,3,0,8,3,21,23,3,12,20,3,3,10,17,11,26,12,6,24,21,7,30,18,3,22,9,9,20,22,9,33,48,14,61,53,4,56,45,3,49,21,3,28,85,5,88,52,10,58,10,9,17,422,126,552
SSC70281,0,0,0,0,0,0,3,3,3,0,0,0,4,0,4,3,0,3,3,0,3,7,0,7,9,0,8,8,3,11,9,0,10,6,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,9,3,8,62,8,71
SSC70282,0,0,0,0,5,3,0,3,3,0,3,3,3,0,4,0,0,0,4,0,4,0,0,0,7,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,22,14,34
SSC70283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,12,7,18
SSC70284,0,0,0,0,0,0,3,0,3,0,0,0,6,0,5,0,0,0,6,0,6,9,0,9,0,0,6,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,15,0,16,81,3,85
SSC70285,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,3,0,7,5,0,4,6,3,3,6,0,0,3,6,6,8,8,0,8,0,0,0,9,0,9,3,0,6,12,0,12,8,0,7,0,3,3,55,37,85
SSC70286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,3,10,0,7,4,0,4,0,0,0,3,3,5,0,0,5,3,0,3,4,0,4,0,0,0,0,0,0,10,0,10,0,0,0,48,6,55
SSC70288,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,0,7,5,0,5,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,24
SSC70289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,8
SSC70290,0,4,4,0,0,0,0,4,4,0,0,0,0,5,5,0,4,4,3,3,4,0,9,9,5,9,7,3,6,11,0,4,5,3,3,6,6,14,16,0,0,0,4,0,4,0,4,4,3,0,3,3,0,3,0,3,3,27,60,92
SSC70291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70292,0,15,15,4,4,9,3,20,28,9,28,40,18,35,50,9,10,17,46,14,61,27,11,44,33,31,65,35,17,48,45,9,53,49,15,61,112,14,126,86,7,94,66,3,68,49,7,54,92,3,96,91,11,104,21,22,46,798,274,1068
SSC70293,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,15,3,15,19,3,8,12,10,11,20,40,15,57,26,15,40,23,7,27,27,16,38,49,15,60,25,11,42,4,0,7,224,122,352
SSC70294,4,3,5,0,3,3,0,0,3,0,3,3,9,7,15,11,10,23,15,6,23,28,3,26,19,11,30,26,7,36,39,15,57,31,12,41,84,13,97,71,0,78,68,4,69,51,4,59,74,4,82,78,6,81,13,5,21,631,126,756
SSC70295,4,0,4,18,5,23,32,5,42,9,5,19,22,3,28,27,6,29,23,0,24,25,4,30,37,4,38,19,3,17,15,4,14,7,5,10,14,3,17,3,0,3,0,0,4,8,0,8,14,0,14,28,0,28,3,0,6,311,50,360
SSC70296,0,0,0,3,0,3,3,0,3,0,0,0,4,0,4,3,0,3,4,0,4,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,31
SSC70297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,0,5,6,0,6,3,0,3,0,0,0,0,0,0,6,0,6,0,3,6,36,9,42
SSC70298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8
SSC70299,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,3,0,3,9,4,14,5,3,9,11,3,13,13,0,17,11,3,10,15,3,16,7,0,7,3,0,3,4,0,4,4,0,3,13,0,13,0,3,5,98,21,121
SSC70300,0,0,0,0,0,0,0,0,3,0,0,0,6,0,6,0,0,0,3,0,3,3,0,3,3,0,3,3,0,3,0,3,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,31,6,37
SSC70301,0,0,0,0,0,0,3,3,3,0,0,0,11,0,11,0,0,0,11,0,13,20,3,19,14,0,16,10,3,20,9,5,7,6,0,7,12,3,12,4,0,4,3,0,3,0,0,0,3,0,3,6,0,6,3,0,3,119,25,138
SSC70302,0,3,3,0,0,0,0,4,4,0,3,3,0,6,10,3,13,16,0,54,57,3,55,57,7,50,63,17,50,67,8,21,28,19,16,32,42,16,57,21,4,24,8,3,13,0,3,4,4,0,11,9,12,23,3,3,11,153,327,480
SSC70303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,7,5,16,10,5,13,9,8,12,22,3,23,55,3,59,46,3,43,37,3,39,28,0,32,48,3,51,34,5,37,4,0,6,297,55,353
SSC79494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
