SSC_CODE_2016,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_more_15_19_yrs,F_3000_more_20_24_yrs,F_3000_more_25_34_yrs,F_3000_more_35_44_yrs,F_3000_more_45_54_yrs,F_3000_more_55_64_yrs,F_3000_more_65_74_yrs,F_3000_more_75_84_yrs,F_3000_more_85ov,F_3000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot
SSC70075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70076,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,11,19,10,9,4,4,0,0,59,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,6,3,3,0,0,0,31,0,0,8,3,6,0,3,3,0,24,0,0,4,0,0,0,3,0,0,11,0,0,3,0,0,0,0,0,0,12,0,0,13,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7
SSC70077,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,5,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,8
SSC70078,0,0,0,0,3,4,3,0,0,21,0,3,3,6,6,4,0,3,0,29,0,3,13,7,4,9,4,0,0,31,0,7,12,11,19,4,3,0,0,55,3,4,15,13,21,11,9,0,3,73,0,3,14,10,10,11,3,0,0,55,0,4,15,10,14,5,0,0,0,48,0,0,9,7,19,6,0,0,0,42,0,0,8,20,25,13,0,0,0,64,0,0,0,8,3,3,3,0,0,14,3,7,19,11,13,12,4,4,0,77,31,29,128,114,143,92,40,17,7,600,34,0,14,5,6,10,9,3,0,77,17,0,0,0,4,0,0,3,0,33,7,0,6,4,0,3,4,0,3,23,0,0,3,7,3,3,0,4,4,19,3,0,0,0,3,4,9,3,0,31,3,4,3,3,6,4,10,5,0,37,3,8,11,14,5,14,7,0,0,59,0,11,24,11,22,8,12,3,0,94
SSC70079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,3,3,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,18,0,6,15,13,5,14,9,0,0,62,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,8,0,0,12,0,3,0,0,0,6,0,0,0,10,0,3,13,0,0,0,0,0,0,16
SSC70080,4,10,15,7,3,0,3,0,0,45,10,16,12,21,10,5,3,0,0,80,6,12,20,18,23,4,4,0,0,88,0,13,26,24,15,11,3,0,0,100,4,9,30,25,24,13,0,0,0,104,0,0,31,17,22,13,3,0,0,88,0,3,12,15,11,13,0,0,0,49,0,0,6,15,8,9,0,0,0,39,0,0,4,16,20,3,0,0,0,48,0,0,0,6,8,0,0,0,0,17,15,19,35,20,23,15,9,3,0,143,108,108,260,222,187,122,47,20,0,1074,66,19,40,18,16,16,10,0,0,181,31,6,5,8,3,5,3,0,0,61,26,15,14,16,7,7,11,3,0,92,18,6,17,12,15,9,13,19,0,116,8,12,17,14,3,9,8,6,0,75,16,23,20,25,14,14,4,3,3,114,11,31,33,19,25,12,3,0,0,139,5,38,49,45,27,25,9,0,0,191
SSC70081,0,0,3,4,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,3,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,6,14,16,20,21,3,0,85,4,0,4,0,3,4,0,0,0,21,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,12,11,3,0,25,0,0,0,3,6,3,9,0,0,24,0,0,3,8,3,10,13,0,0,31,0,0,0,0,0,3,0,0,0,7,0,4,0,0,4,6,6,0,0,18,0,0,3,0,0,0,3,0,0,10
SSC70082,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,3,9,4,0,0,25,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,16,0,0,0,0,3,5,5,0,0,17,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
SSC70083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,7,0,0,17,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC70084,3,3,10,9,5,0,7,0,0,47,5,8,19,10,11,6,8,0,0,71,3,14,39,27,13,3,7,0,0,109,7,24,38,26,17,12,3,0,0,122,0,20,58,32,36,12,3,0,0,168,0,7,44,27,32,15,0,0,0,124,0,4,37,30,16,9,0,0,0,93,0,3,22,20,17,8,0,0,0,69,0,0,16,19,21,12,0,0,0,65,0,0,3,9,8,5,0,0,0,26,7,12,38,18,6,9,6,3,0,105,89,117,413,272,218,133,55,16,0,1313,79,23,59,39,19,19,6,3,0,240,29,8,13,7,0,9,3,0,0,75,19,4,18,14,3,9,14,8,0,93,11,10,15,4,5,3,9,4,0,61,6,5,14,15,6,0,10,0,0,64,13,12,23,13,13,11,17,0,0,100,6,23,46,30,19,10,7,0,0,140,13,31,62,41,36,25,5,0,0,220
SSC70085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70086,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,10,4,0,0,0,0,31,55,48,67,74,30,34,14,3,0,332,68,9,6,3,0,3,0,0,0,83,11,23,20,26,8,4,3,4,0,91,14,35,70,67,38,34,13,8,0,289,0,10,22,18,14,5,4,0,0,70,0,0,0,0,4,0,0,0,0,9,0,0,3,9,5,8,0,0,0,21,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0
SSC70087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70088,3,4,14,12,4,18,17,10,0,71,4,4,23,15,7,15,9,3,3,76,3,5,25,10,8,7,6,0,0,70,5,19,39,20,15,22,10,3,0,126,3,13,40,27,30,24,11,0,0,146,0,3,40,31,26,21,7,0,0,123,0,0,27,27,27,23,0,0,0,111,0,0,14,17,32,19,7,0,0,90,0,0,17,18,27,26,3,0,0,91,0,0,0,5,8,3,0,0,0,25,13,3,48,30,23,24,16,3,3,153,72,63,307,241,235,234,103,28,7,1296,56,11,17,25,20,13,7,3,0,138,28,6,0,7,4,6,3,0,0,60,8,6,14,10,9,17,14,4,0,89,5,8,13,14,14,17,14,3,0,95,3,7,18,10,5,18,29,13,3,114,11,12,33,25,9,17,17,4,3,130,10,20,53,20,10,11,15,5,0,135,11,29,66,29,39,34,15,8,0,229
SSC70089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,8,3,4,3,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,13,18,13,6,0,0,0,0,55,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,3,3,3,3,7,3,0,0,0,0,17,4,4,13,3,4,0,0,0,0,27
SSC70090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,9,5,3,0,0,34,0,6,3,14,22,14,10,0,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,3,0,0,0,0,13,0,0,3,0,5,0,0,0,0,12
SSC70091,4,5,8,8,8,6,0,0,0,38,0,0,3,3,0,3,0,0,0,15,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,11,26,26,15,18,8,0,0,119,12,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,15,3,3,0,3,9,3,3,0,0,20,7,10,15,13,11,9,11,4,0,72,0,6,4,3,0,5,0,0,0,23,0,0,3,3,0,0,0,0,0,10,0,0,0,7,0,7,0,0,0,13
SSC70092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,7,0,3,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0
SSC70094,0,0,3,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,10,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,5,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,9,15,26,22,19,19,8,14,3,0,121,13,3,0,0,3,0,0,0,0,23,6,5,3,0,4,0,0,0,0,16,3,15,3,17,7,7,3,0,0,55,0,4,4,5,4,9,9,3,0,38,0,0,3,0,0,0,0,0,0,5,0,0,5,4,3,3,0,0,0,13,0,0,4,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,0,13
SSC70095,0,3,5,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,10,18,13,3,3,0,0,65,6,0,3,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,7,3,13,4,11,7,6,5,0,0,47,0,3,0,0,0,4,0,0,0,17,0,3,5,3,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,3,0,10,4,6,6,4,0,0,36,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3
SSC70097,0,4,8,0,6,3,11,10,6,55,0,0,6,9,10,6,12,13,9,72,0,0,15,3,10,10,10,5,0,57,3,8,14,8,9,11,13,3,0,75,0,11,40,14,26,17,9,6,0,121,0,0,25,21,19,11,4,0,0,78,0,0,30,25,10,14,3,0,0,83,0,0,14,24,18,5,3,0,0,71,0,0,16,27,29,18,5,0,0,98,0,0,0,6,17,9,3,3,0,49,6,7,28,19,20,17,19,18,15,150,49,44,230,195,193,151,127,74,47,1112,43,4,20,26,11,18,17,6,0,141,26,3,3,7,3,3,3,0,0,51,8,3,3,3,3,11,13,12,0,62,3,4,12,4,11,9,29,16,8,90,3,11,8,0,10,17,20,20,10,102,3,0,14,9,12,10,16,17,9,103,0,6,25,8,12,17,18,5,3,104,6,22,35,18,12,15,24,4,4,147
SSC70098,0,0,5,6,3,4,5,6,5,40,3,6,5,8,0,0,0,3,0,26,3,4,5,10,3,0,0,0,0,32,0,10,12,15,11,0,0,0,0,49,0,3,21,18,13,3,0,0,0,56,0,5,14,17,9,3,0,0,0,49,0,0,17,13,10,3,0,0,0,43,0,4,12,14,5,3,0,0,0,37,0,0,14,12,6,4,0,0,0,33,0,0,0,0,0,0,0,0,0,3,3,11,11,14,5,0,0,0,0,46,36,47,158,139,82,32,19,21,5,541,28,7,24,16,8,4,3,0,0,91,16,6,6,3,0,0,0,0,0,22,9,3,8,0,4,0,0,3,0,28,3,4,8,3,3,0,4,6,0,39,3,4,7,10,6,5,21,16,14,79,0,6,5,5,4,0,4,3,0,43,4,14,10,10,13,3,0,0,0,60,0,16,17,16,16,0,0,0,0,69
SSC70099,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,3,6,22,9,13,13,3,0,0,68,7,0,5,0,0,0,0,0,0,13,3,0,3,0,4,0,0,0,0,6,0,10,8,0,3,8,0,0,0,35,0,3,6,3,6,6,3,3,0,28,0,0,0,3,0,0,0,0,0,3,0,0,4,3,3,4,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4
SSC70100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,14,0,0,4,0,7,7,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SSC70101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,7,5,3,3,0,0,35,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7
