SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC70119,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,6,0,8,11,12,17
SSC70120,0,0,0,0,3,6,0,0,0,3,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,57,45,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,58,125,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,79,60,138
SSC70121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,0,0,0,0,0,0,3,7,13,23,13,41,46,39,79
SSC70122,0,0,0,5,3,8,0,0,0,0,4,8,0,0,0,24,15,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,43,30,70,0,0,0,0,0,0,0,0,0,21,12,30,0,0,0,0,0,0,21,12,30,15,6,20,0,0,0,0,0,0,15,6,20,27,20,51,99,73,169
SSC70123,17,24,41,89,94,184,0,0,0,6,9,10,0,0,0,155,169,325,0,0,0,8,0,11,3,3,4,0,3,3,8,4,13,0,0,0,0,0,0,0,0,0,10,13,21,0,0,3,0,0,0,46,57,101,9,9,17,0,0,0,335,356,686,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,7,0,4,7,391,337,728,3,0,6,0,3,3,396,342,731,138,117,259,887,843,1730
SSC70124,0,0,3,0,4,3,0,0,0,6,0,4,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,211,242,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,220,263,485,0,0,0,0,0,0,0,0,0,5,9,15,0,0,0,0,0,0,5,9,15,14,20,30,0,0,0,0,0,0,14,20,30,23,46,69,271,333,605
SSC70125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70127,8,0,13,87,17,105,0,0,0,10,0,10,0,0,0,144,40,183,0,0,0,3,0,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,3,10,0,7,15,3,20,0,0,0,0,0,0,22,5,27,10,5,16,0,0,0,302,79,375,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,269,61,331,0,0,0,0,0,0,272,61,331,978,99,1082,1566,250,1810
SSC70128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70129,44,28,67,326,218,546,0,0,0,29,27,57,0,0,0,623,323,948,3,4,3,27,16,48,7,3,9,0,0,8,31,27,59,0,0,0,8,3,14,18,11,33,49,35,85,4,5,7,3,3,6,96,88,186,52,47,99,3,0,3,1297,807,2105,16,3,17,14,9,26,0,0,0,3,0,0,0,0,0,3,4,5,3,6,7,878,482,1367,7,3,7,3,0,3,890,488,1381,1307,221,1527,3569,1565,5132
SSC70130,0,0,0,9,13,25,0,0,0,0,0,0,0,0,0,24,24,49,0,0,0,0,0,0,0,0,0,0,0,0,14,20,37,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,62,59,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,62,0,0,0,0,0,0,32,32,62,579,105,687,666,200,865
SSC70131,0,0,3,4,3,8,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,0,0,9,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,37,0,0,0,0,0,0,17,20,37,6,3,9,35,35,70
SSC70132,25,55,75,264,265,530,0,0,0,20,17,36,0,0,0,486,431,917,3,3,3,7,9,16,8,8,17,0,0,0,17,20,37,0,0,0,8,11,14,14,21,27,45,46,88,3,4,6,0,5,6,115,124,238,36,33,72,0,0,0,1028,996,2019,0,3,3,9,6,17,0,0,0,3,3,5,0,0,0,3,9,10,6,9,20,880,699,1579,8,4,16,7,5,11,895,711,1600,358,288,649,2316,2069,4380
SSC70133,0,5,7,20,19,39,0,0,0,0,0,0,0,0,0,16,23,40,0,0,0,0,0,0,0,0,3,0,0,0,20,30,52,0,0,0,0,0,3,8,4,15,3,0,3,0,0,0,0,0,0,9,9,16,10,12,19,0,0,0,90,103,192,0,0,3,0,0,0,0,0,0,6,12,17,0,0,0,0,0,0,6,12,17,83,60,149,0,0,0,0,0,0,83,62,148,57,36,98,247,219,470
SSC70134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,25,33,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,7,40,39,80,70,79,151
SSC70135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70136,10,7,16,39,42,79,0,0,0,3,0,3,0,0,0,90,104,198,3,0,3,3,7,8,0,0,0,0,0,0,4,0,7,0,0,0,3,0,3,0,0,0,9,3,12,0,0,0,0,0,7,30,23,51,3,8,10,0,3,3,195,194,385,3,0,3,3,3,3,0,0,0,13,3,12,0,0,0,3,0,3,10,3,15,216,178,394,0,0,0,0,0,0,217,178,394,143,114,260,577,500,1081
SSC70137,0,0,0,11,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,88,152,0,0,0,0,0,0,71,88,152,56,55,115,141,163,301
SSC70138,22,38,62,76,72,144,0,0,0,9,9,14,0,0,0,169,171,338,3,5,4,31,26,51,3,7,12,0,3,3,4,8,14,0,0,0,6,8,8,7,6,13,11,9,23,0,4,3,0,3,3,34,39,74,14,16,28,0,0,0,361,379,736,10,13,28,11,8,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,364,324,689,4,0,4,0,3,3,372,325,697,90,114,201,870,881,1757
SSC70139,18,31,46,63,88,149,0,0,0,12,15,24,0,0,0,237,227,468,0,0,0,16,12,27,3,0,9,8,11,20,12,10,17,3,0,4,3,3,9,30,26,50,5,10,16,0,0,0,6,3,13,13,26,41,26,34,61,0,0,0,435,468,904,36,40,81,15,18,31,0,0,0,0,0,0,6,10,19,0,3,3,13,6,16,374,357,733,4,3,3,0,8,8,382,368,747,88,111,202,987,1037,2027
SSC70140,0,0,0,14,12,28,0,0,0,0,0,0,0,0,0,16,15,34,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,5,0,4,0,0,0,43,43,85,0,0,0,0,0,0,0,0,0,17,12,34,0,0,0,0,0,0,17,12,34,72,55,123,0,0,0,0,0,0,72,55,123,31,32,69,169,140,313
SSC70141,0,0,3,0,3,3,0,0,0,28,25,55,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0,0,0,37,44,73,0,0,0,0,0,0,0,0,0,93,98,193,0,0,0,0,0,0,93,98,193,18,22,40,0,0,0,0,0,0,18,22,40,15,13,24,164,172,334
SSC70142,0,0,0,3,5,11,0,0,0,0,4,4,0,0,0,7,14,16,0,0,0,0,0,0,0,0,0,0,0,0,53,64,119,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,4,3,56,53,106,0,0,0,124,142,267,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,21,15,33,0,0,3,0,0,0,22,12,37,47,41,89,196,204,394
SSC70143,99,121,217,127,160,286,0,0,0,31,30,61,0,0,0,590,676,1267,5,3,12,117,120,241,16,18,37,11,9,20,16,21,31,0,0,3,21,24,47,42,50,96,21,32,55,5,3,6,10,7,21,81,92,171,72,66,140,0,0,0,1174,1311,2488,40,32,72,52,59,110,0,3,3,4,6,13,4,3,4,3,7,11,8,16,25,678,604,1285,5,3,9,6,4,9,687,611,1297,361,366,731,2427,2518,4944
SSC70144,4,11,13,73,75,142,0,0,0,21,27,46,0,0,0,133,131,268,0,0,0,3,0,3,3,3,3,0,0,0,3,0,3,0,0,0,3,5,11,10,6,15,14,16,26,0,3,3,0,0,0,16,23,37,14,15,26,0,0,0,293,309,603,3,3,3,5,0,5,0,0,0,0,3,6,0,0,3,0,3,3,3,9,13,239,239,476,0,0,0,3,0,4,244,236,481,200,175,375,748,743,1488
SSC70145,11,16,31,160,164,318,0,0,0,23,35,58,0,0,0,279,290,569,0,0,0,3,0,8,12,3,16,3,4,9,16,13,25,0,0,7,8,6,10,22,23,41,15,19,29,0,0,5,3,3,8,52,48,94,37,35,74,0,0,0,637,643,1283,19,21,39,13,9,17,0,3,3,14,3,15,5,0,5,9,10,22,22,12,36,532,469,994,0,4,4,0,3,4,529,470,1005,369,331,702,1603,1503,3114
SSC70146,4,12,19,47,63,113,0,0,0,31,36,63,0,0,0,134,113,241,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,0,0,0,3,8,9,3,6,7,13,5,18,0,3,3,0,3,3,17,19,38,14,27,42,0,0,0,272,285,557,13,10,24,4,3,5,0,0,0,3,3,10,0,0,0,11,8,15,10,9,25,215,200,416,4,3,7,0,0,0,225,201,423,235,204,436,768,736,1495
SSC70147,0,0,0,10,18,29,0,0,0,18,30,45,0,0,0,24,42,67,0,0,0,0,0,0,0,0,0,5,4,8,19,48,66,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,10,11,22,3,3,11,0,0,0,87,161,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,56,0,0,0,0,0,0,32,22,58,26,15,40,147,200,349
SSC70148,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,100,125,227,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,9,0,0,0,112,147,256,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,5,5,10,27,35,60,0,0,0,0,0,0,27,35,60,40,41,83,182,225,410
SSC70149,12,8,15,11,15,33,0,0,0,6,15,20,0,0,0,36,39,71,0,0,0,7,3,8,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,0,0,0,4,3,5,0,0,0,0,0,0,4,7,16,0,0,0,0,0,0,72,83,162,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,6,3,9,12,85,72,157,0,0,0,0,0,0,85,75,158,34,39,69,203,212,413
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,47,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,43,47,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,0,0,0,0,0,0,7,7,12,0,3,3,57,55,112
SSC70152,0,0,0,0,4,6,0,0,0,142,164,304,0,0,0,8,8,13,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,0,0,0,0,0,0,12,23,29,7,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,181,201,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,153,0,0,0,0,0,0,79,76,159,39,34,70,293,315,606
SSC70153,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,11,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,20,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,38,0,0,0,0,0,0,23,16,38,11,13,21,48,40,87
SSC70154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,5
SSC70155,29,29,50,5,3,6,0,0,0,4,3,4,0,0,0,35,31,59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,6,6,4,6,0,0,0,57,44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,44,120,0,0,0,0,0,0,75,44,121,37,37,72,190,157,347
SSC70156,0,3,3,31,26,54,0,0,0,3,0,3,0,0,0,40,32,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,3,3,7,4,3,0,4,0,0,0,10,7,18,0,0,3,0,0,0,96,76,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,52,125,0,0,0,0,0,0,74,52,122,108,102,210,275,238,510
SSC70157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,107,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,15,13,113,125,239
SSC70158,6,11,21,65,79,140,0,0,0,33,43,77,0,0,0,176,209,385,0,5,3,5,4,9,0,3,3,17,10,27,50,74,125,0,0,0,10,4,11,19,30,47,9,14,19,0,3,3,0,3,3,29,35,62,51,51,98,0,3,3,465,561,1023,16,10,25,8,7,17,0,0,0,0,0,0,3,3,10,3,3,7,9,9,19,424,390,812,0,0,0,0,4,3,421,390,814,178,168,343,1112,1158,2267
SSC70159,32,43,73,202,170,369,0,0,0,19,17,31,0,0,0,454,417,876,0,0,3,57,45,99,0,4,4,0,3,3,10,9,24,0,0,0,8,11,24,5,13,20,23,25,49,7,3,7,3,0,0,64,60,127,17,26,40,0,0,0,874,806,1682,66,60,124,30,19,54,3,0,4,0,0,0,5,4,5,5,12,10,8,11,20,672,509,1184,4,6,11,3,8,14,685,520,1203,363,201,571,2061,1670,3729
SSC70160,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,8,3,12,8,11,19,21,22,47
SSC70161,82,104,178,151,176,325,0,0,0,29,29,55,0,0,0,487,537,1026,0,3,3,171,159,328,14,17,33,5,6,8,23,24,47,3,6,7,14,17,33,33,35,69,24,19,50,3,8,11,0,3,3,69,69,143,57,52,111,3,0,3,1086,1156,2248,48,42,88,32,29,59,0,3,3,0,0,0,5,3,9,19,19,41,25,27,51,764,652,1418,13,4,13,3,5,12,780,663,1446,277,226,501,2328,2247,4578
SSC70162,0,0,0,6,12,21,0,0,0,0,0,0,0,0,0,6,6,17,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,5,3,7,3,8,0,0,0,0,0,0,22,26,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,21,0,0,0,0,0,0,16,8,21,9,9,19,53,47,94
SSC70163,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,5,3,10,6,3,11,17,16,32
SSC70164,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,20,0,0,0,0,0,0,11,10,20,6,9,21,21,24,44
SSC70165,3,5,8,23,23,49,0,0,0,0,0,0,0,0,0,41,55,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,3,9,17,3,6,13,0,0,0,80,106,184,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,63,162,0,0,0,0,0,0,98,63,162,47,49,98,233,219,452
SSC70166,0,0,0,11,14,21,0,0,0,0,0,0,0,0,0,9,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,3,0,0,0,24,31,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,43,95,0,0,0,0,0,0,48,43,95,7,7,18,88,84,165
SSC70167,10,18,26,70,68,131,0,0,0,7,9,18,0,0,0,155,156,313,0,0,0,24,21,37,0,5,3,0,0,0,3,3,10,0,0,0,32,41,76,4,3,10,6,13,18,0,0,0,3,5,5,27,32,65,21,23,44,0,0,0,356,380,732,18,6,26,12,11,23,0,0,0,6,6,16,3,5,8,3,3,3,8,16,28,327,325,649,5,3,9,0,0,0,335,327,661,129,112,240,870,875,1743
SSC70168,34,39,72,128,142,268,0,0,0,19,14,30,0,0,0,242,284,526,3,4,6,89,89,178,0,0,0,5,3,12,5,9,17,3,0,5,0,15,15,9,19,26,17,13,32,0,4,4,3,3,5,24,27,55,31,41,68,0,0,0,585,665,1246,17,23,44,24,22,42,0,0,0,0,0,0,0,3,4,7,4,10,7,4,11,351,313,663,11,4,13,0,3,3,362,318,674,96,105,200,1124,1179,2302
SSC70169,35,54,88,118,139,260,0,0,0,19,25,45,0,3,3,381,455,837,0,0,0,42,33,74,15,12,21,9,8,14,13,12,24,0,0,0,10,18,27,12,14,25,16,14,30,0,0,3,16,18,27,59,44,104,38,42,82,3,7,6,744,842,1590,11,9,20,25,43,64,0,0,0,0,0,0,0,0,9,3,4,4,5,6,10,432,386,813,4,0,8,0,0,4,442,386,824,197,206,402,1452,1546,3000
SSC70170,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,12
SSC70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70172,4,4,5,14,5,18,0,0,0,0,0,0,0,0,0,37,42,82,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,440,395,837,7,5,13,0,0,0,518,468,981,0,0,0,0,0,0,0,0,0,167,143,309,0,0,0,0,0,0,167,143,309,226,236,458,0,0,3,8,3,10,233,237,468,273,258,538,1195,1113,2308
SSC70173,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,7,8,11,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,18,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,15,42,0,0,0,0,0,0,29,15,42,9,5,16,52,40,89
SSC70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70175,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,5,10
SSC70176,3,3,11,43,42,83,0,0,0,0,3,5,0,0,0,92,71,162,0,0,0,16,20,28,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,13,8,26,11,12,20,0,0,0,0,0,0,12,19,31,10,12,30,0,0,0,203,189,388,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,111,258,0,0,0,0,0,0,150,108,261,37,24,56,398,326,721
SSC70177,15,12,28,21,17,44,0,0,0,6,3,8,0,0,0,70,51,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,3,6,7,11,3,3,3,0,0,0,119,83,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,84,189,0,0,0,0,0,0,111,81,194,59,33,86,301,216,517
