SSC_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
SSC70215,0,5,3,11,0,0,0,4,8,10,0,19,0,9,0,16,3,13,0,11,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,46,4,66,0,5,0,5,7,5,0,12,3,18,0,20,3,15,5,26,3,8,0,11,3,7,0,7,4,7,0,7,0,3,0,3,0,0,0,0,28,65,3,95,0,12,3,17,6,9,0,15,11,27,0,36,7,26,3,33,5,18,0,28,3,10,0,11,4,8,0,9,0,3,0,3,0,0,0,0,36,118,5,162
SSC70216,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,4,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,14
SSC70217,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,4,4,0,3,3,9,0,3,0,3,0,0,0,0,0,4,3,9,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,19,4,30
SSC70218,3,8,3,17,0,12,0,13,9,15,4,31,4,16,0,21,3,12,0,16,3,8,10,24,0,3,0,3,0,0,0,0,0,0,0,0,25,78,24,122,3,5,0,10,9,11,0,16,10,27,9,51,6,19,4,26,13,8,3,21,0,17,12,34,0,3,0,5,0,4,0,4,0,0,0,0,44,94,35,172,3,16,5,26,10,17,0,29,21,47,19,87,15,29,3,48,15,25,3,38,3,29,26,57,3,4,0,6,0,3,0,3,0,0,0,0,69,176,55,295
SSC70219,0,42,8,49,0,62,3,67,15,239,27,274,10,191,21,225,18,179,22,215,8,119,23,148,12,74,15,100,0,12,3,18,0,0,0,3,64,908,129,1104,8,45,6,57,0,63,14,78,15,269,36,317,19,194,25,244,24,158,26,203,17,96,20,127,8,40,0,51,3,16,0,23,0,0,3,4,100,882,124,1103,4,87,9,101,4,126,19,148,29,504,59,593,30,385,52,470,39,334,47,417,27,208,44,273,17,117,15,148,3,35,4,40,0,0,3,5,162,1793,251,2203
SSC70220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC70221,0,3,0,3,3,17,0,19,0,3,0,7,0,3,7,4,0,9,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,39,7,56,0,10,0,12,4,6,0,15,0,4,0,3,5,3,7,13,3,4,0,6,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,35,11,55,0,17,0,18,5,22,0,31,0,4,3,12,4,9,8,22,6,13,0,24,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,16,72,21,111
SSC70222,0,4,3,8,0,8,3,14,5,14,3,19,0,8,3,10,0,6,3,9,0,4,4,10,0,4,0,8,0,0,0,0,0,3,0,3,8,49,18,78,0,0,0,0,0,6,6,21,3,20,4,31,0,3,0,3,0,5,5,13,0,3,4,12,0,6,0,6,0,0,0,0,0,0,0,0,6,50,22,86,0,4,3,10,0,16,8,28,9,32,8,50,0,9,3,16,5,15,5,20,4,10,8,16,0,15,0,16,0,0,0,0,0,3,0,3,16,99,39,160
SSC70223,3,3,0,4,0,4,0,6,0,4,0,5,3,3,0,4,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,27,3,37,3,7,0,9,0,3,0,5,3,3,0,8,3,3,0,7,3,3,0,8,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,18,22,4,43,5,6,0,13,6,7,0,10,5,8,4,20,5,7,0,8,3,6,0,13,3,3,0,7,0,4,0,3,0,3,0,3,0,0,0,0,22,52,3,75
SSC70224,0,15,4,20,0,10,0,11,3,14,0,17,0,13,4,15,7,12,6,24,0,20,4,30,4,11,5,17,0,5,0,8,0,0,0,0,20,99,28,143,0,8,0,11,0,5,4,9,3,13,3,19,3,13,4,18,3,16,3,23,3,19,0,19,3,8,0,11,3,4,0,4,0,0,0,0,22,76,19,117,0,20,8,29,3,14,4,24,12,19,9,36,7,21,12,35,12,28,7,48,3,35,7,51,4,20,5,30,3,11,4,17,0,0,0,0,38,179,49,257
SSC70225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,3,0,11,0,11,0,3,0,3,0,0,0,0,0,0,0,0,0,21,0,20
SSC70226,0,12,0,13,0,8,3,11,5,24,3,26,3,24,20,42,5,13,0,15,6,14,3,17,0,3,0,3,0,3,0,3,0,0,0,0,16,89,30,135,0,8,0,10,0,6,3,9,0,26,3,29,3,22,16,43,7,14,0,15,3,16,0,19,0,7,0,9,0,10,0,10,0,0,0,0,18,95,27,143,0,17,7,19,0,13,4,20,6,44,3,53,8,44,41,92,4,29,0,34,12,24,3,35,0,9,0,6,0,10,0,10,0,0,0,0,33,189,52,274
SSC70227,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,4,0,4,0,5,0,8,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20
SSC70228,0,0,0,0,0,3,0,3,3,9,0,7,0,6,0,8,0,10,3,12,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,31,10,38,0,3,0,3,0,3,0,3,0,3,0,9,0,3,0,3,0,7,0,7,0,7,0,10,0,3,3,5,0,0,0,0,0,0,0,0,0,31,7,42,0,3,0,3,0,5,3,9,3,16,3,17,0,9,0,12,0,14,3,22,0,9,3,14,0,3,3,8,0,0,0,0,0,0,0,0,3,61,18,83
SSC70229,5,17,6,35,4,38,3,44,15,56,5,72,6,40,0,48,11,32,4,46,9,24,3,32,0,10,0,10,0,0,0,0,0,0,0,0,51,213,22,285,10,23,3,30,6,38,0,50,23,58,0,87,16,48,0,69,19,33,9,60,13,18,5,29,0,13,0,9,0,5,0,5,0,0,0,3,84,231,22,334,13,36,8,61,15,70,7,90,39,109,5,156,26,84,3,120,26,63,17,109,15,39,9,57,0,24,0,23,0,4,0,4,0,0,0,3,138,443,41,622
SSC70230,0,4,0,4,0,3,0,3,0,6,0,6,0,3,0,3,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,15,3,23,0,0,0,0,0,3,0,3,0,8,0,8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,3,20,0,8,0,8,0,3,0,3,0,9,0,9,0,5,0,5,0,0,0,0,0,3,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,31,5,42
SSC70231,3,66,17,80,3,77,17,89,8,257,47,307,11,214,42,270,19,190,39,243,11,160,27,191,7,78,17,107,8,25,7,37,0,3,3,9,68,1072,203,1339,4,64,13,86,3,61,15,82,12,288,45,351,19,242,39,301,21,166,33,226,20,158,25,201,3,61,13,78,7,22,9,38,0,12,5,12,94,1076,200,1371,6,132,30,165,7,135,31,175,22,545,94,660,31,453,85,574,43,356,74,471,29,316,54,397,16,142,29,184,12,47,13,69,0,14,4,18,161,2144,405,2712
SSC70232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,4,11,3,13
SSC70233,0,15,0,10,0,13,0,13,0,17,0,21,0,9,0,13,0,10,0,10,0,8,0,8,0,3,0,3,0,0,0,0,0,0,0,0,0,70,3,72,0,14,0,19,0,10,0,10,0,11,0,13,0,9,0,9,0,6,0,12,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,61,3,67,0,23,3,29,0,28,0,28,0,31,3,33,0,20,0,25,0,20,0,19,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,132,5,145
SSC70234,9,129,8,147,3,135,16,160,14,392,42,451,27,331,37,395,17,206,25,243,11,86,7,101,4,33,3,39,0,12,7,19,0,3,0,8,87,1328,149,1560,4,93,6,103,8,132,14,148,36,384,36,456,50,293,21,365,23,180,19,220,18,85,14,120,8,42,3,52,0,6,0,10,0,3,0,6,153,1217,117,1486,12,221,16,249,11,269,29,308,51,775,79,914,80,629,63,765,37,380,42,466,27,167,20,218,14,71,4,87,0,24,5,27,0,7,3,12,238,2543,269,3047
SSC70235,0,8,3,13,0,6,3,14,5,35,10,43,3,33,11,49,0,44,11,58,3,50,7,59,3,35,17,53,0,3,3,3,0,0,0,0,22,216,59,299,5,12,0,17,3,18,3,17,4,34,11,47,10,27,6,42,4,42,6,53,3,58,10,72,3,13,8,27,3,6,0,11,0,0,0,0,29,212,52,288,4,20,3,26,3,23,5,34,8,63,17,92,13,61,17,90,8,89,19,118,7,105,15,132,8,52,27,80,5,4,3,13,0,0,0,0,47,424,114,583
SSC70236,0,0,0,0,0,0,0,0,0,3,5,8,0,3,0,7,0,6,5,6,0,9,5,14,0,0,6,7,0,0,0,0,0,0,0,0,0,22,16,42,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,3,3,3,3,6,0,11,7,14,0,0,0,0,0,0,0,0,0,0,0,0,3,17,12,32,0,0,0,0,0,0,3,3,0,8,9,14,0,5,0,5,3,7,5,12,0,15,8,27,0,3,3,6,0,0,0,0,0,0,0,0,3,41,32,72
SSC70237,4,53,18,73,6,45,12,67,14,167,37,219,9,117,17,138,7,112,25,143,5,82,16,111,0,39,6,49,0,10,3,16,0,4,0,3,54,623,146,824,7,45,10,60,3,55,13,71,26,140,37,209,15,132,23,170,17,113,25,153,19,86,24,131,8,33,12,49,0,7,0,7,0,3,0,5,95,608,153,855,7,98,26,131,10,101,32,141,44,308,78,424,25,251,35,315,21,224,52,295,26,169,45,238,8,68,18,97,0,16,6,24,0,6,3,9,146,1236,295,1676
SSC70238,3,11,12,29,6,12,0,20,17,24,17,55,10,24,0,35,5,22,5,24,3,12,3,17,3,3,0,7,0,3,0,7,0,0,0,0,44,112,37,193,11,11,9,27,7,8,5,26,16,33,12,57,10,22,0,32,14,22,4,39,5,23,3,29,6,5,0,15,0,8,0,8,0,0,0,3,66,134,36,238,10,26,23,56,13,26,10,50,28,55,28,112,20,43,0,69,20,43,6,65,10,42,3,51,11,14,0,20,4,13,0,16,0,0,0,3,112,254,72,434
SSC70239,4,20,0,24,3,14,0,17,3,35,6,44,4,34,3,37,3,17,3,19,0,17,4,24,0,9,0,11,0,4,5,4,0,0,0,0,16,145,19,184,3,22,8,29,3,17,0,17,7,41,3,48,7,28,5,41,4,14,4,25,10,20,3,31,3,3,0,7,0,3,0,3,0,0,0,4,47,147,19,209,5,34,5,54,6,29,0,38,9,72,12,90,14,56,6,82,8,33,6,48,16,35,7,53,3,11,0,17,0,8,6,12,0,3,0,3,62,293,45,397
SSC70240,0,4,0,4,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,0,4,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,15,0,16
SSC70241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70242,0,0,0,3,0,0,0,3,0,22,5,22,0,12,4,14,3,13,3,21,4,7,3,15,0,7,7,10,0,0,4,4,0,0,0,0,3,65,24,92,0,3,0,3,0,0,0,3,0,15,7,23,3,10,0,16,4,13,3,18,0,0,4,8,0,5,0,5,0,0,3,5,0,0,0,0,6,52,16,76,0,6,0,6,0,3,3,3,0,35,14,47,3,22,3,29,4,29,4,40,4,11,7,17,0,8,4,17,0,0,4,9,0,0,0,0,11,115,43,167
SSC70243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,7,6,9,0,4,0,6,0,0,0,0,0,0,0,0,0,14,10,23,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,3,10,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,13,13,26,0,3,0,4,0,0,0,3,0,4,0,3,0,0,3,3,0,5,7,16,3,11,4,20,0,4,3,8,0,0,0,0,0,0,0,0,5,30,20,51
SSC70244,3,20,0,23,0,11,3,14,4,24,7,28,3,23,3,28,4,25,0,30,0,18,0,18,0,3,3,4,0,0,0,0,0,0,0,0,21,121,15,154,0,24,0,21,0,12,6,12,4,22,9,40,4,40,7,52,3,26,0,28,0,19,0,20,0,4,0,4,0,3,0,6,0,0,0,0,22,146,24,189,6,38,0,46,3,22,5,30,7,43,7,68,6,64,13,85,5,48,0,59,3,34,0,41,0,4,4,13,0,3,3,4,0,0,0,0,39,272,41,344
SSC70245,7,54,15,74,3,145,27,182,18,484,98,593,17,286,44,351,21,223,43,291,24,182,32,237,7,84,18,109,5,25,5,35,0,9,0,11,91,1497,284,1875,3,57,8,65,5,148,16,166,24,479,83,592,22,247,49,321,24,185,28,243,29,152,40,216,14,60,11,79,4,25,3,26,0,5,0,13,119,1359,234,1715,6,110,22,139,7,295,44,349,37,965,181,1182,36,539,94,670,46,414,76,527,46,337,72,455,16,140,23,186,6,52,9,62,0,15,8,21,206,2857,518,3586
SSC70246,0,0,0,0,0,4,0,5,0,0,0,3,0,0,3,3,0,3,0,3,0,5,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,17,9,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,13,0,0,0,4,0,7,0,7,0,7,5,10,0,0,3,3,0,3,0,10,0,6,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,22,13,40
SSC70247,0,8,3,14,0,9,0,14,0,14,3,13,0,10,0,10,0,3,0,10,0,5,0,9,0,12,0,12,0,0,0,0,0,0,0,0,8,70,9,83,0,5,0,5,3,8,0,20,0,20,3,20,0,7,0,3,0,6,0,4,0,3,0,7,4,6,0,10,0,0,0,0,0,0,0,0,15,57,4,74,0,11,3,17,5,23,4,30,3,34,8,39,0,18,0,20,0,12,0,17,0,13,0,16,4,15,0,22,0,0,0,0,0,0,0,0,17,120,13,157
SSC70248,0,0,0,0,0,3,0,4,0,18,7,20,0,8,3,16,0,12,0,12,0,4,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,44,12,57,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,6,0,5,0,19,7,24,0,11,3,17,0,12,0,12,0,8,0,8,0,3,0,5,0,0,0,0,0,0,0,0,0,51,8,64
SSC70249,0,0,0,0,0,3,7,11,0,0,0,0,0,4,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,19,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,3,6,9,0,5,0,5,0,4,0,3,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,31
SSC70250,0,3,0,3,0,0,0,0,0,5,8,16,0,3,0,5,3,4,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,13,12,33,0,0,0,0,0,4,0,3,0,7,9,12,4,7,0,9,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,8,26,0,3,0,3,0,4,0,4,0,11,11,24,4,7,3,12,4,8,0,6,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,30,15,56
SSC70251,9,72,13,91,7,67,39,115,27,168,50,248,11,140,50,207,20,170,34,222,15,137,36,192,11,72,18,98,4,18,6,26,0,0,0,0,110,857,248,1206,5,60,18,87,14,85,23,119,29,197,31,263,25,137,29,188,28,149,38,215,18,133,18,168,10,52,8,68,0,14,14,28,0,4,3,8,131,829,180,1144,18,137,26,180,19,154,58,233,61,366,86,504,35,282,79,394,51,319,77,443,32,273,56,359,17,122,23,166,4,33,18,56,0,3,3,7,239,1685,424,2351
SSC70252,0,7,0,7,0,10,0,10,3,15,0,21,0,8,0,8,0,8,0,8,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,0,3,65,0,65,0,9,0,9,0,14,0,14,0,14,0,17,0,5,0,5,0,8,0,6,0,7,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,61,0,65,0,19,0,21,0,20,0,26,3,36,0,40,0,18,0,18,0,13,0,15,0,13,0,13,0,4,0,4,0,0,0,0,0,0,0,0,5,125,0,128
SSC70253,0,23,3,26,0,47,7,53,9,175,40,222,3,106,19,133,6,100,28,130,3,50,10,67,3,28,7,32,0,11,3,12,0,0,0,4,30,533,130,685,0,19,0,18,0,42,20,60,22,189,54,264,4,101,25,129,13,81,19,108,5,80,19,106,3,28,7,35,0,6,0,14,0,3,0,3,46,549,144,740,3,39,4,46,3,92,24,118,27,364,101,486,10,208,44,264,21,179,50,246,11,130,33,170,3,55,12,69,0,18,3,21,0,6,3,8,76,1080,271,1429
SSC70254,0,23,8,28,3,20,5,29,3,79,4,82,3,55,4,61,3,43,4,51,3,28,8,39,0,26,0,23,0,6,5,9,0,0,0,0,14,282,37,326,0,12,0,12,0,26,0,27,3,80,4,87,5,49,4,63,3,35,3,40,9,41,9,48,0,19,0,22,0,5,0,5,0,4,0,4,26,264,23,311,0,39,3,42,5,44,4,55,6,158,9,170,8,108,9,125,8,79,11,98,7,64,8,90,0,38,3,46,0,8,7,11,0,4,0,4,42,543,58,638
SSC70255,0,19,0,26,0,12,4,15,3,31,6,37,3,48,9,56,6,41,5,51,0,27,4,36,7,23,3,28,0,5,3,6,0,0,0,4,21,207,40,267,0,6,0,13,0,8,0,14,8,31,5,47,3,38,10,48,5,33,5,50,6,26,4,36,0,21,3,22,0,4,0,5,0,0,0,3,27,172,36,234,0,31,0,33,0,22,6,23,13,62,16,81,3,85,21,108,17,73,13,100,11,60,11,75,7,40,6,50,0,16,0,18,0,3,0,3,49,380,73,500
SSC70256,0,0,0,0,0,0,0,0,0,3,0,8,0,4,0,4,0,5,0,10,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,23,3,27,0,0,0,3,0,0,0,0,0,5,0,3,0,3,0,5,0,3,3,7,0,7,0,10,0,0,0,0,0,0,0,3,0,0,0,0,4,24,5,38,0,0,0,3,0,0,0,0,0,11,0,9,0,10,0,10,0,10,4,16,0,17,0,16,0,0,0,0,0,0,0,3,0,0,0,0,4,48,7,62
SSC70257,0,14,0,15,4,11,5,17,4,5,3,8,0,8,4,12,0,17,3,25,0,16,4,18,0,10,0,10,0,3,4,4,0,0,0,0,9,80,18,108,0,4,0,11,0,5,0,8,3,13,3,20,0,5,0,6,4,16,3,19,3,15,7,18,0,7,0,7,0,4,0,4,0,0,0,0,3,66,14,87,0,15,5,25,4,12,3,19,4,14,6,30,0,13,3,21,3,32,7,42,3,27,7,38,0,16,0,17,0,7,4,12,0,0,0,0,18,142,38,197
SSC70258,0,16,3,18,0,49,10,61,3,134,29,162,4,62,4,69,0,49,10,57,3,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,312,58,375,0,14,3,18,0,23,0,27,11,108,12,124,7,38,4,44,0,31,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,209,27,246,0,32,4,33,0,64,18,83,13,237,40,293,11,96,10,113,0,77,11,90,3,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,27,522,82,630
SSC70259,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,3,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,22
SSC70260,0,6,3,14,3,0,0,3,5,13,12,25,0,13,0,19,0,10,5,14,0,5,0,5,0,3,0,3,0,0,0,0,0,0,0,0,13,53,18,87,8,0,0,8,0,6,0,11,3,8,14,27,0,7,3,8,4,6,0,15,0,4,0,9,0,7,0,6,0,0,0,0,0,0,0,0,26,50,19,94,8,13,4,20,4,11,0,16,7,21,21,55,3,22,5,31,7,16,3,30,4,13,3,15,0,13,0,16,0,0,0,0,0,0,0,0,37,104,38,183
SSC70261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70262,3,57,9,68,0,45,7,52,11,172,21,207,16,153,24,191,16,102,16,131,17,110,24,145,7,81,21,102,9,47,10,63,0,22,7,30,78,787,133,998,0,48,7,53,4,55,7,65,9,172,20,198,23,171,19,210,32,127,14,172,15,86,17,115,23,80,14,112,7,49,11,66,0,38,9,50,120,819,118,1054,5,104,17,120,3,101,13,117,21,344,38,405,45,323,38,409,47,227,32,305,34,199,36,265,31,156,35,216,15,99,22,131,3,64,18,84,198,1608,251,2049
